URS-ch U18,Alma-Ata,1991.??.??,?,"Kasimdzhanov, Rustam","Appolonov, Sergei",,,B40,"[['e4', 'e6'], ['d3', 'c5'], ['Nf3', 'Nc6'], ['Nbd2', 'd6'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['O-O', 'Rb8'], ['c3', 'b5'], ['a4', 'a6\n'], ['Re1', 'Nge7'], ['Nf1', 'O-O'], ['Bg5', 'b4'], ['Qc2', 'h6'], ['Be3', 'Bd7'], ['e5', 'Qc7'], ['exd6', 'Qxd6\n'], ['N1d2', 'Nd5'], ['Nc4', 'Nxe3'], ['Rxe3', 'Qc7'], ['Rae1', 'Ne7'], ['Nfe5', 'b3'], ['Qe2', 'Bxa4'], ['Nxf7', 'Rxf7\n'], ['Rxe6', 'Rd8'], ['Rxe7', 'Qxe7'], ['Qxe7', 'Rxe7'], ['Rxe7', 'Rxd3'], ['Be4', 'Rd1+'], ['Kg2', 'Bb5\n'], ['Ne3', 'Rd6'], ['Bd5+', 'Rxd5'], ['Nxd5', 'Bc6'], ['c4', 'Bxb2'], ['Kf1', 'Bd4'], ['Re1', 'Bd7'], ['Ke2', 'a5\n'], ['Kd2', 'a4'], ['Nb6', 'a3'], ['Nxd7', 'a2'], ['Nxc5', 'Bxc5'], ['Kc3', 'Bb4+'], ['Kxb3', 'Bxe1'], ['Kxa2', 'Bxf2\n'], ['Kb3', 'Kf7'], ['Kc3', 'Ke6'], ['Kd3', 'Ke5'], ['Ke2', 'Bc5'], ['Kf3', 'Kf5'], ['h3', 'Bd6'], ['g4+', 'Ke5\n'], ['h4', 'Bc5'], ['h5', '']]",0-1
chess.com IoM Masters,Douglas ENG,2017.09.24,2.12,"Degtiarev,E","Kasimdzhanov,R",,,D85,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'd5'], ['cxd5', 'Nxd5'], ['e4', 'Nxc3'], ['bxc3', 'Bg7'], ['Qa4+', 'Nd7'], ['Nf3', 'O-O\n'], ['Bg5', 'c5'], ['Rc1', 'a6'], ['Qa3', 'Qc7'], ['Bd3', 'b5'], ['Bxe7', 'Re8'], ['Bxc5', 'Nxc5'], ['Qxc5', 'Qxc5\n'], ['dxc5', 'Bb7'], ['O-O', 'Bxe4'], ['Rfd1', 'Rac8'], ['Bxe4', 'Rxe4'], ['h4', 'h6'], ['h5', 'gxh5'], ['Nd2', 'Ra4\n'], ['c4', 'Rxc5'], ['cxb5', 'Rxb5'], ['Nb1', 'Rb2'], ['a3', 'Rd4'], ['Rf1', 'h4'], ['Rc3', 'Rd8'], ['Rh3', 'Rc8\n'], ['Rd1', 'Be5'], ['Rxh4', 'Rcb8'], ['Nd2', 'Rxd2']]",0-1
chess.com IoM Masters,Douglas ENG,2017.09.25,3.7,"Kasimdzhanov,R","Narayanan,SL",,,C76,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'd6'], ['c3', 'Bd7'], ['d4', 'g6'], ['O-O', 'Bg7'], ['Re1', 'h6'], ['a3', 'Nf6\n'], ['Nbd2', 'O-O'], ['h3', 'b5'], ['Bc2', 'Re8'], ['Nf1', 'Na5'], ['Ng3', 'c5'], ['d5', 'c4'], ['Be3', 'Qc7\n'], ['Qd2', 'Kh7'], ['Rf1', 'Rab8'], ['Rae1', 'Nb3'], ['Bxb3', 'cxb3'], ['Qc1', 'a5'], ['Nd2', 'Bc8'], ['f4', 'Nd7\n'], ['f5', 'Ba6'], ['Rf3', 'Nf6'], ['fxg6+', 'fxg6'], ['Nxb3', 'Rf8'], ['Nd2', 'Nd7'], ['Rxf8', 'Rxf8'], ['Nf3', 'Qc4\n'], ['Nd2', 'Qc8'], ['b4', 'Qc7'], ['Nb3', 'a4'], ['Nd2', 'Nb6'], ['Qc2', 'Nc4'], ['Nxc4', 'Qxc4'], ['Nf1', 'Rc8\n'], ['Bd2', 'Qd4+'], ['Ne3', 'Qa7'], ['Kh1', 'h5'], ['Qd3', 'Rf8'], ['Nf1', 'Qc7'], ['Bg5', 'Rc8'], ['Re3', 'Qc4\n'], ['Qxc4', 'bxc4'], ['Be7', 'Bf8'], ['Rf3', 'Kg7'], ['Bxf8+', 'Rxf8'], ['Rxf8', 'Kxf8'], ['Kh2', 'Ke7\n'], ['Kg3', 'Kf6'], ['Kh4', 'Bb5'], ['Ne3', 'Ba6'], ['g4', 'hxg4'], ['Nxg4+', 'Kg7'], ['Kg5', 'Bb5'], ['h4', 'Kf7\n'], ['Nh6+', '']]",1-0
chess.com IoM Masters,Douglas ENG,2017.09.26,4.1,"Kasimdzhanov,R","Carlsen,M",,,B00,"[['e4', 'Nc6'], ['Nf3', 'd6'], ['d4', 'Nf6'], ['d5', 'Nb8'], ['Bd3', 'g6'], ['O-O', 'Bg7'], ['c4', 'O-O'], ['Nc3', 'Bg4\n'], ['Be2', 'Nfd7'], ['Bg5', 'a5'], ['Nd2', 'Bxe2'], ['Qxe2', 'c6'], ['Kh1', 'a4'], ['a3', 'Nc5'], ['f4', 'Nbd7\n'], ['Nf3', 'Qc7'], ['Rad1', 'Rae8'], ['f5', 'Qa5'], ['Na2', 'Nf6'], ['Nd2', 'Ncd7'], ['Nf3', 'Nc5'], ['Nd2', 'Ncd7\n'], ['Nf3', 'Rc8'], ['Nb4', 'Rfe8'], ['Bd2', 'Qc7'], ['dxc6', 'bxc6'], ['Bc3', 'e5'], ['Nd2', 'Nc5'], ['Rf3', 'Nh5\n'], ['g3', 'Bh6'], ['Rdf1', 'Qe7'], ['Nd3', 'Nxd3'], ['Rxd3', 'Nf6'], ['Rdf3', 'Rf8'], ['c5', 'd5'], ['exd5', 'cxd5\n'], ['fxg6', 'fxg6'], ['Qxe5', 'Qxe5'], ['Bxe5', 'Nd7'], ['Rxf8+', 'Bxf8'], ['Bd4', 'Nxc5'], ['Rc1', 'Bh6\n'], ['Bxc5', 'Bxd2'], ['Rd1', 'Rxc5'], ['Rxd2', 'Kf7'], ['Rd4', 'Ke6'], ['Rxa4', 'Rc2'], ['Kg1', 'Rxb2'], ['Rh4', 'Rb7\n'], ['Kf2', 'Kd6'], ['Ke3', 'Kc5'], ['Kd3', 'Rb3+'], ['Kc2', 'Rxa3'], ['Rxh7', 'Kc4'], ['Rc7+', 'Kd4'], ['Rc6', 'Ra2+\n'], ['Kb3', 'Rxh2'], ['Rxg6', 'Kd3'], ['g4', 'd4'], ['g5', 'Rg2'], ['Rh6', 'Ke2'], ['Rh1', 'Rg3+'], ['Kb2', 'Rxg5\n'], ['Rh2+', 'Kd3'], ['Rh3+', 'Kc4'], ['Kc2', 'Rg2+'], ['Kd1', 'Rb2'], ['Rg3', 'Rh2'], ['Rf3', 'Rh1+'], ['Kd2', 'Rh2+\n'], ['Kd1', 'Rh1+'], ['Kd2', 'Rh2+']]",1/2-1/2
chess.com IoM Masters,Douglas ENG,2017.09.27,5.2,"Eljanov,P","Kasimdzhanov,R",,,B04,"[['e4', 'Nf6'], ['e5', 'Nd5'], ['d4', 'd6'], ['Nf3', 'dxe5'], ['Nxe5', 'c6'], ['Be2', 'Nd7'], ['c4', 'Nc7'], ['Nf3', 'g6\n'], ['Nc3', 'Bg7'], ['O-O', 'O-O'], ['Bf4', 'Nf6'], ['h3', 'Bf5'], ['Be5', 'Ne4'], ['Bxg7', 'Kxg7'], ['Re1', 'Nf6\n'], ['Qd2', 'Qd6'], ['Rad1', 'Rad8'], ['Qe3', 'Rfe8'], ['Ne5', 'Qb4'], ['a3', 'Qxb2'], ['Na4', 'Qc2'], ['Nc5', 'Qb2\n'], ['Rd2', 'Qb6'], ['Qc3', 'Ne4'], ['Nxe4', 'Bxe4'], ['d5', 'f6'], ['c5', 'Nb5'], ['Bxb5', 'Qxb5'], ['a4', 'Qa6\n'], ['d6', 'Bf5'], ['g4', 'exd6'], ['Rxd6', 'Rxd6'], ['cxd6', 'Rxe5']]",1-0
chess.com IoM Masters,Douglas ENG,2017.09.28,6.10,"Vishnu,P","Kasimdzhanov,R",,,A34,"[['c4', 'Nf6'], ['Nc3', 'c5'], ['Nf3', 'd5'], ['cxd5', 'Nxd5'], ['e3', 'e6'], ['Bc4', 'Nb6'], ['Bb3', 'Nc6'], ['d4', 'cxd4\n'], ['exd4', 'Be7'], ['O-O', 'O-O'], ['Re1', 'Bf6'], ['Re4', 'Bd7'], ['Ne5', 'Rc8'], ['a3', 'Be8'], ['Qg4', 'Ne7\n'], ['h4', 'Bc6'], ['Nxc6', 'Rxc6'], ['Bg5', 'Bxg5'], ['hxg5', 'Qc7'], ['Rae1', 'Rd8'], ['Qh5', 'g6'], ['Qh3', 'Nbd5\n'], ['Bxd5', 'Nxd5'], ['Qh6', 'Nxc3'], ['bxc3', 'Rxc3'], ['Rh4', 'Rd5'], ['Qxh7+', 'Kf8'], ['Qh8+', 'Ke7\n'], ['Qf6+', 'Kd6'], ['Re5', 'Rxe5'], ['dxe5+', 'Kd5'], ['Rb4', 'b6'], ['g3', 'a5'], ['Rb2', 'Kc6'], ['Qf4', 'Kb7\n'], ['a4', 'Rc1+'], ['Kh2', 'Qc6'], ['Qxf7+', 'Ka6'], ['f3', 'Qc3'], ['Rg2', 'Qa1'], ['Kh3', 'Rh1+'], ['Kg4', 'Qxa4+\n'], ['Qf4', 'b5'], ['Qxa4', 'bxa4'], ['f4', 'Kb5'], ['Re2', 'Rf1'], ['Kh3', 'a3']]",0-1
chess.com IoM Masters,Douglas ENG,2017.09.29,7.8,"Kasimdzhanov,R","Fressinet,L",,,C77,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['d3', 'b5'], ['Bb3', 'Bc5'], ['Nc3', 'd6'], ['Nd5', 'h6\n'], ['c3', 'Be6'], ['O-O', 'Bxd5'], ['exd5', 'Ne7'], ['d4', 'exd4'], ['Nxd4', 'Qd7'], ['Ne2', 'O-O'], ['a4', 'Rae8\n'], ['axb5', 'axb5'], ['Nf4', 'Ng6'], ['Bc2', 'Nxf4'], ['Bxf4', 'Re7'], ['h3', 'Rfe8'], ['Qf3', 'Ne4'], ['b4', 'Bb6\n'], ['c4', 'Bd4'], ['Ra2', 'Nc3'], ['Ra3', 'Ne2+'], ['Kh1', 'Nxf4'], ['Qxf4', 'Be5'], ['Qf3', 'g6'], ['Ra5', 'Bd4\n'], ['cxb5', 'Re1'], ['Bd3', 'Qe7'], ['Ra2', 'Rxf1+'], ['Bxf1', 'Qe1'], ['Kg1', 'Kg7'], ['Re2', 'Rxe2'], ['Qxe2', 'Qxb4\n'], ['Qf3', 'h5'], ['h4', 'Qc3']]",1/2-1/2
chess.com IoM Masters,Douglas ENG,2017.09.30,8.6,"L'Ami,E","Kasimdzhanov,R",,,B09,"[['d4', 'd6'], ['e4', 'Nf6'], ['Nc3', 'g6'], ['f4', 'Bg7'], ['Nf3', 'O-O'], ['e5', 'Nfd7'], ['Bc4', 'e6'], ['O-O', 'a6\n'], ['a4', 'd5'], ['Bd3', 'c5'], ['dxc5', 'Nxc5'], ['Be3', 'b6'], ['b4', 'Ncd7'], ['Ne2', 'Nc6'], ['c3', 'Bb7\n'], ['Ned4', 'Qe7'], ['a5', 'b5'], ['Qd2', 'Rac8'], ['Rae1', 'f6'], ['exf6', 'Nxf6'], ['Nxc6', 'Rxc6'], ['Bd4', 'Ne4\n'], ['Bxe4', 'dxe4'], ['Rxe4', 'Rxc3'], ['Qxc3', 'Bxe4'], ['Bxg7', 'Qxg7'], ['Ne5', 'Bd5'], ['h3', 'h6'], ['Qe3', 'g5\n'], ['fxg5', 'Rxf1+'], ['Kxf1', 'hxg5'], ['Nf3', 'Bxf3'], ['Qxe6+', 'Kh7'], ['gxf3', 'Qa1+'], ['Qe1', 'Qb2\n'], ['h4', 'gxh4'], ['Qxh4+', 'Kg6'], ['Qe4+', 'Kg5'], ['Ke1', 'Qh2'], ['Qe3+', 'Kf5'], ['Qe4+', 'Kg5'], ['Qd5+', 'Kf6\n'], ['Qd2', 'Qh4+'], ['Ke2', 'Qh2+'], ['Kd3', 'Qh7+'], ['Kc3', 'Qc7+'], ['Kb2', 'Qg3'], ['Qd4+', 'Kf7'], ['Qe4', 'Qg1\n'], ['Kc2', 'Kf6'], ['Qf4+', 'Ke7'], ['Qe5+', 'Kf7'], ['Qf5+', 'Ke8'], ['Qe4+', 'Kf7'], ['Kd2', 'Qa1'], ['Ke2', 'Qb2+\n'], ['Ke3', 'Qc3+'], ['Kf4', 'Qc7+'], ['Kg4', 'Qc3'], ['Kg3', 'Kf6'], ['Qh4+', 'Ke6'], ['Qh6+', 'Kd5'], ['Qf4', 'Ke6\n'], ['Qh6+', 'Kf5'], ['Qh5+', 'Ke6'], ['Qe8+', 'Kf5'], ['Qe7', 'Kg6'], ['Kg4', 'Qc8+'], ['Kh4', 'Qh8+'], ['Kg3', 'Qc3\n'], ['Qe6+', 'Kg5'], ['Qe4', 'Kf6'], ['Qf4+', 'Ke6'], ['Kg4', 'Qg7+'], ['Kh5', 'Qh8+'], ['Kg5', 'Qg7+'], ['Kh4', 'Qh8+\n'], ['Kg4', 'Qg7+'], ['Kh3', 'Qh8+'], ['Qh4', 'Qc3'], ['Qe4+', 'Kf6'], ['Qg4', 'Qd2'], ['Qh4+', 'Kg6'], ['Qe4+', 'Kh5\n'], ['Qe5+', 'Kg6'], ['Qe6+', 'Kh5'], ['Qe8+', '']]",1/2-1/2
chess.com IoM Masters,Douglas ENG,2017.10.01,9.11,"Kasimdzhanov,R","Bindrich,F",,,C65,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['d3', 'Bc5'], ['Bxc6', 'dxc6'], ['Nbd2', 'Be6'], ['O-O', 'Nd7'], ['Nb3', 'Bb6\n'], ['Ng5', 'Bxb3'], ['axb3', 'f6'], ['Nf3', 'O-O'], ['Nh4', 'Nc5'], ['Kh1', 'Qd7'], ['Be3', 'Rad8'], ['Qe2', 'Ne6\n'], ['g4', 'g6'], ['Rg1', 'Kh8'], ['Rg3', 'Bd4'], ['Rb1', 'a5'], ['Nf3', 'b6'], ['Qf1', 'Rf7'], ['Qg2', 'Qd6\n'], ['Bd2', 'Bc5'], ['Rf1', 'Bd4'], ['Rb1', 'Bc5'], ['h4', 'Rdf8'], ['Rf1', 'Bd4'], ['Rb1', 'Bc5'], ['Rf1', 'Bd4\n'], ['Rb1', 'Bc5']]",1/2-1/2
Bundesliga 2017-18,Baden Baden GER,2017.10.21,1.2,"Kasimdzhanov,R","Zpevak,P",,,E15,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'b6'], ['g3', 'Ba6'], ['Qa4', 'c6'], ['Nc3', 'b5'], ['cxb5', 'cxb5'], ['Nxb5', 'Qb6\n'], ['Nc3', 'Nc6'], ['Bg2', 'Bb4'], ['O-O', 'O-O'], ['Re1', 'Rac8'], ['e4', 'd5'], ['exd5', 'Nxd5'], ['Bd2', 'Bd3\n'], ['Rac1', 'Bd6'], ['Nxd5', 'exd5'], ['Bc3', 'Be4'], ['Ng5', 'Bxg2'], ['Kxg2', 'Be7'], ['Nf3', 'Bf6'], ['Rc2', 'Rb8\n'], ['Re3', 'h6'], ['Rd3', 'Ne7'], ['Re2', 'Nc6'], ['Bd2', 'Qb5'], ['Qxb5', 'Rxb5'], ['Bc3', 'Rc8'], ['Rde3', 'Rbb8\n'], ['a3', 'a5'], ['Rd3', 'a4'], ['Ne1', 'Kh7'], ['Nc2', 'Rb3'], ['Rf3', 'Kg6'], ['h4', 'h5'], ['Kf1', 'Rb5'], ['Rd3', 'Rb3\n'], ['Ne3', 'Rd8'], ['Rc2', 'Ne7'], ['Ng2', 'Kh7'], ['Nf4', 'g6'], ['Ba5', 'Ra8'], ['Bb4', 'Rxd3'], ['Nxd3', 'Nf5\n'], ['Rc7', 'Kg8'], ['Rd7', 'Nxd4'], ['Bc3', 'Kg7'], ['Rxd5', 'Ne6'], ['Ne5', 'Rc8'], ['Ke2', 'Nc5'], ['Ke3', 'Rc7\n'], ['Rd6', 'g5'], ['hxg5', 'Bxg5+'], ['f4', 'Bf6'], ['f5', 'Nb3'], ['Kf4', 'Nc1'], ['Rxf6', 'Ne2+'], ['Ke4', '']]",1-0
Bundesliga 2017-18,Baden Baden GER,2017.10.22,2.2,"Schlosser,P","Kasimdzhanov,R",,,A22,"[['c4', 'e5'], ['Nc3', 'Nf6'], ['e3', 'Nc6'], ['a3', 'g6'], ['Nf3', 'Bg7'], ['Be2', 'O-O'], ['O-O', 'd5'], ['cxd5', 'Nxd5\n'], ['Qc2', 'a5'], ['d3', 'Be6'], ['Rb1', 'h6'], ['Bd2', 'Qe7'], ['Rfc1', 'Rfd8'], ['Na4', 'Qe8'], ['Bf1', 'Kh7\n'], ['Nc3', 'Qe7'], ['Na4', 'Bg4'], ['Be1', 'Bxf3'], ['gxf3', 'Qg5+'], ['Kh1', 'Nce7'], ['Qc4', 'Qf6'], ['Be2', 'c6\n'], ['Qg4', 'Qd6'], ['Qh3', 'f5'], ['Bd2', 'Rf8'], ['Rc2', 'h5'], ['Rbc1', 'Bh6'], ['Nc3', 'Nf6'], ['Qg2', 'b5\n'], ['Na2', 'Qe6'], ['b4', 'a4'], ['Nc3', 'Rad8'], ['Qf1', 'Rd7'], ['Nb1', 'Rd6'], ['Bc3', 'g5'], ['Nd2', 'Ng6\n'], ['Bb2', 'g4'], ['h3', 'g3'], ['Re1', 'f4'], ['exf4', 'Bxf4'], ['fxg3', 'Bxg3']]",0-1
Bundesliga 2017-18,Munich GER,2017.11.11,3.3,"Hoffmeyer,F","Kasimdzhanov,R",,,A04,"[['Nf3', 'g6'], ['d4', 'd6'], ['e3', 'Bg7'], ['c4', 'Nf6'], ['Nc3', 'Bf5'], ['Be2', 'Ne4'], ['Nxe4', 'Bxe4'], ['O-O', 'O-O\n'], ['Bd2', 'e5'], ['Bc3', 'Qe7'], ['dxe5', 'dxe5'], ['b4', 'Rd8'], ['Qb3', 'b6'], ['Rfd1', 'Nd7'], ['Qb2', 'Re8\n'], ['Rd2', 'Nf8'], ['Rad1', 'a5'], ['a3', 'Bc6'], ['Rc1', 'h6'], ['Rcd1', 'Kh7'], ['Rc1', 'f5'], ['Rcd1', 'Bf6\n'], ['Ne1', 'Kg7'], ['Nc2', 'Ba4'], ['Rc1', 'Bxc2'], ['Rdxc2', 'axb4'], ['axb4', 'c5'], ['Rd2', 'e4'], ['bxc5', 'bxc5\n'], ['Rcd1', 'Bxc3'], ['Qxc3+', 'Qe5'], ['Qxe5+', 'Rxe5'], ['g3', 'h5'], ['Rb1', 'Re7'], ['Rb5', 'Rc7'], ['Rdb2', 'Nd7\n'], ['Rb7', 'Ra7'], ['Rxc7', 'Rxc7'], ['Ra2', 'Ne5'], ['Kg2', 'Kf6'], ['Ra6+', 'Ke7'], ['h3', 'Rb7'], ['Ra5', 'Rb2\n'], ['Bf1', 'Kd6'], ['Ra6+', 'Kd7'], ['Ra7+', 'Kc6'], ['Ra8', 'Rb1'], ['Rc8+', 'Kd6'], ['Rd8+', 'Ke6'], ['Re8+', 'Kf6\n'], ['Rc8', 'Nf3'], ['Rd8', 'Ne1+'], ['Kg1', 'h4'], ['gxh4', 'Nf3+'], ['Kg2', 'Nxh4+'], ['Kg1', 'Nf3+'], ['Kg2', 'Nh4+\n'], ['Kg1', 'Re1'], ['Rd6+', 'Kf7'], ['Rd7+', 'Ke6'], ['Rd8', 'Nf3+'], ['Kg2', 'g5'], ['Re8+', 'Kd7'], ['Rg8', 'Nh4+\n'], ['Kg1', 'Ke7'], ['Rc8', 'Nf3+'], ['Kg2', 'Nd2'], ['Rxc5', 'Nxf1'], ['Rxf5', 'Nd2'], ['Re5+', 'Kf6'], ['Re8', 'Kf7\n'], ['Re5', 'Kf6'], ['Re8', 'Rc1'], ['h4', 'gxh4'], ['Kh3', 'Nf3']]",0-1
Bundesliga 2017-18,Munich GER,2017.11.12,4.3,"Kasimdzhanov,R","Meister,P",,,C03,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'h6'], ['Bd3', 'c5'], ['Ngf3', 'Nf6'], ['e5', 'Nfd7'], ['c3', 'Nc6'], ['O-O', 'g5\n'], ['h3', 'h5'], ['g4', 'hxg4'], ['hxg4', 'Qb6'], ['Qa4', 'Be7'], ['Re1', 'Kf8'], ['Kg2', 'f6'], ['exf6', 'Nxf6\n'], ['dxc5', 'Qc7'], ['Bb5', 'e5'], ['Bxc6', 'e4'], ['Bxd5', 'exf3+'], ['Nxf3', 'Nxd5'], ['Ne5', 'Bf6'], ['Qe4', 'Ne7\n'], ['f4', 'Be6'], ['c4', 'Bxe5'], ['Qxe5', 'Qxe5'], ['Rxe5', 'Bxg4'], ['fxg5', 'Ng6'], ['Rd5', 'Re8'], ['Bd2', 'Re2+\n'], ['Kg3', 'Be6'], ['Rd8+', 'Ke7'], ['Rxh8', 'Nxh8'], ['Bc3', 'Ng6'], ['Bf6+', 'Ke8'], ['b3', 'a5'], ['Kf3', 'Rh2\n'], ['Ke3', 'a4'], ['Kd4', 'Rh3'], ['c6', 'bxc6'], ['Kc5', 'axb3'], ['axb3', 'Rxb3'], ['Ra8+', 'Kf7']]",1/2-1/2
World Rapid 2017,Riyadh KSA,2017.12.26,1.48,"Minko,V","Kasimdzhanov,R",,,E06,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'd5'], ['g3', 'Be7'], ['Bg2', 'O-O'], ['O-O', 'dxc4'], ['Qc2', 'a6'], ['a4', 'Bd7\n'], ['Nbd2', 'Bc6'], ['Nxc4', 'Be4'], ['Qd1', 'Nc6'], ['Bf4', 'h6'], ['Rc1', 'Nd5'], ['Ncd2', 'Bh7'], ['Nc4', 'a5\n'], ['Qb3', 'Nxf4'], ['gxf4', 'Nb4'], ['Rfd1', 'c6'], ['Nfe5', 'Kh8'], ['Ne3', 'Qe8'], ['N3c4', 'f6'], ['Nf3', 'Bd8\n'], ['Ncd2', 'Bc7'], ['e3', 'Rd8'], ['Nc4', 'Rd7'], ['Rd2', 'g5'], ['fxg5', 'hxg5'], ['e4', 'Qh5'], ['e5', 'g4\n'], ['Ne1', 'fxe5'], ['dxe5', 'Rxd2'], ['Nxd2', 'Bb6'], ['Nc4', 'Bxf2+'], ['Kh1', 'g3']]",0-1
World Rapid 2017,Riyadh KSA,2017.12.26,2.3,"Kasimdzhanov,R","Grischuk,A",,,C84,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['d3', 'd6'], ['c3', 'O-O'], ['Re1', 'b5\n'], ['Bc2', 'd5'], ['Nbd2', 'd4'], ['h3', 'Nd7'], ['Nb3', 'Nb6'], ['cxd4', 'exd4'], ['Bf4', 'a5'], ['a3', 'a4\n'], ['Nbd2', 'Na5'], ['Nf1', 'c5'], ['g4', 'Be6'], ['Ng3', 'Re8'], ['Nf5', 'Bf8'], ['Qd2', 'Nb3'], ['Bxb3', 'axb3\n'], ['Rad1', 'Na4'], ['Ng5', 'Qd7'], ['Kh2', 'Rad8'], ['Rg1', 'c4'], ['dxc4', 'Bxf5'], ['gxf5', 'bxc4'], ['Rg3', 'Nc5\n'], ['f6', 'g6'], ['e5', 'Qf5'], ['Rf3', 'h6']]",0-1
World Rapid 2017,Riyadh KSA,2017.12.26,3.35,"Dervishi,E","Kasimdzhanov,R",,,B47,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nc6'], ['Nc3', 'Qc7'], ['Be2', 'a6'], ['O-O', 'Nf6'], ['Kh1', 'Nxd4\n'], ['Qxd4', 'Bc5'], ['Qd3', 'b5'], ['f4', 'Bb7'], ['Bf3', 'd5'], ['exd5', 'O-O'], ['Be3', 'Rfd8'], ['Bxc5', 'Qxc5\n'], ['a4', 'b4'], ['Ne4', 'Nxe4'], ['Bxe4', 'g6'], ['c4', 'bxc3'], ['Rac1', 'Bxd5'], ['Bxd5', 'Rxd5'], ['Qxc3', 'Qb6\n'], ['Rfd1', 'Rad8'], ['Rxd5', 'Rxd5'], ['h3', 'Rd4'], ['Qc8+', 'Kg7'], ['Qc3', 'Qb4'], ['Qe3', 'Re4'], ['Qc3+', 'Qxc3\n'], ['Rxc3', 'Rxf4'], ['b3', 'h5'], ['Rc6', 'Rb4'], ['Rxa6', 'Rxb3'], ['Kg1', 'Rb2'], ['Ra7', 'Ra2'], ['h4', 'Kf6\n'], ['a5', 'e5'], ['a6', 'Ke6'], ['Kh2', 'f6'], ['Ra8', 'Kf5'], ['a7', 'Ra3'], ['Kg1', 'e4'], ['Kf2', 'Kf4'], ['g3+', 'Kf5\n'], ['Ke2', 'Ra2+'], ['Ke3', 'Ra4'], ['Ke2', 'Ra3'], ['Kf2', 'Ra6'], ['Ke3', 'Ra5'], ['Kf2', 'Ra3'], ['Ke2', 'Kg4\n'], ['Rg8', 'Rxa7'], ['Rxg6+', 'Kh3'], ['Rxf6', 'Kxg3'], ['Ke3', 'Ra4'], ['Rf1', 'Kxh4'], ['Kf4', 'Ra3'], ['Kxe4', 'Kg3\n'], ['Rg1+', 'Kf2'], ['Rh1', 'h4'], ['Kf4', 'h3'], ['Rh2+', 'Kg1'], ['Rb2', 'h2'], ['Rb1+', 'Kg2'], ['Rb2+', 'Kh3\n'], ['Rb1', 'Rg3'], ['Ra1', 'Rg1']]",0-1
World Rapid 2017,Riyadh KSA,2017.12.26,4.13,"Kasimdzhanov,R","Mamedyarov,S",,,C76,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'd6'], ['c3', 'Bd7'], ['d4', 'g6'], ['O-O', 'Bg7'], ['Re1', 'Nf6\n'], ['Bxc6', 'Bxc6'], ['dxe5', 'Nxe4'], ['exd6', 'O-O'], ['dxc7', 'Qxc7'], ['Be3', 'Rad8'], ['Nd4', 'Be5\n'], ['h3', 'Bh2+'], ['Kh1', 'Bf4'], ['Qc2', 'Rfe8'], ['Na3', 'Bd5'], ['c4', 'Bc6'], ['Rad1', 'Bxe3'], ['Rxe3', 'Qb6\n'], ['c5', 'Nxc5'], ['Nc4', 'Qc7'], ['Nxc6', 'Qxc6'], ['Rxd8', 'Rxd8'], ['Ne5', 'Qd6'], ['Qc4', 'Ne6'], ['a4', 'Kg7\n'], ['Qc3', 'Qd4'], ['Qb3', 'Qf4'], ['Nf3', 'h5'], ['g3', 'Qf5'], ['Kg2', 'Qd5'], ['Qc3+', 'Kg8'], ['Re5', 'Qd3\n'], ['Qb4', 'Rd7'], ['Qb6', 'Qd6'], ['Qe3', 'Qc6'], ['b3', 'Rd1'], ['Qe4', 'Qxe4'], ['Rxe4', 'Nc5'], ['Re7', 'Rd7\n'], ['Rxd7', 'Nxd7'], ['Nd2', 'Kf8'], ['Kf3', 'Ke7'], ['Ke4', 'Kd6'], ['Kd4', 'Kc6'], ['Ne4', 'f5'], ['Nd2', 'Nc5\n'], ['Ke5', 'Nd3+'], ['Kf6', 'Nxf2'], ['Kxg6', 'Nxh3'], ['Kxf5', 'Kc5'], ['Kg6', 'Kb4'], ['Kxh5', 'Kc3'], ['Kg4', 'Ng1\n'], ['Ne4+', 'Kxb3'], ['Nc5+', 'Kb4'], ['Nxb7', 'Kxa4'], ['Nc5+', 'Kb5']]",1/2-1/2
