New Orleans,New Orleans,1857.??.??,?,"Paulsen, Louis","Morphy, Paul ",,,C64,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Nc3', 'Bc5'], ['Bb5', 'd6'], ['d4', 'exd4'], ['Nxd4', 'Bd7'], ['Nxc6', 'bxc6'], ['Ba4', 'Qf6\n'], ['O-O', 'Ne7'], ['Be3', 'Bxe3'], ['fxe3', 'Qh6'], ['Qd3', 'Ng6'], ['Rae1', 'Ne5'], ['Qe2', 'O-O'], ['h3', 'Kh8\n'], ['Nd1', 'g5'], ['Nf2', 'Rg8'], ['Nd3', 'g4'], ['Nxe5', 'dxe5'], ['hxg4', 'Bxg4'], ['Qf2', 'Rg6'], ['Qxf7', 'Be6']]",0-1
London m1,London,1862.??.??,3,"Anderssen, Adolf","Paulsen, Louis",,,C51,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['b4', 'Bxb4'], ['c3', 'Bc5'], ['O-O', 'd6'], ['d4', 'exd4'], ['cxd4', 'Bb6\n'], ['d5', 'Na5'], ['Bb2', 'Ne7'], ['Bd3', 'O-O'], ['Nc3', 'Ng6'], ['Na4', 'c5'], ['Nxb6', 'axb6'], ['Qd2', 'f6\n'], ['Rac1', 'Bd7'], ['Ba1', 'b5'], ['Qb2', 'b4'], ['Rfe1', 'b5'], ['Bf1', 'Qc7'], ['g3', 'Ra7'], ['Nd2', 'Rfa8\n'], ['Qb1', 'Nb7'], ['Rc2', 'Nd8'], ['f4', 'Nf7'], ['Nf3', 'b3'], ['Rf2', 'Rxa2'], ['Bb2', 'Qd8'], ['h4', 'Qc7\n'], ['h5', 'Ne7'], ['Qc1', 'Nh6'], ['Bd3', 'Ng4'], ['Rfe2', 'Qb6'], ['Bb1', 'R2a4'], ['Kg2', 'b4'], ['e5', 'Nxd5\n'], ['Qc4', 'Be6'], ['Qd3', 'f5'], ['exd6', 'c4'], ['Qd4', 'Qxd4'], ['Bxd4', 'Bd7'], ['Ng5', 'Ngf6'], ['Re5', 'c3\n'], ['Bd3', 'Ra2+'], ['R5e2', 'Rxe2+'], ['Rxe2', 'b2'], ['Re1', 'Ra1'], ['Rb1', 'Rxb1'], ['Bxb1', 'b3'], ['Bd3', 'Bb5\n'], ['Bxf5', 'b1=Q'], ['Bxb1', 'c2'], ['Bxc2', 'bxc2'], ['Bb2', 'Nb4'], ['h6', 'Nd3'], ['Ba3', 'gxh6'], ['Nf3', 'c1=Q\n'], ['Bxc1', 'Nxc1'], ['Ne5', 'Nd3'], ['Kf3', 'Nc5']]",0-1
London m1,London,1862.??.??,4,"Paulsen, Louis","Anderssen, Adolf",,,B23,"[['e4', 'c5'], ['Nc3', 'e6'], ['g3', 'd6'], ['Bg2', 'Bd7'], ['Nge2', 'Be7'], ['O-O', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'Nxd4\n'], ['Qxd4', 'h5'], ['h3', 'Bc6'], ['Rd1', 'e5'], ['Qd3', 'Qd7'], ['b4', 'b6'], ['a4', 'Rc8'], ['a5', 'b5'], ['a6', 'g6\n'], ['Bf1', 'Nf6'], ['f3', 'O-O'], ['Be3', 'Rb8'], ['Ra5', 'd5'], ['Nxd5', 'Nxd5'], ['exd5', 'Bxb4'], ['Ra2', 'Ba8\n'], ['Rb2', 'Bd6'], ['Rxb5', 'Rxb5'], ['Qxb5', 'Qf5'], ['Qe2', 'e4'], ['fxe4', 'Qxe4'], ['Bxa7', 'Qa4'], ['Bf2', 'Rc8\n'], ['Qb5', 'Qxc2'], ['Re1', 'Bf8'], ['a7', 'Qf5'], ['Bg2', 'Rc2'], ['Rf1', 'Kh7'], ['Qb8', 'Bc5'], ['Qf4', 'Qd7\n'], ['Bxc5', 'Rxg2+'], ['Kxg2', 'Qxd5+'], ['Qf3', 'Qd2+'], ['Kg1', 'Bxf3'], ['Rxf3', '']]",1-0
London m1,London,1862.??.??,5,"Anderssen, Adolf","Paulsen, Louis",,,C65,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['d3', 'd6'], ['Bxc6+', 'bxc6'], ['h3', 'g6'], ['Nc3', 'Bg7'], ['O-O', 'O-O\n'], ['Ne2', 'c5'], ['Ng3', 'Bb7'], ['b3', 'Ne8'], ['Rb1', 'Qe7'], ['Re1', 'f5'], ['b4', 'cxb4'], ['Rxb4', 'c5\n'], ['Rb1', 'f4'], ['Nf1', 'Bc8'], ['c3', 'Qf6'], ['d4', 'cxd4'], ['cxd4', 'exd4'], ['Qa4', 'Be6'], ['Rb2', 'd3\n'], ['Rb7', 'Rf7'], ['e5', 'dxe5'], ['Rxf7', 'Qxf7'], ['Nxe5', 'Bxe5'], ['Rxe5', 'Rc8'], ['Bb2', 'Rc4'], ['Qb3', 'Qd7\n'], ['Kh2', 'Ng7'], ['Re1', 'f3'], ['Nd2', 'Rc8'], ['Qb4', 'fxg2'], ['Ne4', 'Ne8'], ['Ba3', 'Qf7'], ['Qd4', 'Qf4+\n'], ['Kg1', 'd2'], ['Qxd2', 'Qxd2'], ['Nxd2', 'Bxh3'], ['Kh2', 'Ng7'], ['Ne4', 'Bf5'], ['Kxg2', 'Bxe4+'], ['Rxe4', 'Rc2\n'], ['Re7', 'Rxa2'], ['Rxa7', 'g5'], ['Ra8+', 'Kf7'], ['Ra7+', 'Kg6'], ['Ra6+', 'Kh5'], ['Ra7', 'h6'], ['Rxg7', 'Rxa3']]",1/2-1/2
London m1,London,1862.??.??,6,"Paulsen, Louis","Anderssen, Adolf",,,B25,"[['e4', 'c5'], ['Nc3', 'e6'], ['g3', 'Nc6'], ['Bg2', 'g6'], ['Nge2', 'Bg7'], ['O-O', 'Nge7'], ['d3', 'd6'], ['Be3', 'Qb6\n'], ['Rb1', 'a5'], ['Qd2', 'O-O'], ['a3', 'Bd7'], ['Bh6', 'Nd4'], ['Bxg7', 'Kxg7'], ['Nxd4', 'cxd4'], ['Ne2', 'Bb5\n'], ['b4', 'Nc6'], ['f4', 'axb4'], ['axb4', 'e5'], ['Kh1', 'Ra2'], ['f5', 'f6'], ['fxg6', 'hxg6'], ['Bh3', 'Nd8\n'], ['Ra1', 'Qa6'], ['Qc1', 'Rh8'], ['Bg2', 'Nc6'], ['c4', 'dxc3'], ['Rxa2', 'Qxa2'], ['Nxc3', 'Qa6'], ['Nd5', 'Bxd3\n'], ['Rxf6', 'Qa2'], ['h4', 'Qe2'], ['Rxd6', 'Rf8'], ['Nc3', 'Qg4'], ['Rxd3', 'Nxb4'], ['Rd6', 'Qxg3'], ['Qg5', 'Qxg5\n'], ['hxg5', 'Rh8+'], ['Kg1', 'Rh5'], ['Rd7+', 'Kf8'], ['Rxb7', 'Nd3'], ['Nd5', 'Rxg5'], ['Nf6', 'Rg3'], ['Kh2', 'Re3\n'], ['Rb3', '']]",1-0
London m1,London,1862.??.??,7,"Anderssen, Adolf","Paulsen, Louis",,,C65,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['d3', 'd6'], ['Bxc6+', 'bxc6'], ['h3', 'g6'], ['Nc3', 'Bg7'], ['O-O', 'O-O\n'], ['Ne2', 'c5'], ['Ng3', 'Bb7'], ['Re1', 'Nd7'], ['Rb1', 'f5'], ['b4', 'fxe4'], ['dxe4', 'cxb4'], ['Rxb4', 'Nb6\n'], ['Rb3', 'Qe7'], ['a4', 'a5'], ['Be3', 'Ra6'], ['Qe2', 'Bc8'], ['Reb1', 'Qd8'], ['Ng5', 'Qe7'], ['Nf3', 'Qd8\n'], ['h4', 'Kh8'], ['Ra3', 'Ra8'], ['h5', 'Ba6'], ['Qe1', 'Nc4'], ['Rab3', 'Qd7'], ['hxg6', 'hxg6'], ['Bg5', 'Qxa4\n'], ['Nh4', 'Qe8'], ['Nf1', 'a4'], ['Rh3', 'Kg8'], ['Rg3', 'a3'], ['Ra1', 'Bf6'], ['Nxg6', 'Bxg5'], ['Nxf8', 'Kxf8\n'], ['Rxg5', 'Ke7'], ['Ne3', 'Kd7'], ['Rg3', 'c6'], ['Nxc4', 'Bxc4'], ['Qc3', 'd5'], ['Rxa3', '']]",1-0
London m1,London,1862.??.??,7,"Paulsen, Louis","Anderssen, Adolf",,,C33,"[['e4', 'e5'], ['f4', 'exf4'], ['Bc4', 'd5'], ['Bxd5', 'c6'], ['Bb3', 'Qh4+'], ['Kf1', 'g5'], ['d4', 'Bg7'], ['Nc3', 'Ne7\n'], ['Nf3', 'Qh5'], ['h4', 'h6'], ['Rh2', 'g4'], ['Ng1', 'f3'], ['gxf3', 'gxf3'], ['Qxf3', 'Bg4'], ['Qf2', 'Rf8\n'], ['Nge2', 'Nd7'], ['e5', 'O-O-O'], ['Ne4', 'Nxe5'], ['N2g3', 'Qg6'], ['dxe5', 'Rd1+'], ['Kg2', 'Bxe5\n'], ['h5', 'Qg7'], ['Rh1', 'Bf5'], ['Bg5', 'Bxe4+'], ['Nxe4', 'Rxa1'], ['Rxa1', 'f5'], ['Rf1', 'Kb8'], ['Kh1', 'hxg5\n'], ['Nc5', 'Rh8'], ['Qe2', 'Bd6'], ['Nd7+', 'Kc7'], ['Rd1', 'Qh6'], ['Be6', 'g4'], ['Bf7', 'Kxd7'], ['c4', 'Qf6\n'], ['Qd2', 'Nc8'], ['Qb4', 'Qh4+'], ['Kg2', 'Qh3+'], ['Kf2', 'Qf3+'], ['Ke1', 'Qxd1+'], ['Kxd1', 'Bxb4']]",0-1
Berlin it,Berlin,1864.??.??,?,"Paulsen, Louis","Lichtenstein, Paul",,,C01,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Bb4'], ['exd5', 'exd5'], ['Nf3', 'h6'], ['Bd3', 'Nf6'], ['O-O', 'O-O'], ['Ne2', 'Bd6\n'], ['Ng3', 'Be6'], ['Ne5', 'c5'], ['c3', 'Qc7'], ['f4', 'Nc6'], ['Nxc6', 'bxc6'], ['dxc5', 'Bxc5+'], ['Kh1', 'Bg4\n'], ['Qc2', 'Rfe8'], ['Bd2', 'Re7'], ['Rae1', 'Rae8'], ['Rxe7', 'Rxe7'], ['Bc1', 'Be3'], ['h3', 'Bc8'], ['Rf3', 'Bxc1\n'], ['Qxc1', 'c5'], ['Kh2', 'c4'], ['Bb1', 'Ne4'], ['Qc2', 'f5'], ['Ne2', 'g6'], ['Nd4', 'Ng5'], ['Rf1', 'Ne4']]",1/2-1/2
Berlin it,Berlin,1864.??.??,?,"Schallopp, Emil","Paulsen, Louis",,,C37,"[['f4', 'e5'], ['e4', 'exf4'], ['Nf3', 'g5'], ['Bc4', 'g4'], ['O-O', 'gxf3'], ['Qxf3', 'Qf6'], ['e5', 'Qxe5'], ['d3', 'Bh6\n'], ['Nc3', 'Ne7'], ['Bd2', 'Nbc6'], ['Rae1', 'Qf5'], ['Nd5', 'Kd8'], ['Bc3', 'Re8'], ['Bf6', 'd6'], ['Bb5', 'Be6\n'], ['Bxc6', 'bxc6'], ['Bxe7+', 'Rxe7'], ['Nxe7', 'Qc5+'], ['d4', 'Qxd4+'], ['Kh1', 'Kxe7'], ['Qxc6', 'Rc8\n'], ['c3', 'Qb6'], ['Qe4', 'Rg8'], ['Qxh7', 'Rg6'], ['Re2', 'Qc5'], ['Qh8', 'Kd7'], ['Qa8', 'Qc6'], ['Qxc6+', 'Kxc6\n'], ['b3', 'Kd7'], ['c4', 'Bf5'], ['Rfe1', 'Re6'], ['Kg1', 'Bg4'], ['Re4', 'Bf5'], ['R4e2', 'Bd3'], ['Rxe6', 'fxe6\n'], ['Kf2', 'e5'], ['g3', 'fxg3+'], ['hxg3', 'e4'], ['Rh1', 'Bd2']]",0-1
Berlin it,Berlin,1864.??.??,?,"Paulsen, Louis","Gohle, A.",,,C30,"[['e4', 'e5'], ['f4', 'Bc5'], ['Nf3', 'd6'], ['c3', 'Bg4'], ['Be2', 'Nc6'], ['d3', 'Bb6'], ['Na3', 'Qe7'], ['Nc4', 'Nf6\n'], ['Nxb6', 'axb6'], ['O-O', 'Bxf3'], ['Bxf3', 'h6'], ['d4', 'Nh7'], ['fxe5', 'dxe5'], ['d5', 'Nb8'], ['Be3', 'Nd7\n'], ['Be2', 'O-O'], ['Bd3', 'Rad8'], ['Qe2', 'Nc5'], ['Bc2', 'Rd6'], ['Rf5', 'Rg6'], ['Raf1', 'Nd7'], ['Bb3', 'Nhf6\n'], ['Bc1', 'Ne8'], ['Rxf7', 'Rxf7'], ['Rxf7', 'Qxf7'], ['d6', 'Re6'], ['Qg4', 'Nc5'], ['Bxe6', 'Qxe6'], ['Qxe6+', 'Nxe6\n'], ['dxc7', 'N8xc7'], ['Kf2', 'Ne8'], ['b4', 'Nd6'], ['Kf3', 'Nc4'], ['a4', 'Kf7'], ['h4', 'Nc7'], ['g4', 'Ne8\n'], ['g5', 'Kg6'], ['Ke2', 'Ned6'], ['Kd3', 'Kh5'], ['b5', 'Kg6'], ['gxh6', 'gxh6'], ['Be3', 'Nxe3'], ['Kxe3', 'Kh5\n'], ['Kd3', 'Kxh4'], ['c4', 'Kg3'], ['c5', 'bxc5'], ['a5', 'Nxb5'], ['Kc4', 'Nd6+'], ['Kxc5', 'Nc8'], ['Kd5', 'Kf4\n'], ['Ke6', 'Na7'], ['Kd7', 'Nc6'], ['a6', 'bxa6'], ['Kxc6', 'h5'], ['Kb6', 'h4'], ['Kxa6', 'h3']]",0-1
Leipzig m1,Leipzig,1864.??.??,1,"Paulsen, Louis","Lange, Max",,,C65,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['d3', 'd6'], ['Nc3', 'Bd7'], ['O-O', 'Be7'], ['Ne1', 'O-O'], ['f4', 'Bg4\n'], ['Qd2', 'Nd4'], ['Bc4', 'Be6'], ['Bxe6', 'Nxe6'], ['f5', 'Nd4'], ['Nf3', 'Nxf3+'], ['Rxf3', 'd5'], ['Qe2', 'Qd6\n'], ['Kh1', 'Rad8'], ['Bg5', 'dxe4'], ['dxe4', 'Qc6'], ['Raf1', 'Rd4'], ['Nd5', 'Nxd5'], ['exd5', 'Qd6'], ['Bxe7', 'Qxe7\n'], ['f6', 'gxf6'], ['Rh3', 'f5'], ['Rxf5', 'f6'], ['Rfh5', 'Rf7'], ['c4', 'Qb4'], ['Rg3+', 'Kf8'], ['b3', 'Rxc4\n'], ['Qe3', 'Rf4'], ['h3', 'Qd4'], ['Qc1', 'Qxd5'], ['Kh2', 'Qd6'], ['Qc2', 'e4'], ['Qc3', 'b6'], ['Qc4', 'Rf3\n'], ['Qxf7+', 'Kxf7'], ['gxf3', 'exf3'], ['Rxh7+', 'Ke6'], ['Rg7', 'Qd2+'], ['Kh1', 'Qe1+'], ['Kh2', 'Qe2+\n'], ['Kh1', 'f2'], ['Rg1', 'Qf3+'], ['Kh2', 'Qf4+'], ['Kg2', 'fxg1=Q+'], ['Kxg1', 'Qc1+'], ['Kh2', 'Qd2+\n'], ['Kg3', 'Qxa2'], ['h4', 'Qxb3+'], ['Kg4', 'Qd1+'], ['Kh3', 'Qh1+']]",0-1
Leipzig m2,Leipzig,1864.??.??,1,"Paulsen, Louis","Neumann, Gustav Richard",,,C66,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['O-O', 'd6'], ['d3', 'Bd7'], ['Nc3', 'Be7'], ['Ne1', 'O-O'], ['f4', 'exf4\n'], ['Bxf4', 'Ne5'], ['Bxd7', 'Qxd7'], ['d4', 'Ng6'], ['Bg3', 'c6'], ['Nd3', 'd5'], ['e5', 'Ne8'], ['Ne2', 'Nc7\n'], ['Nef4', 'Nxf4'], ['Nxf4', 'Ne6'], ['Qg4', 'Rad8'], ['Nxe6', 'Qxe6'], ['Qh5', 'c5'], ['dxc5', 'Bxc5+\n'], ['Kh1', 'Rfe8'], ['Rae1', 'd4'], ['Rf3', 'g6'], ['Qh4', 'Be7'], ['Qf4', 'Qxa2'], ['e6', 'f5'], ['Rb3', 'Qa6\n'], ['Bf2', 'Bf6'], ['Qc7', 'Be7'], ['Rxb7', 'Qd6'], ['Rxa7', 'Qxc7'], ['Rxc7', 'Rd6'], ['Rd7', 'Rc6'], ['Bxd4', 'Rxc2\n'], ['Bc3', 'Bf8'], ['h3', 'Bh6'], ['Ra1', 'Rc1+'], ['Rxc1', 'Bxc1'], ['Rd6', 'Rb8'], ['g3', 'Kf8'], ['Rd1', 'Bg5\n'], ['h4', 'Be7'], ['Kg2', 'Rb6'], ['Re1', 'Bd6'], ['Ra1', 'Bb8'], ['Re1', 'Ke7'], ['Bf6+', 'Ke8'], ['b4', 'Bd6\n'], ['Rc1', 'Rb8'], ['b5', 'Be7'], ['Be5', '']]",1-0
Leipzig m1,Leipzig,1864.??.??,2,"Lange, Max","Paulsen, Louis",,,C22,"[['e4', 'e5'], ['d4', 'exd4'], ['Qxd4', 'Nc6'], ['Qd1', 'Nf6'], ['Bd3', 'd5'], ['exd5', 'Qxd5'], ['Nf3', 'Bg4'], ['Be2', 'Qh5\n'], ['Bf4', 'Nd5'], ['Bg3', 'O-O-O'], ['Nbd2', 'Bb4'], ['O-O', 'Rhe8'], ['h3', 'Bxf3'], ['Bxf3', 'Qh6'], ['c3', 'Bc5\n'], ['Qb3', 'Nf4'], ['Qxf7', 'Rf8'], ['Bxf4', 'Qxf4'], ['Qxf4', 'Rxf4'], ['Nb3', 'Bb6'], ['Bxc6', 'bxc6\n'], ['Rae1', 'Rdf8'], ['Re2', 'h5'], ['Nc1', 'g5'], ['Nd3', 'R4f5'], ['Re5', 'g4'], ['hxg4', 'hxg4'], ['Rxf5', 'Rxf5\n'], ['Kh2', 'Rd5'], ['Rd1', 'c5'], ['c4', 'Rd4'], ['b3', 'c6'], ['Nb2', 'Re4'], ['Rd2', 'Bc7+'], ['g3', 'Be5\n'], ['Nd1', 'Bd4'], ['Kg2', 'Re1'], ['f3', 'Rg1+'], ['Kh2', 'gxf3'], ['Rxd4', 'Rg2+'], ['Kh3', 'cxd4'], ['g4', 'Rd2']]",0-1
Leipzig m2,Leipzig,1864.??.??,2,"Neumann, Gustav Richard","Paulsen, Louis",,,C48,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['O-O', 'Be7'], ['Nc3', 'Nd4'], ['Nxd4', 'exd4'], ['e5', 'dxc3'], ['exf6', 'Bxf6\n'], ['Re1+', 'Be7'], ['Qe2', 'c6'], ['Bd3', 'd5'], ['dxc3', 'Be6'], ['Bf4', 'O-O'], ['Qh5', 'g6'], ['Qh6', 'Bf6\n'], ['Be5', 'Bxe5'], ['Rxe5', 'Qf6'], ['Rae1', 'Rae8'], ['f4', 'Bd7'], ['Rxe8', 'Rxe8'], ['Rxe8+', 'Bxe8\n'], ['f5', 'b6'], ['Qf4', 'Kf8'], ['g4', 'g5'], ['Qf3', 'c5'], ['Bf1', 'd4'], ['c4', 'Bc6'], ['Qf2', 'Qe5'], ['Bg2', 'Bxg2\n'], ['Kxg2', 'Qe4+'], ['Kg3', 'h5'], ['gxh5', 'Qh4+'], ['Kg2', 'Qg4+'], ['Kf1', 'Qxh5'], ['Ke1', 'Kg7'], ['Kd2', 'Qg4\n'], ['f6+', 'Kg6'], ['Qe1', 'Qf4+'], ['Kd1', 'Qxh2'], ['Qe7', 'Qg1+'], ['Kd2', 'Qe3+'], ['Qxe3', 'dxe3+\n'], ['Kxe3', 'Kxf6'], ['c3', 'Ke5'], ['b4', 'f5']]",0-1
Leipzig m1,Leipzig,1864.??.??,3,"Paulsen, Louis","Lange, Max",,,C65,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['d3', 'd6'], ['Nc3', 'Be7'], ['O-O', 'O-O'], ['Bxc6', 'bxc6'], ['d4', 'Nd7\n'], ['dxe5', 'dxe5'], ['Be3', 'Qe8'], ['Qd3', 'Nc5'], ['Bxc5', 'Bxc5'], ['Na4', 'Bd6'], ['c4', 'f5'], ['c5', 'fxe4\n'], ['Qxe4', 'Rf4'], ['Qe3', 'Bg4'], ['cxd6', 'Bxf3'], ['gxf3', 'cxd6'], ['Nc3', 'Qh5'], ['Ne2', 'Rxf3'], ['Ng3', 'Qg4\n'], ['Qd2', 'd5'], ['Rac1', 'Rc8'], ['b4', 'h5'], ['b5', 'h4'], ['bxc6', 'd4'], ['Rfe1', 'hxg3'], ['hxg3', 'Rf5\n'], ['Rc5', 'Qh3'], ['Rexe5', 'Rxe5'], ['Rxe5', 'Rxc6'], ['Re8+', 'Kf7'], ['Rd8', 'Qh6'], ['Qxh6', 'Rxh6\n'], ['Rd7+', 'Ke8'], ['Rxd4', 'Ra6'], ['a4', 'Ke7'], ['f4', 'Ke6'], ['g4', 'Rb6'], ['Kf2', 'Rb3'], ['f5+', 'Ke7\n'], ['g5', 'Rc3'], ['Rd5', 'Rh3'], ['Ra5', '']]",1-0
Leipzig m2,Leipzig,1864.??.??,3,"Paulsen, Louis","Neumann, Gustav Richard",,,C45,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['d4', 'exd4'], ['Nxd4', 'Bc5'], ['Be3', 'Nxd4'], ['Bxd4', 'Bxd4'], ['Qxd4', 'Qf6\n'], ['e5', 'Qb6'], ['Qxb6', 'axb6'], ['Nc3', 'Ra5'], ['f4', 'f6'], ['O-O-O', 'fxe5'], ['b4', 'Ra8'], ['fxe5', 'Nh6\n'], ['Bc4', 'Nf5'], ['Nd5', 'Kd8'], ['Rhf1', 'g6'], ['g4', 'Ne7'], ['Nxe7', 'Kxe7'], ['Rf7+', 'Ke8'], ['e6', 'dxe6\n'], ['Rxc7', '']]",1-0
Leipzig m1,Leipzig,1864.??.??,4,"Lange, Max","Paulsen, Louis",,,C65,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['d4', 'exd4'], ['e5', 'Ne4'], ['O-O', 'Be7'], ['Nxd4', 'O-O'], ['Nxc6', 'dxc6\n'], ['Bd3', 'f5'], ['Bxe4', 'Qxd1'], ['Rxd1', 'fxe4'], ['Nc3', 'Bf5'], ['Be3', 'Bb4'], ['Na4', 'Rfe8'], ['a3', 'Bf8\n'], ['Bf4', 'e3'], ['Rac1', 'exf2+'], ['Kxf2', 'b5'], ['Nc3', 'Bc5+'], ['Kg3', 'h6'], ['h4', 'Re6'], ['Kh2', 'Rf8\n'], ['g3', 'Be7'], ['Re1', 'g5'], ['hxg5', 'hxg5'], ['Be3', 'a5'], ['Ba7', 'Bg4'], ['Ne4', 'Rxe5'], ['Nf2', 'Be2\n'], ['c4', 'Bd6'], ['Bd4', 'Re6'], ['c5', 'Be7'], ['Rc2', 'Bc4'], ['Rxe6', 'Bxe6'], ['Re2', 'Bf6'], ['Bxf6', 'Rxf6\n'], ['b4', 'a4'], ['Ne4', 'Rg6'], ['Nxg5', 'Bd5'], ['Nh3', 'Rh6'], ['g4', 'Bc4'], ['Re1', 'Rh7'], ['Kg3', 'Rd7\n'], ['Nf4', 'Rd2'], ['Ra1', 'Kg7'], ['g5', 'Bf7'], ['Re1', 'Kf8'], ['g6', 'Bc4'], ['Kg4', 'Rf2'], ['Kg5', 'Rf3\n'], ['Rh1', 'Rxa3'], ['Kf6', 'Ke8'], ['Re1+', 'Kd7'], ['g7', 'Rf3'], ['Rd1+', 'Kc8'], ['Kg5', 'Rg3+'], ['Kh6', 'a3\n'], ['Kh7', 'a2'], ['Ra1', 'Kb7'], ['Nh5', 'Rh3'], ['Kg6', 'Rf3'], ['Kg5', 'Rf1'], ['Rxf1', 'Bxf1'], ['g8=Q', 'a1=Q\n'], ['Qb3', 'Qe5+'], ['Kh4', 'Be2'], ['Qf7', 'Bxh5'], ['Qxh5', 'Qe1+'], ['Kg4', 'Qxb4+']]",0-1
Leipzig m2,Leipzig,1864.??.??,4,"Neumann, Gustav Richard","Paulsen, Louis",,,C48,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['O-O', 'Be7'], ['Nc3', 'Nd4'], ['Nxd4', 'exd4'], ['e5', 'dxc3'], ['exf6', 'Bxf6\n'], ['Re1+', 'Be7'], ['Qe2', 'c6'], ['Bd3', 'd5'], ['dxc3', 'Be6'], ['f4', 'Bc5+'], ['Kh1', 'O-O'], ['f5', 'Bd7\n'], ['Qh5', 'f6'], ['Bd2', 'Be8'], ['Qh4', 'Bf7'], ['Rf1', 'Qd7'], ['Rf3', 'Kh8'], ['Rh3', 'Bg8'], ['Be2', 'Qxf5\n'], ['Bd3', 'Qf2'], ['Qh5', 'f5'], ['Rd1', 'Bb6'], ['b4', 'Rae8'], ['Rf3', 'Re1+'], ['Rxe1', 'Qxd2'], ['Ref1', 'g6\n'], ['Qh4', 'Qxc3'], ['Qe7', 'Rf7'], ['Qe8', 'Qxb4'], ['Qe5+', 'Rg7'], ['Qe8', 'Qe7'], ['Re1', 'Qd6'], ['h4', 'Bc7\n'], ['Rh3', 'h5'], ['c4', 'Ba5'], ['Rf1', 'Re7'], ['Qf8', 'Kh7'], ['Rhf3', 'Bc7'], ['g3', 'dxc4'], ['Rxf5', 'cxd3']]",0-1
Leipzig m2,Leipzig,1864.??.??,5,"Paulsen, Louis","Neumann, Gustav Richard",,,B24,"[['e4', 'c5'], ['Nc3', 'Nc6'], ['g3', 'd6'], ['Bg2', 'e5'], ['Nge2', 'Nf6'], ['O-O', 'h5'], ['d3', 'h4'], ['Bg5', 'h3'], ['Bh1', 'Be7\n'], ['f4', 'Ng4'], ['Bxe7', 'Nxe7'], ['Qd2', 'f6'], ['Bf3', 'Nh6'], ['f5', 'Nf7'], ['Nd1', 'Ng5'], ['Bh1', 'Bd7\n'], ['c3', 'Rc8'], ['d4', 'cxd4'], ['cxd4', 'Qb6'], ['Nf2', 'Bb5'], ['dxe5', 'dxe5'], ['Rfd1', 'Bxe2'], ['Qxe2', 'Nc6\n'], ['Rac1', 'Ke7'], ['b3', 'Nd4'], ['Qb2', 'Rhd8'], ['b4', 'Qb5'], ['Rxc8', 'Ndf3+'], ['Bxf3', 'Nxf3+'], ['Kh1', 'Rxd1+\n'], ['Nxd1', 'Qf1+']]",0-1
Leipzig m1,Leipzig,1864.??.??,5,"Paulsen, Louis","Lange, Max",,,C45,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['d4', 'exd4'], ['Nxd4', 'Bc5'], ['Be3', 'Qf6'], ['c3', 'Nge7'], ['Be2', 'O-O'], ['O-O', 'Bxd4\n'], ['cxd4', 'd5'], ['e5', 'Qh4'], ['Nc3', 'Be6'], ['g3', 'Qh3'], ['Bf3', 'Qf5'], ['Bg2', 'f6'], ['f4', 'Nb4'], ['Bf2', 'fxe5\n'], ['fxe5', 'Rad8'], ['Qb3', 'c5'], ['Nb5', 'Nbc6'], ['Qc3', 'a6'], ['Nd6', 'cxd4'], ['Bxd4', 'Qg4'], ['Bb6', 'Ra8\n'], ['a3', 'Ng6'], ['Nxb7', 'Ngxe5'], ['Bc7', 'Nd4'], ['Kh1', 'Nef3'], ['Bf4', 'Nxh2'], ['Qxd4', 'Nxf1'], ['Rxf1', 'Kh8\n'], ['Kg1', 'Rac8'], ['Nc5', 'Bg8'], ['Nxa6', 'h5'], ['Nb4', 'Rc4'], ['Qd3', 'Rd8'], ['Bf3', 'Qh3'], ['Qg6', 'Bh7\n'], ['Qxh5', 'Qxh5'], ['Bxh5', 'd4'], ['Bg5', 'Rb8'], ['Bf7', 'Rcc8'], ['Be6', 'Rf8'], ['Rd1', 'd3'], ['Bc4', 'Rb6\n'], ['Bxd3', 'Bxd3'], ['Rxd3', 'Re6'], ['b3', 'Re1+'], ['Kg2', 'Rf5'], ['Bf4', 'g5'], ['Bd2', 'Re2+'], ['Kh3', 'Re4\n'], ['Nd5', 'Kh7'], ['g4', '']]",1-0
