London Simpsons,London,1851.??.??,?,Blackburne/Steel,Zukertort/Hoffer,,,C54,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['c3', 'Nf6'], ['d3', 'd6'], ['Nbd2', 'a6'], ['Bb3', 'h6'], ['Nf1', 'Ne7\n'], ['Be3', 'Ng6'], ['Qd2', 'Qe7'], ['Ng3', 'Bd7'], ['O-O', 'O-O-O'], ['c4', 'Bg4'], ['Bd1', 'Nh5'], ['Nd4', 'Bxd1\n'], ['Ndf5', 'Qd7'], ['Raxd1', 'Ngf4'], ['Nxh5', 'Nxh5'], ['b4', 'Bxe3'], ['fxe3', 'g6'], ['Nh4', 'Ng7'], ['b5', 'axb5\n'], ['Qa5', 'Kb8'], ['Rb1', 'Ne6'], ['Rxb5', 'c6'], ['Rb6', 'Qc7'], ['Rfb1', 'Rd7'], ['Qa3', 'Qc8'], ['Ra6', 'Nc7\n'], ['Rxc6', 'Rg8'], ['Nf3', 'f5'], ['Nd2', 'Rf7'], ['c5', 'dxc5'], ['Nc4', 'Rd8'], ['Nb6', 'bxc6'], ['Nd7+', '']]",1-0
Breslau m,Breslau,1865.??.??,?,"Anderssen, Adolf","Zukertort, Johannes Hermann",,,C37,"[['e4', 'e5'], ['f4', 'exf4'], ['Nf3', 'g5'], ['Bc4', 'g4'], ['O-O', 'gxf3'], ['Qxf3', 'Qf6'], ['e5', 'Qxe5'], ['d3', 'Bh6\n'], ['Nc3', 'Ne7'], ['Bd2', 'Nbc6'], ['Rae1', 'Qf5'], ['Nd5', 'Kd8'], ['Bc3', 'Re8'], ['Nf6', 'Rf8'], ['g4', 'Qg6\n'], ['h4', 'd6'], ['g5', 'Bg7'], ['Qxf4', 'h6'], ['Qh2', 'a6'], ['b4', 'b5'], ['Bb3', 'a5'], ['bxa5', 'b4'], ['Bb2', 'Rxa5\n'], ['Re2', 'Bb7'], ['Rg2', 'Rf5'], ['Re1', 'hxg5'], ['h5', 'Bxf6'], ['hxg6', 'Bxb2'], ['Rg4', 'Bd4+'], ['Rxd4', 'Nxd4\n'], ['Re3', 'fxg6']]",0-1
Breslau m,Breslau,1865.??.??,?,"Anderssen, Adolf","Zukertort, Johannes Hermann",,,C37,"[['e4', 'e5'], ['f4', 'exf4'], ['Nf3', 'g5'], ['Bc4', 'g4'], ['O-O', 'gxf3'], ['Qxf3', 'Qf6'], ['e5', 'Qxe5'], ['d3', 'Bh6\n'], ['Nc3', 'Ne7'], ['Bd2', 'Nbc6'], ['Rae1', 'Qf5'], ['Nd5', 'Kd8'], ['Bc3', 'Re8'], ['Nf6', 'Rf8'], ['g4', 'Qg6\n'], ['h4', 'd6'], ['g5', 'Bg7'], ['Qxf4', 'h6'], ['Qh2', 'a6'], ['d4', 'hxg5'], ['d5', 'gxh4+'], ['Kh1', 'Nb8\n'], ['Qxd6+', 'Bd7'], ['Qxe7+', '']]",1-0
Breslau m,Breslau,1865.??.??,?,"Zukertort, Johannes Hermann","Anderssen, Adolf",,,C60,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nge7'], ['c3', 'd6'], ['d4', 'Bd7'], ['O-O', 'Ng6'], ['Ng5', 'h6'], ['Nxf7', 'Kxf7\n'], ['Bc4+', 'Ke7'], ['Qh5', 'Qe8'], ['Qg5+', 'hxg5'], ['Bxg5+', '']]",1-0
Breslau theme m,Breslau,1866.??.??,?,"Zukertort, Johannes Hermann","Knorre, Victor",,,C51,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['b4', 'Bxb4'], ['c3', 'Bc5'], ['O-O', 'd6'], ['d4', 'exd4'], ['cxd4', 'Bb6\n'], ['d5', 'Na5'], ['Bb2', 'Ne7'], ['Bd3', 'O-O'], ['Nc3', 'Ng6'], ['Ne2', 'c5'], ['Qd2', 'a6'], ['Kh1', 'Bd7\n'], ['Ng3', 'f6'], ['Ng1', 'Bc7'], ['f4', 'b5'], ['N1e2', 'b4'], ['Rac1', 'Bb6'], ['e5', 'f5'], ['e6', 'Bb5'], ['Bxf5', 'Ne7\n'], ['Be4', 'Nc4'], ['Rxc4', 'Bxc4'], ['f5', 'Ra7'], ['Nh5', 'Nxf5'], ['Rxf5', 'Rxf5'], ['Bxf5', 'Bxe2'], ['Qxe2', 'Qf8\n'], ['Qe4', 'Kh8'], ['Nxg7', 'Rxg7'], ['e7', 'Qe8'], ['Qh4', 'Kg8'], ['Bxg7', 'Kxg7'], ['Qg5+', 'Kf7'], ['Be6+', '']]",1-0
Breslau theme m,Breslau,1866.??.??,?,"Zukertort, Johannes Hermann","Knorre, Victor",,,C51,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['b4', 'Bxb4'], ['c3', 'Bc5'], ['O-O', 'd6'], ['d4', 'exd4'], ['cxd4', 'Bb6\n'], ['d5', 'Na5'], ['Bb2', 'Ne7'], ['Bd3', 'O-O'], ['Nc3', 'Ng6'], ['Ne2', 'c5'], ['Qd2', 'a6'], ['Ng3', 'f6'], ['Nf5', 'Bxf5\n'], ['exf5', 'Ne5'], ['Nxe5', 'dxe5'], ['Rac1', 'Kh8'], ['Be4', 'Nc6'], ['Qd1', 'Nd4'], ['Rc3', 'Qd6'], ['Rh3', 'Bd8\n'], ['Qh5', 'h6'], ['Bc1', '']]",1-0
Breslau theme m,Breslau,1866.??.??,?,"Zukertort, Johannes Hermann","Knorre, Victor",,,C51,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['b4', 'Bxb4'], ['c3', 'Bc5'], ['O-O', 'd6'], ['d4', 'exd4'], ['cxd4', 'Bb6\n'], ['d5', 'Na5'], ['Bb2', 'Ne7'], ['Bd3', 'O-O'], ['Nc3', 'Ng6'], ['Ne2', 'c5'], ['Qd2', 'f6'], ['Kh1', 'Bc7\n'], ['Rac1', 'a6'], ['Ng3', 'Bd7'], ['Nf5', 'b5'], ['g4', 'b4'], ['Rg1', 'b3'], ['a3', 'Bb5'], ['g5', 'Bxd3'], ['Qxd3', 'Ne5\n'], ['gxf6', 'Rxf6'], ['Rxg7+', 'Kf8'], ['Nxe5', 'Rxf5'], ['Nd7+', 'Ke8'], ['exf5', '']]",1-0
Breslau theme m,Breslau,1866.??.??,?,"Zukertort, Johannes Hermann","Knorre, Victor",,,C51,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['b4', 'Bxb4'], ['c3', 'Bc5'], ['O-O', 'd6'], ['d4', 'exd4'], ['cxd4', 'Bb6\n'], ['d5', 'Na5'], ['Bb2', 'Ne7'], ['Bd3', 'O-O'], ['Nc3', 'Ng6'], ['Ne2', 'c5'], ['Qd2', 'a6'], ['Kh1', 'Bd7\n'], ['Ng3', 'f6'], ['Nf5', 'Bxf5'], ['exf5', 'Ne5'], ['Nxe5', 'dxe5'], ['Rac1', 'Qd6'], ['f4', 'Rad8'], ['fxe5', 'Qxd5\n'], ['Qxa5', 'Bxa5'], ['Bc4', 'Qxc4'], ['Rxc4', 'fxe5'], ['Rxc5', 'Rxf5'], ['Rfc1', 'Bd2'], ['Rd1', 'Rdf8\n'], ['g3', 'Be3'], ['Rxe5', 'Rf1+'], ['Rxf1', 'Rxf1+'], ['Kg2', 'Rf2+'], ['Kh3', 'Rxb2'], ['Rxe3', 'Rxa2\n'], ['Re8+', 'Kf7'], ['Rb8', 'Rb2']]",0-1
Breslau theme m,Breslau,1866.??.??,?,"Zukertort, Johannes Hermann","Knorre, Victor",,,C51,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['b4', 'Bxb4'], ['c3', 'Bc5'], ['O-O', 'd6'], ['d4', 'exd4'], ['cxd4', 'Bb6\n'], ['d5', 'Na5'], ['Bb2', 'Ne7'], ['Bd3', 'O-O'], ['Nc3', 'Ng6'], ['Ne2', 'c5'], ['Qd2', 'a6'], ['Kh1', 'Bd7\n'], ['Ng3', 'f6'], ['Rac1', 'Bc7'], ['Ng1', 'b5'], ['f4', 'b4'], ['N1e2', 'Re8'], ['f5', 'Ne5'], ['Nf4', 'Nxd3\n'], ['Qxd3', 'c4'], ['Qf3', 'c3'], ['Ba1', 'Nc4'], ['Qg4', 'Bb6'], ['Ngh5', 'Qe7'], ['Rf3', 'Ne5'], ['Qh4', 'Nxf3\n'], ['gxf3', 'Rac8'], ['Ne6', 'Bxe6'], ['dxe6', 'Be3'], ['Rc2', 'Bd2'], ['Kg2', 'Kh8'], ['Rxd2', 'cxd2'], ['Nxf6', 'Qxf6\n'], ['Bxf6', 'd1=Q'], ['Bxg7+', 'Kg8'], ['Qg3', 'Rc2+'], ['Kh3', 'Qf1+'], ['Kh4', 'Rg2']]",0-1
Breslau theme m,Breslau,1866.??.??,?,"Knorre, Victor","Zukertort, Johannes Hermann",,,C51,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['b4', 'Bxb4'], ['c3', 'Bc5'], ['O-O', 'd6'], ['d4', 'exd4'], ['cxd4', 'Bb6\n'], ['d5', 'Na5'], ['Bb2', 'Ne7'], ['Bd3', 'O-O'], ['Nc3', 'Ng6'], ['Ne2', 'c5'], ['Qd2', 'Bd7'], ['Kh1', 'Bc7\n'], ['Ng3', 'f6'], ['Rac1', 'b5'], ['Nf5', 'b4'], ['Rg1', 'b3'], ['g4', 'bxa2'], ['g5', 'Nb3'], ['Qe3', 'Bxf5\n'], ['exf5', 'Re8'], ['Be4', 'Nxc1'], ['fxg6', 'Qe7'], ['gxh7+', 'Kh8'], ['gxf6', 'Qxe4'], ['fxg7+', 'Kxh7\n'], ['g8=Q+', '']]",1-0
Breslau m,Breslau,1866.??.??,?,"Zukertort, Johannes Hermann","Anderssen, Adolf",,,C51,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['b4', 'Bxb4'], ['c3', 'Bc5'], ['d4', 'exd4'], ['O-O', 'd6'], ['cxd4', 'Bb6\n'], ['d5', 'Na5'], ['Bb2', 'Ne7'], ['Bd3', 'O-O'], ['Nc3', 'Ng6'], ['Ne2', 'c5'], ['Qd2', 'f6'], ['Rac1', 'Bc7\n'], ['Kh1', 'a6'], ['Nfg1', 'b5'], ['f4', 'Bb6'], ['Nf3', 'Qe8'], ['Bc3', 'b4'], ['Ba1', 'Bd7'], ['f5', 'Ne5\n'], ['Nf4', 'Rf7'], ['Ne6', 'Nxd3'], ['Qxd3', 'c4'], ['Qe2', 'c3'], ['g4', 'Bb5'], ['Qg2', 'Bxf1'], ['Rxf1', 'Nc4\n'], ['Qh3', 'Ne3'], ['g5', 'Nxf1'], ['g6', 'h6'], ['gxf7+', 'Qxf7'], ['Qxf1', 'Qh5'], ['h3', 'Rc8'], ['Kg2', 'c2\n'], ['Bb2', 'Kh7'], ['Bc1', 'Rc3'], ['Nf4', 'Qe8'], ['Ne6', 'Be3'], ['Bxe3', 'Rxe3'], ['Qc1', 'Re2+'], ['Kg3', 'h5\n'], ['Nfd4', 'h4+'], ['Kxh4', 'Rg2'], ['Nxc2', 'Qh8'], ['Nf4', 'Kg8+'], ['Nh5', 'Rg5'], ['Qd1', 'Qh6'], ['Qf3', 'Rg1\n'], ['Qf4', 'Qg5+'], ['Qxg5', 'fxg5+']]",0-1
Breslau m,Breslau,1866.??.??,?,"Zukertort, Johannes Hermann","Anderssen, Adolf",,,C51,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['b4', 'Bxb4'], ['c3', 'Bc5'], ['d4', 'exd4'], ['O-O', 'd6'], ['cxd4', 'Bb6\n'], ['d5', 'Na5'], ['Bb2', 'Ne7'], ['Bd3', 'O-O'], ['Nc3', 'Ng6'], ['Ne2', 'c5'], ['Qd2', 'f6'], ['Kh1', 'Bc7\n'], ['Rac1', 'Rb8'], ['Nfg1', 'b5'], ['f4', 'c4'], ['Bb1', 'b4'], ['Bd4', 'c3'], ['Qd1', 'Bb6'], ['Nf3', 'Ba6\n'], ['f5', 'Bxe2'], ['Qxe2', 'Ne5'], ['Bxe5', 'dxe5'], ['Nh4', 'Nb7'], ['Rf3', 'a5'], ['Rh3', 'Qe8'], ['Qg4', 'Rf7\n'], ['Ng6', 'h6'], ['Rf1', 'Rc8'], ['Bc2', 'Bd4'], ['Rff3', 'Nc5'], ['Rh5', 'a4'], ['Rfh3', 'b3'], ['Ne7+', 'Kf8\n'], ['Ng6+', 'Kg8'], ['Ne7+', 'Kf8'], ['Ng6+', 'Kg8'], ['Ne7+', 'Kh8'], ['Ng6+', 'Kh7'], ['Nxe5', 'Be3'], ['Nxf7', 'Qxf7\n'], ['Rxe3', 'Nd3'], ['Qe2', 'Qxh5'], ['Qxd3', 'bxc2'], ['Qxc2', 'Qh4'], ['h3', 'Qf4'], ['Rxc3', 'Rxc3'], ['Qxc3', 'Qxe4']]",1/2-1/2
Breslau m,Breslau,1866.??.??,?,"Anderssen, Adolf","Zukertort, Johannes Hermann",,,C39,"[['e4', 'e5'], ['f4', 'exf4'], ['Nf3', 'g5'], ['h4', 'g4'], ['Ne5', 'Bg7'], ['Nxg4', 'd5'], ['Nf2', 'dxe4'], ['Nxe4', 'Qe7\n'], ['Qe2', 'Nc6'], ['c3', 'Nh6'], ['Nf2', 'Nf5'], ['Qxe7+', 'Kxe7'], ['d4', 'Ng3'], ['Rh2', 'Re8'], ['Bb5', 'Kf8+\n'], ['Kd1', 'Nh5'], ['Nd2', 'Bf5'], ['Nf3', 'Rad8'], ['Bxc6', 'bxc6'], ['b3', 'Kg8'], ['Ba3', 'Re3'], ['Kd2', 'Ng3\n'], ['Re1', 'Rde8'], ['Kd1', 'Re2'], ['Nh3', 'Bc2+'], ['Kc1', 'Rxe1+'], ['Nxe1', 'Rxe1+'], ['Kxc2', 'Re2+\n'], ['Kd3', 'f3'], ['d5', 'cxd5'], ['Bc5', 'Nf1']]",0-1
Breslau m,Breslau,1866.??.??,?,"Anderssen, Adolf","Zukertort, Johannes Hermann",,,C39,"[['e4', 'e5'], ['f4', 'exf4'], ['Nf3', 'g5'], ['h4', 'g4'], ['Ne5', 'Bg7'], ['d4', 'Nf6'], ['Nc3', 'd6'], ['Nd3', 'O-O\n'], ['Nxf4', 'Nxe4'], ['Nh5', 'Re8'], ['Be2', 'Nc6'], ['Nxg7', 'Kxg7'], ['Nxe4', 'Rxe4'], ['Qd3', 'Qe8'], ['c3', 'Bd7\n'], ['Rf1', 'Nxd4'], ['Rf2', 'Bb5'], ['c4', 'Bxc4']]",0-1
Aachen MT,Aachen,1868.??.??,1,"Zukertort, Johannes Hermann","Lange, Max",,,C54,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['b4', 'Bb6'], ['O-O', 'd6'], ['c3', 'Nf6'], ['a4', 'a6'], ['d3', 'O-O'], ['Na3', 'Bg4\n'], ['Nc2', 'd5'], ['exd5', 'Nxd5'], ['Bxd5', 'Qxd5'], ['Ne3', 'Bxe3'], ['fxe3', 'Rad8'], ['Ba3', 'Rfe8\n'], ['b5', 'e4'], ['dxe4', 'Qxe4'], ['Qe1', 'Na5'], ['Ng5', 'Qxe3+'], ['Qxe3', 'Rxe3'], ['Nxf7', 'Rde8'], ['Bc5', 'Re2\n'], ['Rab1', 'h6'], ['bxa6', 'bxa6'], ['Rf4', 'Be6'], ['Rbf1', 'Bd5'], ['Nxh6+', 'Kh7'], ['Rg4', 'gxh6'], ['Bd4', 'Rg8\n'], ['Rxg8', 'Kxg8'], ['Rf6', 'Rxg2+'], ['Kf1', 'c6'], ['Rxh6', 'Nb3'], ['Rh8+', 'Kf7'], ['Rh7+', 'Ke6'], ['Rh6+', 'Kf5\n'], ['h4', 'Nxd4'], ['Rh5+', 'Kg4'], ['Rxd5', 'cxd5']]",0-1
Aachen MT+,Aachen,1868.??.??,1,"Zukertort, Johannes Hermann","Anderssen, Adolf",,,A10,"[['e3', 'f5'], ['c4', 'e6'], ['f4', 'Nf6'], ['Nf3', 'Be7'], ['Be2', 'b6'], ['O-O', 'Bb7'], ['b3', 'Ne4'], ['Bb2', 'Bf6\n'], ['Qc2', 'Nc6'], ['d3', 'Nb4'], ['Qc1', 'Bxb2'], ['Qxb2', 'Qf6'], ['Ne5', 'd6'], ['dxe4', 'dxe5'], ['exf5', 'Qxf5\n'], ['Na3', 'Qe4'], ['Rf2', 'Qxe3'], ['Qxe5', 'Qxe5'], ['fxe5', 'O-O-O'], ['Bg4', 'Kb8'], ['Re2', 'Nd3'], ['Rf1', 'g5\n'], ['g3', 'h5'], ['Bxe6', 'Rde8'], ['Bd5', 'Bxd5'], ['cxd5', 'Nxe5'], ['Kg2', 'Ng4'], ['Rfe1', 'Rxe2+'], ['Rxe2', 'Rd8\n'], ['h3', 'Nf6'], ['Re6', 'Nxd5'], ['Nc4', 'g4'], ['Re5', 'Nf6'], ['Rf5', 'gxh3+'], ['Kxh3', 'Ne4'], ['Rxh5', 'Rg8\n'], ['Rh4', 'Nxg3'], ['Rg4', 'Rxg4'], ['Kxg4', 'Ne4'], ['Kf4', '']]",1/2-1/2
Aachen MT,Aachen,1868.??.??,2,"Schallopp, Emil","Zukertort, Johannes Hermann",,,A00,"[['d4', '']]",0-1
Aachen MT,Aachen,1868.??.??,2,"Anderssen, Adolf","Zukertort, Johannes Hermann",,,C65,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['d3', 'd6'], ['Bxc6+', 'bxc6'], ['h3', 'g6'], ['Nc3', 'Bg7'], ['Be3', 'c5\n'], ['Ne2', 'O-O'], ['g4', 'c4'], ['Ng3', 'cxd3'], ['cxd3', 'c5'], ['O-O', 'Qc7'], ['Nd2', 'Be6'], ['Nc4', 'Bxc4\n'], ['dxc4', 'Qc6'], ['Qd3', 'Rfd8'], ['Bg5', 'Qb6'], ['Bxf6', 'Bxf6'], ['Rfb1', 'Rab8'], ['Ne2', 'a6'], ['Nc3', 'Qc6\n'], ['Nd5', 'Bg5'], ['b4', 'Rdc8'], ['b5', 'axb5'], ['cxb5', 'c4'], ['bxc6', 'cxd3'], ['Rxb8', 'Rxb8'], ['Rd1', 'd2\n'], ['Kf1', 'Rb5'], ['c7', 'Rc5'], ['Ke2', 'Kf8'], ['h4', 'Bf4'], ['Nxf4', 'exf4'], ['Rxd2', 'Ke7'], ['Kf3', 'Rxc7\n'], ['Kxf4', 'h6'], ['Rb2', '']]",1-0
Aachen MT,Aachen,1868.??.??,5,"Paulsen, Wilfried","Zukertort, Johannes Hermann",,,C65,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['d3', 'd6'], ['Bxc6+', 'bxc6'], ['h3', 'g6'], ['Nc3', 'Bg7'], ['Bg5', 'h6\n'], ['Be3', 'c5'], ['O-O', 'O-O'], ['Ne2', 'Nh5'], ['g4', 'Qf6'], ['Nc3', 'Nf4'], ['Bxf4', 'exf4'], ['Nd5', 'Qd8\n'], ['Nxf4', 'Bxb2'], ['Rb1', 'Bg7'], ['Kh2', 'Be6'], ['c4', 'c6'], ['Qe2', 'Qc7'], ['Kh1', 'Rae8'], ['Nxe6', 'Rxe6\n'], ['Nh4', 'd5'], ['Qf3', 'dxe4'], ['dxe4', 'Qe7'], ['Ng2', 'Rxe4'], ['Rfe1', 'f5'], ['gxf5', 'gxf5'], ['Re3', 'Rxe3\n'], ['fxe3', 'Qf7'], ['Qe2', 'Re8'], ['Qf1', 'Re4'], ['Rc1', 'Be5'], ['Qe2', 'Kh8'], ['Qd3', 'Bc7'], ['Nf4', 'Bxf4\n'], ['exf4', 'Rxf4'], ['Qe3', 'Rh4'], ['Rb1', 'Kh7'], ['Qf3', 'Rxc4'], ['Qxc6', 'Rb4'], ['Rd1', 'Rd4'], ['Rb1', 'Qd5+\n'], ['Qxd5', 'Rxd5'], ['Rb7+', 'Kg6'], ['Rxa7', 'c4'], ['Rc7', 'Ra5'], ['Rxc4', 'Rxa2'], ['h4', 'Re2'], ['Rf4', 'Re4\n'], ['h5+', 'Kg5'], ['Rf2', 'Rh4+'], ['Kg1', 'Rg4+'], ['Kh1', 'f4'], ['Rh2', 'Rh4'], ['Rxh4', 'Kxh4'], ['Kg2', 'Kxh5\n'], ['Kf3', 'Kg5'], ['Kg2', 'Kg4']]",0-1
Berlin m,Berlin,1868.??.??,1,"Zukertort, Johannes Hermann","Anderssen, Adolf",,,C67,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['O-O', 'Nxe4'], ['d4', 'Be7'], ['Qe2', 'Nd6'], ['Bxc6', 'bxc6'], ['dxe5', 'Nb7\n'], ['c4', 'O-O'], ['Be3', 'f5'], ['exf6', 'Bxf6'], ['c5', 'd5'], ['Nd4', 'Qe8'], ['Qc2', 'Nd8'], ['Nd2', 'Bxd4\n'], ['Bxd4', 'Ne6'], ['Qc3', 'Nf4'], ['Kh1', 'Ba6'], ['Rfe1', 'Qd7'], ['Nf1', 'Nd3'], ['Re2', 'Qg4'], ['f3', 'Qg6\n'], ['Ng3', 'Rae8'], ['Rxe8', 'Rxe8'], ['Qa5', 'Bc8'], ['Qxc7', 'Ne1'], ['Rc1', 'Ba6'], ['Bxg7', 'Qxg7'], ['Qxc6', 'Qe5\n'], ['Qxa6', 'Qxb2'], ['Rxe1', 'Rxe1+'], ['Nf1', 'Qe2'], ['Qc8+', 'Kg7'], ['Qg4+', 'Kh8'], ['Qd4+', 'Qe5']]",0-1
Berlin m,Berlin,1868.??.??,2,"Anderssen, Adolf","Zukertort, Johannes Hermann",,,C51,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['b4', 'Bxb4'], ['c3', 'Bc5'], ['O-O', 'd6'], ['d4', 'exd4'], ['cxd4', 'Bb6\n'], ['d5', 'Na5'], ['Bb2', 'Ne7'], ['Bd3', 'O-O'], ['Nc3', 'Ng6'], ['Qd2', 'c5'], ['Ne2', 'f6'], ['Kh1', 'Rb8\n'], ['Ng3', 'Bc7'], ['Nf5', 'Bxf5'], ['exf5', 'Ne5'], ['Nxe5', 'dxe5'], ['Rac1', 'Qd6'], ['Be4', 'b5'], ['Qe2', 'b4\n'], ['Qh5', 'c4'], ['Rcd1', 'Nb7'], ['f4', 'exf4'], ['Rf3', 'Nc5'], ['Bc2', 'Nd7'], ['Rh3', 'h6'], ['Qg4', 'Ne5\n'], ['Qxf4', 'Nd3'], ['Qd4', 'Bb6'], ['Rdxd3', 'Bxd4'], ['Rxd4', 'c3'], ['Bc1', 'Rfe8'], ['Be3', 'Re5'], ['Kg1', 'Rbe8\n'], ['Kf2', 'Qc5'], ['Re4', 'Qa5'], ['Rxe5', 'Rxe5'], ['Bb3', 'c2'], ['d6+', 'Kf8'], ['d7', 'Ke7'], ['Rg3', 'Kxd7\n'], ['Rxg7+', 'Re7'], ['Be6+', 'Kd6'], ['Bf4+', 'Qe5']]",0-1
Berlin m,Berlin,1868.??.??,3,"Zukertort, Johannes Hermann","Anderssen, Adolf",,,C65,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['d3', 'd6'], ['Bxc6+', 'bxc6'], ['h3', 'g6'], ['c3', 'Bg7'], ['Be3', 'O-O\n'], ['O-O', 'Nh5'], ['d4', 'Qe7'], ['Re1', 'Be6'], ['Na3', 'Rab8'], ['b4', 'exd4'], ['Bxd4', 'c5'], ['Bxg7', 'Kxg7\n'], ['Nc2', 'Nf4'], ['Qd2', 'Qf6'], ['Re3', 'a5'], ['a3', 'Rfd8'], ['Rb1', 'axb4'], ['axb4', 'd5'], ['e5', 'Qf5\n'], ['Rbe1', 'Qh5'], ['Rd1', 'Nxg2'], ['Kxg2', 'Bxh3+'], ['Kh2', 'Bg4+'], ['Kg3', 'g5'], ['Rh1', 'Qxh1'], ['Kxg4', 'Qg2+\n'], ['Kf5', 'h5'], ['Nh2', 'Rb6'], ['Ne1', 'Qxh2'], ['Rg3', 'Rg6'], ['Nf3', 'Qh1'], ['Nxg5', 'Re8']]",0-1
Berlin m,Berlin,1868.??.??,5,"Zukertort, Johannes Hermann","Anderssen, Adolf",,,A10,"[['e3', 'f5'], ['c4', 'e6'], ['f4', 'Nf6'], ['Nf3', 'Be7'], ['Be2', 'O-O'], ['O-O', 'd6'], ['b3', 'Ne4'], ['Bb2', 'Bf6\n'], ['Qc2', 'Nc6'], ['a3', 'Bxb2'], ['Qxb2', 'Bd7'], ['Nc3', 'Nxc3'], ['Qxc3', 'Qe7'], ['b4', 'b6'], ['b5', 'Na5\n'], ['Nd4', 'e5'], ['fxe5', 'dxe5'], ['Nf3', 'Rae8'], ['Rae1', 'e4'], ['Nd4', 'Rf6'], ['d3', 'Qe5'], ['dxe4', 'Rh6\n'], ['g3', 'fxe4'], ['Rf4', 'c5'], ['bxc6', 'Rxc6'], ['Ref1', 'Rcc8'], ['Qb4', 'Nb7'], ['Nf5', 'Nc5'], ['Qd2', 'Nd3\n'], ['Bxd3', 'exd3'], ['Qxd3', 'Bxf5'], ['Qxf5', 'Qxf5'], ['Rxf5', 'Rxe3'], ['a4', 'Ra3'], ['a5', 'g6'], ['Rf7', 'Rxa5\n'], ['Rd7', 'Rxc4'], ['Rff7', 'Rc1+'], ['Kg2', 'Rc2+'], ['Kh3', 'Rh5+'], ['Kg4', 'a5'], ['h4', 'b5'], ['Rg7+', 'Kh8\n'], ['Rge7', 'Rc8'], ['Kh3', 'b4'], ['g4', 'Rh6'], ['g5', 'Rh5'], ['Ra7', 'Rb8'], ['Rxa5', 'b3'], ['Rae5', 'h6\n'], ['Re8+', 'Rxe8'], ['Rxe8+', 'Kh7'], ['Re7+', 'Kg8'], ['gxh6', 'Rb5'], ['Re1', 'Kh7'], ['Kg4', 'Kxh6\n'], ['Rb1', 'b2'], ['Kf4', 'Kh5']]",0-1
Berlin m,Berlin,1868.??.??,6,"Anderssen, Adolf","Zukertort, Johannes Hermann",,,C51,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['b4', 'Bxb4'], ['c3', 'Bc5'], ['O-O', 'd6'], ['d4', 'exd4'], ['cxd4', 'Bb6\n'], ['d5', 'Na5'], ['Bb2', 'Ne7'], ['Bd3', 'O-O'], ['Nc3', 'Ng6'], ['Ne2', 'c5'], ['Qd2', 'f6'], ['Kh1', 'Rb8\n'], ['Ng3', 'Bc7'], ['Rac1', 'b6'], ['Nf5', 'Bxf5'], ['exf5', 'Ne5'], ['Nxe5', 'dxe5'], ['Rc3', 'Qd6'], ['Be4', 'Nc6\n'], ['Qd1', 'Nd4'], ['Rh3', 'Rf7'], ['Qg4', 'b5'], ['Rd1', 'c4'], ['Bc1', 'b4'], ['f4', 'b3'], ['fxe5', 'fxe5\n'], ['f6', 'Qxf6'], ['Bxh7+', 'Kf8'], ['Ba3+', 'Bd6'], ['Bxd6+', 'Qxd6'], ['axb3', 'cxb3'], ['Bg6', 'b2\n'], ['Qg5', 'Rf6'], ['Rh7', 'Rxg6'], ['Rh8+', 'Kf7'], ['Rf1+', 'Rf6'], ['Rxf6+', 'Qxf6'], ['Qxf6+', 'gxf6\n'], ['Rxb8', '']]",1-0
