Bankia op,Bankia,1989.??.??,2,"Golod, Vitali","Shulman, Yuri",,,A41,"[['d4', 'd6'], ['Nf3', 'Bg4'], ['e4', 'Nf6'], ['Nc3', 'e6'], ['Be2', 'd5'], ['Bg5', 'Be7'], ['exd5', 'exd5'], ['Ne5', 'Be6\n'], ['O-O', 'O-O'], ['Bd3', 'Nc6'], ['Nxc6', 'bxc6'], ['Na4', 'h6'], ['Bh4', 'Nd7'], ['Bxe7', 'Qxe7'], ['Re1', 'c5\n'], ['Bb5', 'cxd4'], ['Bxd7', 'Qxd7'], ['Qxd4', 'Rfe8'], ['Nc5', 'Qc6'], ['Re5', 'f6'], ['Re2', 'Bf7'], ['Rae1', 'Rxe2\n'], ['Rxe2', 'Re8'], ['Re3', 'Rxe3'], ['Qxe3', 'Qd6'], ['c3', 'Bg6'], ['b4', 'Kf7'], ['f3', 'Qe7']]",1-0
18th North American Open,Las Vegas USA,2008.12.26,1,"Shulman,Y","Rubsamen,C",,,D37,"[['d4', 'e6'], ['c4', 'd5'], ['Nf3', 'Nf6'], ['Nc3', 'Be7'], ['Bf4', 'O-O'], ['e3', 'c5'], ['dxc5', 'Bxc5'], ['cxd5', 'Nxd5\n'], ['Nxd5', 'exd5'], ['a3', 'Nc6'], ['Bd3', 'Bb6'], ['O-O', 'd4'], ['e4', 'Bg4'], ['h3', 'Qf6'], ['hxg4', 'Qxf4\n'], ['g5', 'Rfe8'], ['g3', 'Qg4'], ['Kg2', 'Ne5'], ['Nxe5', 'Qxd1'], ['Raxd1', 'Rxe5'], ['f4', 'Re7'], ['Rh1', 'g6\n'], ['Rh6', 'Kg7'], ['f5', 'f6'], ['Rdh1', 'fxg5'], ['Rxh7+', 'Kf6'], ['Rxe7', 'Kxe7'], ['fxg6', 'Kf6'], ['e5+', 'Kxe5\n'], ['Re1+', 'Kf6'], ['Rf1+', '']]",1-0
18th North American Open,Las Vegas USA,2008.12.27,2,"Hansen,Eric","Shulman,Y",,,C01,"[['e4', 'e6'], ['d4', 'd5'], ['exd5', 'exd5'], ['Bd3', 'Nc6'], ['c3', 'Bd6'], ['Qf3', 'Be6'], ['Bf4', 'Nge7'], ['Ne2', 'Ng6\n'], ['Bxd6', 'Qxd6'], ['h4', 'h5'], ['Bxg6', 'fxg6'], ['Qg3', 'O-O-O'], ['Qxd6', 'Rxd6'], ['f3', 'Na5'], ['Nd2', 'Bf5\n'], ['Kf2', 'Rf8'], ['g3', 'Nc4'], ['Nxc4', 'dxc4'], ['Rad1', 'Ra6'], ['a3', 'Rff6'], ['Nf4', 'Rfb6'], ['Rd2', 'Rb5\n'], ['Re1', 'Rab6'], ['Ree2', 'Kd7'], ['Ke3', 'Kd6'], ['Rg2', 'Bb1'], ['d5', 'c6'], ['dxc6+', 'Kxc6'], ['Rge2', 'g5\n'], ['hxg5', 'Rxg5'], ['Kf2', 'Kb5'], ['Ne6', 'Rf5'], ['Nd4+', 'Ka4'], ['Re1', 'Bd3'], ['Nxf5', 'Bxf5'], ['Re5', 'g6\n'], ['Ke1', 'Bd3'], ['Kd1', 'Rf6'], ['Rf2', 'a6'], ['Re7', 'b5'], ['Kd2', 'Kb3'], ['Ke3', 'Rd6'], ['Kf4', 'Bc2\n'], ['Ree2', '']]",1/2-1/2
18th North American Open,Las Vegas USA,2008.12.27,3,"Adamson,R","Shulman,Y",,,C18,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Bb4'], ['e5', 'c5'], ['a3', 'Bxc3+'], ['bxc3', 'Ne7'], ['Qg4', 'cxd4'], ['Bd3', 'Qa5\n'], ['Ne2', 'Nd7'], ['f4', 'Nc5'], ['Bd2', 'dxc3'], ['Bxc3', 'Qb6'], ['Bd4', 'Qa5+'], ['Bc3', 'Qb6'], ['Bd4', 'Ng6\n'], ['O-O', 'Qa5'], ['Ng3', 'Nxd3'], ['cxd3', 'b6'], ['f5', 'exf5'], ['Nxf5', 'O-O'], ['Qg5', 'Bxf5'], ['Rxf5', 'Qa4\n'], ['Bc3', 'Rac8'], ['Qd2', 'Qb3'], ['Rc1', 'Qxa3'], ['Rff1', 'Rfe8'], ['Kh1', 'Qe7'], ['Rce1', 'Qd7'], ['d4', 'Rc4\n'], ['Rf3', 'Rec8'], ['Ref1', 'Qe6'], ['Bb4', 'Rc2'], ['Qe3', 'Qg4'], ['Rg3', 'Qe4'], ['Qg5', 'h6'], ['Qh5', 'Rc1\n'], ['Rf3', 'Rxf1+'], ['Rxf1', 'Rc2'], ['Qh3', 'Nf4'], ['Qf3', 'Qxf3'], ['gxf3', 'a5']]",0-1
18th North American Open,Las Vegas USA,2008.12.28,4,"Shulman,Y","Khachiyan,M",,,E10,"[['d4', 'Nf6'], ['c4', 'Nc6'], ['Nf3', 'e6'], ['a3', 'd6'], ['Nc3', 'g6'], ['g3', 'Bg7'], ['Bg2', 'O-O'], ['O-O', 'Re8\n'], ['Re1', 'a6'], ['e3', 'e5'], ['d5', 'Ne7'], ['e4', 'Nd7'], ['b4', 'h6'], ['Qc2', 'f5'], ['exf5', 'gxf5'], ['Nh4', 'e4\n'], ['Bb2', 'Ne5'], ['Ne2', 'Bf6'], ['f4', 'exf3'], ['Nxf3', 'N7g6'], ['Ned4', 'Rf8'], ['Rf1', 'Kg7'], ['Nxe5', 'Bxe5\n'], ['Nxf5+', 'Bxf5'], ['Bxe5+', 'Nxe5'], ['Rxf5', 'Rxf5'], ['Qxf5', 'Qg5'], ['Qxg5+', 'hxg5'], ['c5', 'a5\n'], ['Rc1', 'axb4'], ['axb4', 'Nd3'], ['Rd1', 'Nxb4'], ['cxd6', 'cxd6'], ['Rb1', 'Ra4'], ['Bf3', 'Nd3'], ['Rxb7+', 'Kf6\n'], ['Rb1', 'g4'], ['Be2', 'Ne5'], ['Rb2', 'Rd4'], ['Kf2', 'Rxd5'], ['Rb4', '']]",1/2-1/2
18th North American Open,Las Vegas USA,2008.12.28,5,"Shulman,Y","Sevillano,E",,,D37,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'd5'], ['Nf3', 'Ne4'], ['Qc2', 'f5'], ['Bf4', 'c6'], ['e3', 'Nd7'], ['Bd3', 'Be7\n'], ['g4', 'Nxc3'], ['bxc3', 'dxc4'], ['Bxc4', 'fxg4'], ['Nd2', 'Nf6'], ['h3', 'gxh3'], ['Rxh3', 'b5'], ['Bb3', 'c5\n'], ['dxc5', 'e5'], ['Rxh7', 'Rxh7'], ['Qg6+', 'Kd7'], ['O-O-O', 'exf4'], ['Ne4+', 'Kc7'], ['Rxd8', 'Bxd8\n'], ['Nxf6', 'Rh1+'], ['Kb2', 'Bxf6'], ['Qe4', 'Rh5'], ['Qxa8', 'Rxc5'], ['Qxa7+', 'Kc6'], ['e4', 'Bxc3+\n'], ['Kb1', 'Bd4'], ['Bd5+', 'Kd6'], ['Qf7', 'b4'], ['Qxf4+', 'Ke7'], ['Qf7+', 'Kd8'], ['e5', '']]",1-0
18th North American Open,Las Vegas USA,2008.12.29,6,"Antonio,R","Shulman,Y",,,C19,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Bb4'], ['e5', 'c5'], ['a3', 'Bxc3+'], ['bxc3', 'Ne7'], ['Nf3', 'b6'], ['Bb5+', 'Bd7\n'], ['Bd3', 'Ba4'], ['O-O', 'h6'], ['Re1', 'Nd7'], ['g3', 'Qc7'], ['Rb1', 'a6'], ['Nh4', 'Qc6'], ['Ng2', 'Bb5\n'], ['Bxb5', 'axb5'], ['Qd3', 'Ra4'], ['Rd1', 'O-O'], ['Qxb5', 'Qxb5'], ['Rxb5', 'Nc6'], ['dxc5', 'bxc5\n'], ['f4', 'Na5'], ['Ne3', 'Rc8'], ['Rd3', 'Rc6'], ['Nxd5', 'exd5'], ['Rxd5', 'Rb6'], ['Rxb6', 'Nxb6'], ['Rxc5', 'Nac4\n'], ['Rb5', 'Ra7'], ['Kf2', 'Nd7'], ['Be3', 'Nxe3'], ['Kxe3', 'Rxa3'], ['Kd4', 'Ra2'], ['Kd3', 'g6'], ['g4', 'Kf8\n'], ['c4', 'Ke7'], ['c5', 'Ra6'], ['Kd4', 'Ke6'], ['Rb7', 'f5'], ['exf6', 'Ra4+'], ['c4', 'Nxf6'], ['Rb6+', 'Ke7\n'], ['g5', 'hxg5'], ['fxg5', 'Nh5'], ['Rxg6', 'Nf4'], ['Rb6', 'Ne6+'], ['Kd5', 'Nf4+'], ['Kd4', 'Ne6+']]",1/2-1/2
18th North American Open,Las Vegas USA,2008.12.29,7,"Shulman,Y","Izoria,Z",,,D15,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'Nf6'], ['Nc3', 'a6'], ['a4', 'e6'], ['Bg5', 'a5'], ['e3', 'Be7'], ['Be2', 'O-O'], ['O-O', 'Na6\n'], ['Qb3', 'Nb4'], ['Na2', 'Nxa2'], ['Qxa2', 'dxc4'], ['Qxc4', 'Nd5'], ['Bxe7', 'Qxe7'], ['Ne5', 'Rd8'], ['Bf3', 'Bd7\n'], ['Qc5', 'Kf8'], ['Nc4', 'b6'], ['Qxe7+', 'Kxe7'], ['e4', 'Nb4'], ['Nxb6', 'Ra6'], ['Nc4', 'Be8'], ['Rad1', 'Nc2\n'], ['d5', '']]",1/2-1/2
Open,Reykjavik ISL,2009.03.24,1,"Ptacnikova,L","Shulman,Y",,,C03,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'Be7'], ['Bd3', 'c5'], ['dxc5', 'Nf6'], ['Qe2', 'O-O'], ['Ngf3', 'a5'], ['O-O', 'Na6\n'], ['e5', 'Nd7'], ['c3', 'Naxc5'], ['Bc2', 'b6'], ['Re1', 'Ba6'], ['Qe3', 'f6'], ['b4', 'fxe5'], ['bxc5', 'Bxc5\n'], ['Nd4', 'Qf6'], ['N2f3', 'Rae8'], ['Rb1', 'e4'], ['Bxe4', 'dxe4'], ['Qxe4', 'Bc4'], ['Bg5', 'Qf7'], ['Rb2', 'e5\n'], ['Nb3', 'Bd5'], ['Qg4', 'e4'], ['Nfd4', 'Ne5'], ['Qe2', 'Nd3'], ['Nxc5', 'bxc5'], ['Nb3', 'e3'], ['Bxe3', 'Qg6\n'], ['f4', 'Nxf4'], ['Qd2', 'Nh3+'], ['Kh1', 'Nf2+'], ['Qxf2', 'Rxf2'], ['Rxf2', 'Rxe3']]",0-1
Open,Reykjavik ISL,2009.03.25,2,"Shulman,Y","Thorfinnsson,Bj",,,D24,"[['d4', 'd5'], ['Nf3', 'Nf6'], ['c4', 'dxc4'], ['Nc3', 'a6'], ['e4', 'b5'], ['e5', 'Nd5'], ['a4', 'Bb7'], ['e6', 'fxe6\n'], ['Ng5', 'Nxc3'], ['bxc3', 'Qd5'], ['Be2', 'Qxg2'], ['Rf1', 'Bd5'], ['Bf4', 'g6'], ['Bg4', 'h6'], ['Bh3', 'Qxf1+\n'], ['Bxf1', 'hxg5'], ['Be5', 'Rh4'], ['axb5', 'axb5'], ['Rxa8', 'Bxa8'], ['Qb1', 'Re4+'], ['Kd2', 'Nd7\n'], ['Qxb5', 'Bd5'], ['Bxc7', 'g4'], ['Kd1', 'Bh6'], ['Bxc4', 'Bf4'], ['Bxd5', 'exd5'], ['Qxd5', 'Nf6'], ['Qb5+', 'Kf7\n'], ['Be5', 'g5'], ['Qb3+', 'Kg6'], ['Qe6', 'Bxh2'], ['Qxe7', '']]",1-0
Open,Reykjavik ISL,2009.03.26,3,"Galego,L","Shulman,Y",,,A13,"[['c4', 'e6'], ['Nf3', 'd5'], ['e3', 'Nf6'], ['b3', 'c5'], ['Bb2', 'Nc6'], ['cxd5', 'exd5'], ['Bb5', 'Bd6'], ['O-O', 'Bg4\n'], ['h3', 'Bh5'], ['Bxf6', 'Qxf6'], ['Nc3', 'Qe6'], ['d4', 'cxd4'], ['exd4', 'O-O'], ['Re1', 'Qf5'], ['g4', 'Bxg4\n'], ['hxg4', 'Qxg4+'], ['Kf1', 'Qh3+'], ['Kg1', 'Qg4+'], ['Kf1', 'Qh3+'], ['Kg1', '']]",1/2-1/2
Open,Reykjavik ISL,2009.03.27,4,"Shulman,Y","Vocaturo,D",,,E92,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Nf3', 'O-O'], ['Be2', 'c5'], ['d5', 'e5'], ['Bg5', 'h6'], ['Be3', 'Ng4\n'], ['Bd2', 'f5'], ['h3', 'Nf6'], ['Nh4', 'Nxe4'], ['Nxg6', 'Rf7'], ['Nxe4', 'fxe4'], ['Qb3', 'Kh7'], ['Qg3', 'Bf6\n'], ['h4', 'Bf5'], ['Qe3', 'Kg8'], ['Qg3', 'Rg7'], ['h5', 'Bg5'], ['O-O-O', 'Bxd2+'], ['Rxd2', 'Qg5'], ['Qxg5', 'hxg5\n'], ['f3', 'exf3'], ['gxf3', 'Nd7'], ['Rg1', 'Bxg6'], ['hxg6', 'Nf8'], ['Bd3', 'Nxg6'], ['Bxg6', 'Rxg6'], ['Rdg2', 'Kf7\n'], ['Rxg5', 'Rxg5'], ['Rxg5', 'Rh8'], ['Rg2', 'Rh3'], ['Rf2', 'Kf6'], ['Kd2', 'Kf5'], ['Ke2', 'Kf4'], ['Rg2', 'Rxf3\n'], ['Rg6', 'Rh3'], ['Rxd6', 'Rh2+'], ['Kd3', 'e4+'], ['Kc3', 'Rh3+'], ['Kc2', 'Rh2+'], ['Kc3', 'Rh3+'], ['Kc2', 'Rh2+']]",1/2-1/2
Open,Reykjavik ISL,2009.03.28,5,"Lund,E","Shulman,Y",,,D45,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'c6'], ['e3', 'Nf6'], ['Nf3', 'Nbd7'], ['b3', 'Bb4'], ['Bd2', 'Qe7'], ['Bd3', 'e5\n'], ['Nxe5', 'Nxe5'], ['dxe5', 'Qxe5'], ['Rc1', 'Bg4'], ['Be2', 'Ba3'], ['f4', 'Qh5'], ['Rc2', 'dxc4'], ['bxc4', 'O-O-O\n'], ['Bxg4+', 'Nxg4'], ['Qf3', 'Rhe8'], ['e4', 'Rd4'], ['h3', 'Nf6'], ['e5', 'Qxf3'], ['gxf3', 'Rxc4'], ['Kd1', 'Nd5\n'], ['Ne4', 'Rd4'], ['Ke2', 'f5'], ['Be3', 'Nxf4+'], ['Bxf4', 'fxe4'], ['Ke3', 'Ra4'], ['fxe4', 'Bd6']]",0-1
Open,Reykjavik ISL,2009.03.29,6,"Shulman,Y","Conquest,S",,,D85,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'd5'], ['cxd5', 'Nxd5'], ['e4', 'Nxc3'], ['bxc3', 'Bg7'], ['Nf3', 'c5'], ['Rb1', 'O-O\n'], ['Be2', 'b6'], ['O-O', 'Bb7'], ['d5', 'Bxc3'], ['Bc4', 'Bg7'], ['Bb2', 'Qc8'], ['Bxg7', 'Kxg7'], ['Qd2', 'Ba6\n'], ['Rfc1', 'Rd8'], ['Rb3', 'Nd7'], ['e5', 'Nf8'], ['Bxa6', 'Qxa6'], ['Ng5', 'Qa4'], ['Rf3', 'f6'], ['Rf4', 'Qd7\n'], ['Qc3', 'Qxd5'], ['exf6+', 'exf6'], ['Qxf6+', 'Kg8'], ['h4', 'Rd6'], ['Ne4', 'Rc6'], ['Qe7', 'Qe6'], ['Qb7', 'Rac8\n'], ['Ng5', 'Qxa2'], ['Rf7', 'Ne6'], ['Rxh7', 'Rf8'], ['Rh8+', '']]",1-0
Open,Reykjavik ISL,2009.03.30,7,"Kryvoruchko,Y","Shulman,Y",,,C03,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'Be7'], ['Bd3', 'c5'], ['dxc5', 'Nf6'], ['Qe2', 'O-O'], ['Ngf3', 'a5'], ['O-O', 'Na6\n'], ['e5', 'Nd7'], ['c3', 'Naxc5'], ['Bc2', 'b6'], ['Re1', 'f6'], ['exf6', 'Bxf6'], ['Nb3', 'Ba6'], ['Qd1', 'Bb7\n'], ['Nxc5', 'Nxc5'], ['Be3', 'Ne4'], ['Bxe4', 'dxe4'], ['Qxd8', 'Rfxd8'], ['Nd4', 'Bxd4'], ['Bxd4', 'b5\n'], ['Red1', 'Bd5'], ['Be3', 'a4'], ['Rd4', 'Rdc8'], ['Rc1', '']]",1/2-1/2
Open,Reykjavik ISL,2009.03.31,8,"Shulman,Y","Marin,Mi",,,D85,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'd5'], ['cxd5', 'Nxd5'], ['e4', 'Nxc3'], ['bxc3', 'Bg7'], ['Nf3', 'c5'], ['Rb1', 'O-O\n'], ['Be2', 'Nc6'], ['d5', 'Ne5'], ['Nxe5', 'Bxe5'], ['Qd2', 'e6'], ['f4', 'Bg7'], ['c4', 'Re8'], ['e5', 'f6'], ['d6', 'fxe5\n'], ['Bb2', 'exf4'], ['Bxg7', 'Kxg7'], ['O-O', 'Rf8'], ['Rxf4', 'Rxf4'], ['Qxf4', 'Qf6'], ['Qe4', 'Rb8'], ['Rf1', 'Qd4+\n'], ['Qxd4+', 'cxd4'], ['c5', 'Bd7'], ['Bf3', 'Rc8'], ['Rb1', 'b6'], ['c6', 'Bxc6'], ['Rc1', 'Bd7'], ['Rxc8', 'Bxc8\n'], ['Bc6', 'Kf6'], ['d7', 'Bxd7'], ['Bxd7', 'Ke5'], ['Kf2', 'Kd5'], ['Ke2', 'e5'], ['Bc8', 'b5'], ['Bb7+', 'Kc4\n'], ['Kd2', 'a5'], ['Be4', 'Kb4'], ['h4', 'Ka3'], ['g4', 'Kxa2'], ['h5', 'b4'], ['hxg6', 'hxg6'], ['Bxg6', 'b3\n'], ['g5', 'a4'], ['Bf7', 'Ka1'], ['g6', 'b2'], ['g7', 'b1=Q'], ['g8=Q', 'e4'], ['Qe8', 'a3'], ['Qa4', 'Qb2+\n'], ['Ke1', 'e3'], ['Qd1+', 'Qb1'], ['Ke2', 'Qxd1+'], ['Kxd1', 'Kb2']]",0-1
Open,Reykjavik ISL,2009.04.01,9,"Thorhallsson,T","Shulman,Y",,,C15,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Bb4'], ['Qd3', 'Ne7'], ['Bd2', 'b6'], ['Nge2', 'Ba6'], ['Qf3', 'dxe4'], ['Qxe4', 'Nbc6\n'], ['O-O-O', 'Bxc3'], ['Bxc3', 'Qd5'], ['Qxd5', 'Nxd5'], ['Be1', 'O-O-O'], ['g3', 'Nf6'], ['c3', 'e5'], ['dxe5', 'Nxe5\n'], ['Bh3+', 'Kb8'], ['Nd4', 'Bb7'], ['Rf1', 'c5'], ['f4', 'Nc4'], ['Nf5', 'Rxd1+'], ['Kxd1', 'Bc8'], ['Bf2', 'g6\n'], ['b3', 'Na5'], ['b4', 'Nb7'], ['bxc5', 'bxc5'], ['Re1', 'Bxf5'], ['Bxf5', 'gxf5'], ['Re7', '']]",0-1
Foxwoods Open,Ledyard USA,2009.04.09,2,"Tate,E","Shulman,Y",,,C18,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Bb4'], ['e5', 'c5'], ['a3', 'Bxc3+'], ['bxc3', 'Ne7'], ['Rb1', 'Qc7'], ['Nf3', 'b6\n'], ['Bd3', 'Ba6'], ['O-O', 'h6'], ['Be3', 'Bxd3'], ['cxd3', 'c4'], ['dxc4', 'Qxc4'], ['Nd2', 'Qxc3'], ['Qg4', 'Rg8\n'], ['Qe2', 'Qa5'], ['f4', 'Qa6'], ['Qf3', 'Nbc6'], ['Bf2', 'Rc8'], ['g4', 'g6'], ['Kh1', 'Kd7'], ['a4', 'Qxa4\n'], ['Ra1', 'Qc2'], ['Qe3', 'Na5'], ['Ra3', 'Qb2'], ['Bg1', 'Rc7'], ['Rf2', 'Qb4'], ['Qd3', 'Rgc8'], ['f5', 'gxf5\n'], ['gxf5', 'Nxf5'], ['Rxf5', 'exf5'], ['Qxf5+', 'Kc6'], ['Rd3', 'Kb7'], ['Qf3', 'Qb5'], ['Nf1', 'Ka6'], ['Ra3', 'Rc1\n'], ['Ne3', '']]",0-1
Foxwoods Open,Ledyard USA,2009.04.09,3,"Shulman,Y","Friedel,J",,,E15,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'b6'], ['g3', 'Ba6'], ['Qc2', 'Bb4+'], ['Bd2', 'Be7'], ['Bg2', 'c6'], ['c5', 'O-O\n'], ['Na3', 'd5'], ['cxd6', 'Qxd6'], ['O-O', 'Rc8'], ['Rfe1', 'Bb7'], ['Nc4', 'Qd8'], ['b4', 'c5'], ['dxc5', 'Be4\n'], ['Qb2', 'bxc5'], ['b5', 'Nbd7'], ['Rac1', 'Nd5'], ['Nfe5', 'Bxg2'], ['Nc6', 'Bf6'], ['Qb3', 'Qc7'], ['Kxg2', 'N5b6\n'], ['Ba5', 'Nb8'], ['Nxa7', 'Qb7+'], ['Qf3', 'Qxf3+'], ['exf3', 'Nxc4'], ['Nxc8', 'Nxa5'], ['Nb6', 'Ra7\n'], ['Rxc5', 'Nd7'], ['Nxd7', 'Rxd7'], ['b6', '']]",1-0
Foxwoods Open,Ledyard USA,2009.04.10,4,"Sadvakasov,D","Shulman,Y",,,C19,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Bb4'], ['e5', 'c5'], ['a3', 'Bxc3+'], ['bxc3', 'Ne7'], ['Nf3', 'b6'], ['a4', 'Ba6\n'], ['Bxa6', 'Nxa6'], ['O-O', 'h6'], ['Qe2', 'Qc8'], ['Qb5+', 'Nc6'], ['a5', 'bxa5'], ['Rxa5', 'Nb8'], ['Ba3', 'O-O\n'], ['Ra4', 'Nd7'], ['Bxc5', 'Rb8'], ['Qe2', 'Nxc5'], ['dxc5', 'Ne7'], ['Ra5', 'Qc7'], ['Rfa1', 'Rb1+'], ['Rxb1', 'Qxa5\n'], ['Qb5', 'Qxc3'], ['h4', 'Rc8'], ['Qa4', 'Qxc5'], ['Rb7', 'Nc6'], ['g3', 'a5'], ['Kg2', 'Qc4'], ['Qxc4', 'dxc4\n'], ['Rb5', 'a4'], ['Rb2', 'c3'], ['Ra2', 'Nb4'], ['Rxa4', 'Nxc2'], ['Ng1', 'Ne1+']]",0-1
Foxwoods Open,Ledyard USA,2009.04.10,5,"Shulman,Y","Van Wely,L",,,D43,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'Nf6'], ['Nc3', 'e6'], ['Bg5', 'h6'], ['Bh4', 'dxc4'], ['e4', 'g5'], ['Bg3', 'b5'], ['Ne5', 'Bb7\n'], ['h4', 'g4'], ['Nxg4', 'Nxg4'], ['Qxg4', 'Qxd4'], ['Rd1', 'Qf6'], ['e5', 'Qf5'], ['Qd4', 'Be7'], ['a4', 'Kf8\n'], ['f3', 'Na6'], ['axb5', 'cxb5'], ['Nxb5', 'Nb4'], ['Qf4', 'Qxf4'], ['Bxf4', 'Bd5'], ['Nd6', 'Nd3+'], ['Bxd3', 'cxd3\n'], ['Rxd3', 'Rb8'], ['O-O', 'Bxh4'], ['Be3', 'Rxb2'], ['Rc1', 'Bg3'], ['Rxd5', 'exd5'], ['Nf5', 'Ke8'], ['Nxg3', 'Kd7\n'], ['Bd4', 'Rbb8'], ['Ra1', '']]",1-0
Foxwoods Open,Ledyard USA,2009.04.11,6,"Hess,Ro","Shulman,Y",,,C01,"[['e4', 'e6'], ['d4', 'd5'], ['exd5', 'exd5'], ['Bf4', 'Bd6'], ['Bxd6', 'Qxd6'], ['Nc3', 'Ne7']]",1/2-1/2
Foxwoods Open,Ledyard USA,2009.04.11,7,"Shulman,Y","Shabalov,A",,,D43,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'Nf6'], ['Nc3', 'e6'], ['Bg5', 'h6'], ['Bxf6', 'Qxf6'], ['Qb3', 'a5'], ['e4', 'a4\n'], ['Qc2', 'dxe4'], ['Nxe4', 'Bb4+'], ['Kd1', 'Qd8'], ['c5', 'O-O'], ['a3', 'Ba5'], ['Qxa4', 'b5'], ['cxb6', 'Bb7\n'], ['Nc5', 'Qc8'], ['Qb3', 'Nd7'], ['Bd3', 'Rb8'], ['Ke2', 'Ba8'], ['Qc2', 'Bxb6'], ['Rhd1', 'Bc7'], ['Kf1', 'Nxc5\n'], ['dxc5', 'e5'], ['Bf5', 'Qe8'], ['Rd7', 'Bd8'], ['Rad1', 'g6'], ['Be4', 'f5'], ['Qc4+', 'Kh8'], ['Qc1', 'g5\n'], ['R1d6', 'Be7'], ['Rxh6+', 'Kg8'], ['Qc4+', 'Qf7'], ['Qxf7+', 'Rxf7'], ['Nxe5', 'Rf6'], ['Rg6+', 'Kf8\n'], ['Rxf6+', 'Bxf6']]",1-0
Foxwoods Open Armageddon T/B,Ledyard USA,2009.04.12,1,"Shulman,Y","Sadvakasov,D",,,E18,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'b6'], ['g3', 'Bb7'], ['Bg2', 'Be7'], ['Nc3', 'Ne4'], ['Bd2', 'f5'], ['O-O', 'O-O\n'], ['Qc2', 'Bf6'], ['Rad1', 'Qe8'], ['d5', 'Nxd2'], ['Rxd2', 'Na6'], ['Nd4', 'Bxd4'], ['Rxd4', 'e5'], ['Rh4', 'd6\n'], ['f4', 'exf4'], ['Rhxf4', 'Qe3+'], ['Kh1', 'g6'], ['R1f3', 'Qe7'], ['e4', 'fxe4'], ['Nxe4', 'Rxf4'], ['Rxf4', 'Rf8\n'], ['Bh3', 'Rxf4'], ['gxf4', 'Nc5'], ['Nxc5', 'Qe1+'], ['Kg2', 'dxc5'], ['Qd3', 'Kg7'], ['f5', 'Qe5'], ['b3', 'Ba6\n'], ['fxg6', 'hxg6'], ['Qg3', 'Qe2+'], ['Kg1', 'Qd1+'], ['Bf1', 'Qd4+'], ['Kg2', 'Qe4+'], ['Kf2', 'Qd4+\n'], ['Ke2', 'Qb2+'], ['Kf3', 'Qc3+'], ['Ke4', 'Qd4+'], ['Kf3', 'Qc3+'], ['Kg2', 'Qxg3+'], ['Kxg3', 'Bc8\n'], ['Kf4', 'Kf6'], ['h4', 'Bf5'], ['Be2', 'a5'], ['Bd1', 'Bb1'], ['a3', 'Bf5'], ['Ke3', 'Ke5'], ['Kd2', 'Kf4\n'], ['Kc3', 'Kg3'], ['b4', 'axb4+'], ['axb4', '']]",1/2-1/2
Foxwoods Open,Ledyard USA,2009.04.12,8,"Lenderman,A","Shulman,Y",,,D45,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'c6'], ['Nf3', 'Nf6'], ['e3', 'Nbd7'], ['Qc2', 'Bd6'], ['a3', 'O-O'], ['Bd3', 'e5\n'], ['cxd5', 'cxd5'], ['dxe5', 'Nxe5'], ['Be2', 'Bg4'], ['Nd4', 'Rc8'], ['Qd1', 'Bxe2'], ['Ndxe2', 'Nc6'], ['O-O', 'Be5\n'], ['Qb3', 'Na5'], ['Qb5', 'Rc4'], ['b4', 'Rxc3'], ['Bb2', 'Rxe3'], ['Bxe5', 'Rxe5'], ['bxa5', 'a6'], ['Qb2', 'Re7\n'], ['Qd2', 'Ne4'], ['Qb4', 'Qd6'], ['Rad1', 'Qxb4'], ['axb4', 'Rd8'], ['Rd4', 'Nf6'], ['Nc3', 'Rc7'], ['Na4', 'Rc4\n'], ['Rfd1', 'Rxd4'], ['Rxd4', 'Rc8'], ['Nc5', 'Kf8'], ['g4', 'Rc7'], ['g5', 'Nd7'], ['Nd3', '']]",1/2-1/2
