BCF-ch U18 ,Rhyl,1969.??.??,?,"Miles, Anthony J","Dennis, JR.",,,C55,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Nf6'], ['d4', 'exd4'], ['O-O', 'Bc5'], ['e5', 'd5'], ['exf6', 'dxc4'], ['Re1+', 'Be6\n'], ['Ng5', 'Qd5'], ['Nc3', 'Qf5'], ['Nce4', 'Bb6'], ['fxg7', 'Rg8'], ['g4', 'Qg6'], ['Nxe6', 'fxe6'], ['Bg5', 'Rxg7\n'], ['Nf6+', 'Kf8'], ['Qf3', 'Rf7'], ['Rxe6', 'Qxg5'], ['Nxh7+', 'Kg7'], ['Qxf7+', 'Kxf7'], ['Nxg5+', 'Kg7\n'], ['h4', 'Rf8'], ['Rxc6', '']]",1-0
BCF-ch,Chester,1979.??.??,2,"Miles, Anthony J","Jones, Brian",,,E99,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['Nf3', 'd6'], ['e4', 'O-O'], ['Be2', 'e5'], ['O-O', 'Nc6'], ['d5', 'Ne7\n'], ['Ne1', 'Nd7'], ['Bd2', 'f5'], ['Nd3', 'Nf6'], ['f3', 'f4'], ['c5', 'g5'], ['Rc1', 'Ne8'], ['Nb5', 'Rf7'], ['a4', 'Ng6\n'], ['cxd6', 'cxd6'], ['Nf2', 'h5'], ['h3', 'Bf8'], ['Qb3', 'Nh4'], ['Rc2', 'Rg7'], ['Rfc1', 'a6'], ['Nc7', 'Nxc7\n'], ['Ba5', 'g4'], ['Rxc7', 'Rxc7'], ['Rxc7', 'Qg5'], ['fxg4', 'hxg4'], ['hxg4', 'Ng6'], ['Qc3', 'Ne7'], ['Bb6', 'Kf7\n'], ['a5', 'Bh6'], ['Bd1', 'Qg8'], ['Qh3', 'Bg5'], ['Ba4', 'Bf6'], ['Qh5+', 'Qg6'], ['Rxe7+', '']]",1-0
BCF-ch,Chester,1979.??.??,3,"Morrison, Graham","Miles, Anthony J",,,A04,"[['Nf3', 'b5'], ['c3', 'e6'], ['e4', 'Bb7'], ['Bd3', 'c5'], ['O-O', 'c4'], ['Bc2', 'Nf6'], ['e5', 'Nd5'], ['d4', 'Nc6'], ['Nbd2', 'Be7\n'], ['Ne4', 'Qc7'], ['Nfg5', 'h6'], ['Qh5', 'Rf8'], ['Nh7', 'Rg8'], ['f4', 'O-O-O'], ['Qxf7', 'Qb6'], ['Qg6', 'Nxd4\n'], ['cxd4', 'Nb4'], ['Nc3', 'Qxd4+'], ['Kh1', 'Nd3'], ['Bxd3', 'cxd3'], ['Nxb5', 'Qe4'], ['Qxe4', 'Bxe4\n'], ['Be3', 'Kb7'], ['Rfc1', 'Rc8'], ['Nxa7', 'Rc2'], ['Rxc2', 'dxc2'], ['Nb5', 'Bxh7'], ['Nd4', 'g5'], ['fxg5', 'Bxg5\n'], ['Bxg5', 'hxg5'], ['Kg1', 'Rf8'], ['h3', 'Rf4'], ['Nf3', 'Bd3'], ['Kf2', 'Bg6'], ['Ke3', 'Re4+'], ['Kd2', 'g4\n'], ['hxg4', 'Rxg4'], ['Ne1', 'Rd4+'], ['Ke2', 'Rd5'], ['Nf3', 'Kb6'], ['Rc1', 'Ka5'], ['Ne1', 'Rxe5+'], ['Kd2', 'Rd5+\n'], ['Ke2', 'Rb5'], ['b3', 'Rg5'], ['Kd2', 'e5'], ['Nxc2', 'Rxg2+'], ['Kc3', 'd5'], ['Ne1', 'Rxa2'], ['Nf3', 'Re2\n'], ['Nxe5', 'Rxe5'], ['Kd4', 'Re2'], ['Kxd5', 'Bf7+'], ['Kc5', 'Re5+'], ['Kd4', 'Rd5+'], ['Ke4', 'Rd7'], ['Ke5', 'Kb4\n'], ['Ke4', 'Bd5+'], ['Ke5', 'Rd8'], ['Rc7', 'Kb5'], ['Rc1', 'Bb7'], ['b4', 'Rd5+'], ['Kf4', 'Rd4+'], ['Ke5', 'Re4+\n'], ['Kf5', 'Re2'], ['Rc5+', 'Kb6'], ['Rc3', 'Kb5'], ['Rc5+', 'Kxb4'], ['Rc7', 'Bd5'], ['Kf4', 'Kb5'], ['Rc1', 'Re8\n'], ['Kf5', 'Bc4'], ['Kf4', 'Kc5'], ['Rd1', 'Bd5'], ['Ra1', 'Kd6'], ['Ra6+', 'Bc6'], ['Ra5', 'Re4+'], ['Kf5', 'Rb4\n'], ['Kf6', 'Bb5'], ['Ra1', 'Rf4+'], ['Kg5', 'Rf2'], ['Ra5', 'Bd3'], ['Kg4', 'Be4'], ['Kg5', 'Bd5'], ['Kg4', 'Ke5\n'], ['Kg5', 'Rg2+'], ['Kh5', 'Ke4'], ['Kh6', 'Rg1'], ['Rb5', 'Be6'], ['Rg5', 'Rf1'], ['Ra5', 'Bf5'], ['Kg5', 'Rg1+\n'], ['Kf6', 'Rg6+'], ['Kf7', 'Rb6'], ['Ra4+', 'Ke5'], ['Ra5+', 'Kf4'], ['Ra1', 'Bd3'], ['Re1', 'Kg5'], ['Ke7', 'Bf5\n'], ['Rg1+', 'Bg4'], ['Rf1', 'Re6+'], ['Kd8', 'Bf5'], ['Kc7', 'Kf6'], ['Rf2', 'Ke5'], ['Re2+', 'Be4\n'], ['Kd7', 'Rh6'], ['Ke7', 'Rh7+'], ['Ke8', 'Kd6'], ['Rxe4', '']]",1/2-1/2
BCF-ch,Chester,1979.??.??,4,"Miles, Anthony J","Nunn, John DM",,,A65,"[['d4', 'Nf6'], ['c4', 'c5'], ['d5', 'e6'], ['Nc3', 'exd5'], ['cxd5', 'd6'], ['e4', 'g6'], ['Bd3', 'Bg7'], ['Nge2', 'O-O\n'], ['O-O', 'a6'], ['a4', 'Nbd7'], ['Kh1', 'Rb8'], ['a5', 'Re8'], ['Bc2', 'b5'], ['axb6', 'Rxb6'], ['f3', 'Rb4\n'], ['b3', 'a5'], ['Ra3', 'Ba6'], ['Bd2', 'c4'], ['Na2', 'cxb3'], ['Nxb4', 'axb4'], ['Rxb3', 'Nxd5'], ['Bd3', 'Bxd3\n'], ['Rxd3', 'Nc3'], ['Nxc3', 'Ne5'], ['Rd5', 'bxc3'], ['Bxc3', 'Qh4'], ['Qe1', 'Qe7'], ['Qa1', 'Rc8'], ['Rc1', 'h5\n'], ['Bxe5', 'Rxc1+'], ['Qxc1', 'dxe5'], ['g3', 'Qf6'], ['Kg2', 'Qa6'], ['Qc2', 'Bf6'], ['Rc5', 'Kg7'], ['Rc7', 'Qb5\n'], ['Qa2', 'Qe8'], ['Qd5', 'h4'], ['Qc6', 'Qb8'], ['Rb7', 'Qf8'], ['Qe6', 'hxg3'], ['hxg3', 'Qg8'], ['Ra7', 'Qf8\n'], ['Rc7', 'Qg8'], ['Qc8', '']]",1-0
BCF-ch,Chester,1979.??.??,5,"Bellin, Robert","Miles, Anthony J",,,B42,"[['e4', 'c5'], ['Nf3', 'e6'], ['b3', 'Nc6'], ['Bb2', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Bd3', 'Be7'], ['O-O', 'Bd7\n'], ['c4', 'O-O'], ['Nxc6', 'Bxc6'], ['Nc3', 'a6'], ['Qe2', 'Re8'], ['Rad1', 'Qa5'], ['a3', 'Qh5'], ['Qxh5', 'Nxh5\n'], ['Ne2', 'Nf6'], ['f3', 'Rec8'], ['Nd4', 'Be8'], ['a4', 'Nd7'], ['Ba3', 'Nc5'], ['Bxc5', 'dxc5'], ['Ne2', 'Rd8\n'], ['f4', 'Rd7'], ['Bc2', 'Rad8'], ['Rxd7', 'Rxd7'], ['Rd1', 'Rxd1+'], ['Bxd1', 'g5'], ['g3', 'gxf4'], ['gxf4', 'Bh4\n'], ['Kg2', 'Be1'], ['Ng3', 'Bd2'], ['Kf3', 'Bc6'], ['Kg4', 'f6'], ['Bc2', 'Kf7'], ['Ne2', 'Be1'], ['Bd3', 'b6\n'], ['f5', 'h5+'], ['Kf4', 'exf5'], ['exf5', 'Bd2+'], ['Kg3', 'Kg7'], ['Kf2', 'h4'], ['h3', 'Kh6'], ['Ng1', 'Bc3\n'], ['Nf3', 'Bd4+'], ['Ke2', 'Kh5'], ['Bc2', 'Bb2'], ['Bd3', 'Bc1'], ['Bc2', 'Bg5'], ['Bd3', 'Kh6'], ['Kf2', 'Kg7\n'], ['Ke2', 'Kf7'], ['Kf2', 'Ke7'], ['Ke2', 'Kd6'], ['Kf2', 'Bxf3'], ['Kxf3', 'Ke5'], ['Be4', 'a5'], ['Bd3', 'Bf4\n'], ['Bb1', 'Bh2'], ['Be4', 'Bg3'], ['Bd3', 'Kd4'], ['Be4', 'Kc3'], ['Bc6', 'Kxb3'], ['Bb5', 'Kc3'], ['Ke3', 'Be1\n'], ['Ba6', 'Bd2+'], ['Ke4', 'Bg5'], ['Bb5', 'Kd2'], ['Kf3', 'Kd3'], ['Ba6', 'Kd4'], ['Bb5', 'Ke5'], ['Kg4', 'Bd2\n'], ['Ba6', 'Be1'], ['Bb5', 'Bg3']]",1/2-1/2
BCF-ch,Chester,1979.??.??,6,"Miles, Anthony J","Littlewood, Paul E",,,E94,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['Nf3', 'O-O'], ['e4', 'd6'], ['Be2', 'e5'], ['O-O', 'Nbd7'], ['Be3', 'a5\n'], ['Qc2', 'Ng4'], ['Bg5', 'f6'], ['Bd2', 'c6'], ['Rad1', 'Qe7'], ['h3', 'Nh6'], ['Rfe1', 'Nf7'], ['Be3', 'Re8\n'], ['dxe5', 'dxe5'], ['Na4', 'f5'], ['exf5', 'gxf5'], ['Qxf5', 'Nb6'], ['Qc2', 'Nxa4'], ['Qxa4', 'e4'], ['Nd4', 'Qh4\n'], ['c5', 'Be5'], ['Nf3', '']]",1-0
BCF-ch,Chester,1979.??.??,7,"Speelman, Jonathan S","Miles, Anthony J",,,A09,"[['Nf3', 'd5'], ['c4', 'd4'], ['d3', 'c5'], ['e3', 'Nc6'], ['exd4', 'cxd4'], ['g3', 'e5'], ['Bg2', 'Bd6'], ['O-O', 'Nge7\n'], ['a3', 'a5'], ['Nbd2', 'O-O'], ['Rb1', 'a4'], ['Ne4', 'Bb8'], ['Re1', 'Kh8'], ['Bd2', 'b6'], ['Nh4', 'Bd7\n'], ['f4', 'exf4'], ['gxf4', 'Ra7'], ['b4', 'axb3'], ['Rxb3', 'Ng6'], ['Nxg6+', 'fxg6'], ['Ng5', 'Na5'], ['Rb2', 'Nb7\n'], ['Qf3', 'Nc5'], ['Qg3', 'h6'], ['Bd5', 'hxg5'], ['Re5', 'Bxe5'], ['fxe5', 'g4'], ['Rxb6', 'g5'], ['Rg6', 'Ne6\n'], ['Qxg4', 'Ra6'], ['Bxg5', 'Nxg5'], ['Qh5+', 'Nh7'], ['Rxa6', 'Qc8'], ['Ra8', 'Qc5'], ['Be4', 'g6'], ['Qxg6', 'Qe7\n'], ['Rxf8+', 'Nxf8'], ['Qh6+', 'Kg8'], ['Bd5+', 'Be6'], ['Be4', 'Qg7+'], ['Qxg7+', 'Kxg7'], ['a4', 'Nd7\n'], ['a5', '']]",1/2-1/2
BCF-ch,Chester,1979.??.??,9,"Littlewood, John Eric","Miles, Anthony J",,,B50,"[['e4', 'c5'], ['Nf3', 'e6'], ['b3', 'Nc6'], ['Bb2', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nd2', 'Bd7'], ['Bd3', 'Be7\n'], ['O-O', 'O-O'], ['f4', 'Nxd4'], ['Bxd4', 'e5'], ['Bb2', 'Ng4'], ['Qe2', 'exf4'], ['Rxf4', 'Ne5'], ['Raf1', 'Bg5\n'], ['Bxe5', 'dxe5'], ['R4f2', 'Bh4'], ['g3', 'Be7'], ['Nc4', 'Bh3'], ['Rb1', 'Bc5'], ['Ne3', 'Qg5'], ['Re1', 'Rfd8\n'], ['Qf3', 'Rac8'], ['Kh1', 'f5'], ['Rfe2', 'f4'], ['gxf4', 'exf4'], ['Qxh3', 'Bxe3'], ['e5', 'Qh6'], ['Qf3', 'Kh8\n'], ['Bf5', 'Rc5'], ['e6', 'Qf6'], ['Bg4', 'b5'], ['Qb7', 'Re5'], ['c4', 'bxc4'], ['bxc4', 'h5'], ['Bf3', 'Qxe6\n'], ['Rg2', 'Qf6'], ['Rd1', 'Rg5'], ['Rxd8+', 'Qxd8'], ['Qf7', 'Qb6'], ['Qe8+', 'Kh7'], ['Be4+', 'g6'], ['Qe7+', 'Kh8']]",1-0
BCF-ch,Chester,1979.??.??,10,"Mestel, A Jonathan","Miles, Anthony J",,,B41,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'a6'], ['c4', 'Nf6'], ['Nc3', 'Bb4'], ['Bd3', 'Qc7'], ['O-O', 'Nc6\n'], ['Bc2', 'O-O'], ['Kh1', 'Nxd4'], ['Qxd4', 'Ng4'], ['f4', 'Bc5'], ['Qd3', 'Nf2+'], ['Rxf2', 'Bxf2'], ['e5', 'g6\n'], ['Ne4', 'Bh4'], ['Bd2', 'b5'], ['Nf6+', 'Bxf6'], ['exf6', 'Bb7'], ['Qh3', 'Kh8'], ['Re1', 'Qxc4'], ['Bd3', 'Qxa2\n'], ['Qh6', 'Rg8'], ['Re3', 'Qa1+'], ['Be1', 'Bf3'], ['gxf3', 'd6'], ['Qh4', 'Qxb2'], ['Re2', 'Qd4'], ['Be4', 'Rac8\n'], ['Bf2', 'Rc1+'], ['Kg2', 'Qc4'], ['Rd2', 'd5'], ['Qh6', 'Qc3'], ['Rd3', 'Qc7'], ['Ra3', 'dxe4'], ['Rxa6', 'Qc3\n'], ['fxe4', 'Qxf6'], ['e5', 'Qf5'], ['Ra3', 'g5'], ['Rg3', 'g4'], ['Re3', 'Rcc8'], ['Bh4', 'Rg6'], ['Bf6+', 'Qxf6\n'], ['Rh3', '']]",0-1
BCF-ch,Chester,1979.??.??,11,"Miles, Anthony J","Large, Peter G",,,E42,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'c5'], ['Ne2', 'cxd4'], ['exd4', 'Ne4'], ['a3', 'Nxc3'], ['Nxc3', 'Bxc3+\n'], ['bxc3', 'b6'], ['Bd3', 'Nc6'], ['Qg4', 'Kf8'], ['Qg3', 'Ba6'], ['Bf4', 'Na5'], ['c5', 'Bxd3'], ['Qxd3', 'f6\n'], ['O-O', 'Kf7'], ['Rab1', 'd5'], ['cxd6', 'Rc8'], ['Rfe1', 'Nc4'], ['Qh3', 'Re8'], ['d5', 'Qd7'], ['Re4', 'Rc5\n'], ['Rbe1', 'Ne5'], ['Bxe5', 'fxe5'], ['Rxe5', 'Qxd6'], ['Qh5+', 'Kf8'], ['Rf5+', 'exf5'], ['Rxe8+', '']]",1-0
Dortmund,Dortmund,1979.??.??,1,"Borik, Otto","Miles, Anthony J",,,B42,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'a6'], ['Bd3', 'Nc6'], ['Nxc6', 'dxc6'], ['Nd2', 'e5'], ['O-O', 'Bd6\n'], ['Nc4', 'Bc7'], ['f4', 'exf4'], ['e5', 'g5'], ['Bd2', 'Ne7'], ['Qh5', 'Be6'], ['Kh1', 'h6'], ['Rae1', 'Qd7\n'], ['Nd6+', 'Bxd6'], ['exd6', 'Qxd6'], ['Bc3', 'O-O-O'], ['Bxh8', 'Rxh8'], ['Rd1', 'Qe5'], ['Rfe1', 'Qxb2\n'], ['Rb1', 'Qa3'], ['h4', 'Qc5'], ['Qe2', 'Nf5'], ['Bxf5', 'Bxf5'], ['Qe7', 'Qxe7'], ['Rxe7', 'Bd7'], ['Rxf7', 'Re8\n'], ['Rd1', 'Be6'], ['Rh7', 'gxh4'], ['Re1', 'h3'], ['Rxh6', 'hxg2+'], ['Kxg2', 'Rg8+'], ['Kf3', 'Bxa2'], ['Re7', 'Rf8\n'], ['Rhh7', 'Bd5+'], ['Kf2', 'c5'], ['Rc7+', 'Kb8'], ['Rxc5', 'Bc6'], ['Rch5', 'Ka7'], ['Rh8', 'Rf7'], ['R5h7', 'Rxh7\n'], ['Rxh7', 'Kb6'], ['Rh4', 'f3'], ['Ke3', 'Kc5'], ['Kd3', 'b5'], ['c4', 'b4'], ['Rh5+', 'Kb6'], ['Rh8', '']]",0-1
Dortmund,Dortmund,1979.??.??,2,"Miles, Anthony J","Bouaziz, Slim",,,A72,"[['d4', 'Nf6'], ['Nf3', 'e6'], ['c4', 'c5'], ['d5', 'exd5'], ['cxd5', 'd6'], ['Nc3', 'g6'], ['e4', 'Bg7'], ['Bg5', 'h6\n'], ['Bh4', 'a6'], ['Nd2', 'b5'], ['Be2', 'O-O'], ['Qc2', 'Re8'], ['O-O', 'Qc7'], ['Rae1', 'Nbd7'], ['a4', 'b4\n'], ['Nd1', 'a5'], ['Ne3', 'b3'], ['Qb1', 'Nb6'], ['f4', 'Nfd7'], ['Bb5', 'Ba6'], ['Bxa6', 'Rxa6'], ['Qd3', 'c4\n'], ['Nexc4', 'Nc5'], ['Qf3', 'Ncxa4'], ['Qxb3', 'Rb8'], ['Nxb6', 'Nc5'], ['Qe3', 'Raxb6'], ['e5', 'Qb7\n'], ['Nc4', 'Rb3'], ['Qd2', 'Rd3'], ['Qxa5', 'Qxd5'], ['Nxd6', 'Rxb2'], ['Rf2', 'Rdd2'], ['Ne4', 'Nxe4'], ['Qxd5', 'Nxf2\n'], ['Qa8+', 'Kh7'], ['Bxf2', 'Rxf2'], ['Qe4', 'h5'], ['h4', 'Bh6'], ['Rf1', 'Rfe2'], ['Qd5', 'Bg7'], ['Rd1', 'Rf2\n'], ['Rd4', 'Kg8'], ['Kh2', 'Rbe2'], ['Qd8+', 'Kh7'], ['Qg5', 'Bh6'], ['Qg3', 'Rf1']]",1/2-1/2
Dortmund,Dortmund,1979.??.??,3,"Nunn, John DM","Miles, Anthony J",,,C01,"[['e4', 'e6'], ['d4', 'd5'], ['exd5', 'exd5'], ['Bd3', 'Bd6'], ['Ne2', 'Ne7'], ['Bf4', 'Bf5'], ['c3', 'O-O'], ['O-O', 'Re8\n'], ['Bxd6', 'Qxd6'], ['Ng3', 'Bxd3'], ['Qxd3', 'Qg6'], ['Qxg6', 'hxg6'], ['Nd2', 'Nd7'], ['Rfe1', 'Nf5']]",1/2-1/2
Dortmund,Dortmund,1979.??.??,4,"Miles, Anthony J","Jansa, Vlastimil",,,D85,"[['d4', 'Nf6'], ['Nf3', 'g6'], ['c4', 'Bg7'], ['Nc3', 'd5'], ['cxd5', 'Nxd5'], ['e4', 'Nxc3'], ['bxc3', 'O-O'], ['Be3', 'c5\n'], ['Rc1', 'Qa5'], ['Qd2', 'e6'], ['Be2', 'Nd7'], ['O-O', 'b6'], ['Qb2', 'Ba6']]",1/2-1/2
Dortmund,Dortmund,1979.??.??,5,"Boehmfeldt, Bruno","Miles, Anthony J",,,B72,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'g6'], ['Be3', 'Nf6'], ['Nc3', 'Bg7'], ['Be2', 'O-O'], ['Nb3', 'd6\n'], ['f4', 'Be6'], ['g4', 'Na5'], ['f5', 'Bc4'], ['e5', 'Ne8'], ['e6', 'fxe6'], ['fxg6', 'hxg6'], ['Bd3', 'Qc7\n'], ['h4', 'd5'], ['Nd4', 'Bxd3'], ['cxd3', 'Qg3+'], ['Kd2', 'Nd6'], ['Qe2', 'Nac4+'], ['dxc4', 'Nxc4+'], ['Kd3', 'Bxd4\n'], ['Kxd4', 'Nxe3'], ['Qxe3', 'Rf4+'], ['Kd3', 'Rf3'], ['Rae1', 'Raf8']]",0-1
Dortmund,Dortmund,1979.??.??,6,"Giorgadze, Tamaz","Miles, Anthony J",,,B78,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'g6'], ['Be3', 'Bg7'], ['f3', 'O-O'], ['Bc4', 'Bd7\n'], ['Qd2', 'Nc6'], ['h4', 'Rc8'], ['Bb3', 'h5'], ['O-O-O', 'Ne5'], ['Bg5', 'Rc5'], ['g4', 'hxg4'], ['Bxf6', 'Bxf6\n'], ['h5', 'g5'], ['Nd5', 'e6'], ['Nxf6+', 'Qxf6'], ['fxg4', 'Rd8'], ['Rhf1', 'Qe7'], ['Kb1', 'b5'], ['a3', 'Bc6\n'], ['Qe2', 'a5'], ['Rf2', 'Rb8'], ['Nxc6', 'Rxc6'], ['Qd2', 'b4'], ['a4', 'Rf8'], ['Rdf1', 'f6'], ['Qe2', 'Kg7\n'], ['Rd1', 'Rc5'], ['Rff1', 'Rfc8'], ['Qg2', 'Nd7'], ['Rd4', 'Re5'], ['Rfd1', 'Rc6'], ['Qf3', 'Nc5'], ['Rf1', 'Rc8\n'], ['Rxd6', 'Rxe4'], ['Rfd1', 'Re1'], ['h6+', 'Kg6'], ['Rxe1', 'Qxd6'], ['Bxe6', 'Nxe6'], ['Qf5+', '']]",1-0
Dortmund,Dortmund,1979.??.??,7,"Miles, Anthony J","Schussler, Harry",,,B08,"[['d4', 'g6'], ['e4', 'Bg7'], ['Nc3', 'd6'], ['Nf3', 'Nf6'], ['Be2', 'O-O'], ['O-O', 'Bg4'], ['Be3', 'Nc6'], ['Qd2', 'Re8\n'], ['Rad1', 'e5'], ['dxe5', 'dxe5'], ['h3', 'Bxf3'], ['Bxf3', 'a6'], ['Na4', 'Qe7'], ['c3', 'Red8'], ['Qc2', 'Nd7\n'], ['b4', 'Bf6'], ['Bg4', 'Nf8'], ['Nc5', 'h5'], ['Be2', 'Rab8'], ['Bc4', 'Rxd1'], ['Rxd1', 'Nd8'], ['Rd3', 'Bg5\n'], ['Bxg5', 'Qxg5'], ['Nd7', 'Rc8'], ['Nxf8', 'Kxf8'], ['Qd1', 'Ke8'], ['a4', 'Qe7'], ['Qd2', 'Ne6'], ['Qh6', 'Qg5\n'], ['Qh8+', 'Nf8'], ['Rf3', '']]",1-0
Dortmund,Dortmund,1979.??.??,8,"Ghinda, Mihail Viorel","Miles, Anthony J",,,B52,"[['e4', 'c5'], ['Nf3', 'd6'], ['Bb5+', 'Bd7'], ['Bxd7+', 'Nxd7'], ['O-O', 'Ngf6'], ['Qe2', 'Rc8'], ['c3', 'Qc7'], ['d4', 'cxd4\n'], ['cxd4', 'd5'], ['e5', 'Ne4'], ['Nbd2', 'Qc2'], ['Ne1', 'Qc6'], ['Nb3', 'Qg6'], ['Qb5', 'Rc7'], ['Qxd5', 'e6\n'], ['Qa5', 'b6'], ['Qb5', 'Be7'], ['Qa6', 'Ng5'], ['f3', 'f5'], ['Bxg5', 'Bxg5'], ['f4', 'Be7'], ['Nf3', 'Qf7\n'], ['Rac1', 'Rxc1'], ['Rxc1', 'O-O'], ['Rc7', 'Bd8'], ['Rc8', 'h6'], ['Nc1', 'g5'], ['Ra8', 'Qe7'], ['Qb5', 'Nb8\n'], ['Rxb8', 'Qc7'], ['Ra8', 'Qxc1+'], ['Qf1', 'Qc7'], ['Nd2', 'b5'], ['Qxb5', 'Qc1+'], ['Nf1', 'Bb6'], ['Rxf8+', 'Kxf8\n'], ['Qb4+', 'Kf7'], ['Qd6', 'Qc4'], ['Qd7+', 'Kf8'], ['Qd6+', 'Ke8'], ['Kf2', 'Bxd4+'], ['Ke1', 'Qc1+'], ['Ke2', 'Qxb2+\n'], ['Nd2', 'Qb5+'], ['Kd1', 'Qb6'], ['Qxb6', 'Bxb6'], ['fxg5', 'hxg5'], ['Ke2', 'Kd7'], ['Kd3', 'Kc6'], ['Kc4', 'Bc7\n'], ['Kd4', 'Bb6+'], ['Kc4', 'Bc7'], ['Kd4', 'Kb5'], ['Nc4', 'Bd8'], ['h3', 'Be7'], ['Nd2', 'Kb4'], ['Nc4', 'a5\n'], ['Nd6', 'a4'], ['Ne8', 'Ka3'], ['Kc3', 'Kxa2'], ['Kc2', 'Bc5'], ['Nc7', 'Bd4'], ['Nxe6', 'Bxe5'], ['Nxg5', 'Ka3\n'], ['Nf3', 'Bf6'], ['Ne1', 'Kb4'], ['Nd3+', 'Kc4'], ['Nb2+', 'Kb5'], ['Nxa4', 'Kxa4'], ['Kd3', 'Kb5'], ['g4', 'fxg4']]",1/2-1/2
Dortmund,Dortmund,1979.??.??,9,"Miles, Anthony J","Perecz, Laszlo",,,A07,"[['Nf3', 'd5'], ['g3', 'Nf6'], ['Bg2', 'Bf5'], ['O-O', 'c6'], ['d3', 'Nbd7'], ['Nbd2', 'e5'], ['b3', 'Bc5'], ['Bb2', 'Qe7\n'], ['Nh4', 'Bg4'], ['h3', 'g5'], ['Nhf3', 'Bh5'], ['e4', 'dxe4'], ['Nxe4', 'Nxe4'], ['dxe4', 'O-O-O'], ['Qe1', 'g4\n'], ['Nh4', 'gxh3'], ['Nf5', 'Qe6'], ['Bxh3', 'Rdg8'], ['Kg2', 'Bg4'], ['Bxg4', 'Rxg4'], ['Rh1', 'h5'], ['Qe2', 'Nf6\n'], ['f3', 'Rg6'], ['Rh4', 'Rhg8'], ['Rd1', 'Nd5'], ['Kh2', 'Qf6'], ['Rxh5', 'Rh8'], ['f4', '']]",1-0
Dortmund,Dortmund,1979.??.??,10,"Gerusel, Mathias","Miles, Anthony J",,,C01,"[['d4', 'e6'], ['e4', 'd5'], ['exd5', 'exd5'], ['Bd3', 'Bd6'], ['Ne2', 'Qh4'], ['Nd2', 'Bg4'], ['Nf1', 'Ne7'], ['Nfg3', 'Nbc6\n'], ['c3', 'h5'], ['Be3', 'Qf6'], ['h3', 'Bd7'], ['h4', 'Bg4'], ['Qd2', 'Qe6'], ['Bf4', 'O-O-O'], ['Qe3', 'Qxe3\n'], ['Bxe3', 'Rde8'], ['Kd2', 'Na5'], ['b3', 'b6'], ['Bf4', 'Nb7'], ['f3', 'Bd7'], ['Ba6', 'Ba3'], ['b4', 'Ng6\n'], ['Rab1', 'Ba4'], ['Bd3', 'a5'], ['Bf5+', 'Kb8'], ['Bxg6', 'fxg6'], ['Be5', 'Re6'], ['Nf4', 'Rc6'], ['b5', 'Rd6\n'], ['Bxd6', 'Nxd6'], ['Nxd5', 'Re8'], ['Ne3', 'Bxb5'], ['Rb3', 'a4'], ['Rxa3', 'Rxe3'], ['Kxe3', 'Nc4+\n'], ['Kf4', 'Nxa3'], ['Ne4', 'Bc4'], ['Nd2', 'Bf7'], ['Rc1', 'Nb5'], ['Rc2', 'Kb7'], ['Ke5', 'Kc6'], ['c4', 'Nd6\n'], ['d5+', 'Kd7'], ['g4', 'c5'], ['Ne4', 'Nc8'], ['Rc3', 'g5'], ['Nxg5', 'Bg6'], ['Ne4', 'Ne7'], ['Kf4', 'b5\n'], ['Nxc5+', 'Kd6']]",1-0
