BCF-ch U18 ,Rhyl,1969.??.??,?,"Miles, Anthony J","Dennis, JR.",,,C55,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Nf6'], ['d4', 'exd4'], ['O-O', 'Bc5'], ['e5', 'd5'], ['exf6', 'dxc4'], ['Re1+', 'Be6\n'], ['Ng5', 'Qd5'], ['Nc3', 'Qf5'], ['Nce4', 'Bb6'], ['fxg7', 'Rg8'], ['g4', 'Qg6'], ['Nxe6', 'fxe6'], ['Bg5', 'Rxg7\n'], ['Nf6+', 'Kf8'], ['Qf3', 'Rf7'], ['Rxe6', 'Qxg5'], ['Nxh7+', 'Kg7'], ['Qxf7+', 'Kxf7'], ['Nxg5+', 'Kg7\n'], ['h4', 'Rf8'], ['Rxc6', '']]",1-0
Auckland,Auckland,1992.??.??,11,"Levi, Eddy","Miles, Anthony J",,,B12,"[['e4', 'c6'], ['d4', 'd5'], ['e5', 'Bf5'], ['h4', 'h5'], ['c4', 'e6'], ['Nc3', 'Be7'], ['Nf3', 'Bg4'], ['cxd5', 'cxd5\n'], ['Qa4+', 'Nc6'], ['Bb5', 'Qb6'], ['Ng5', 'Rc8'], ['O-O', 'Nh6'], ['Be3', 'Nf5'], ['Rae1', 'Nxh4'], ['f3', 'Bf5\n'], ['g3', 'Ng6'], ['Qd1', 'Qd8'], ['Qd2', 'Nf8'], ['Kg2', 'Nh7'], ['Nxh7', 'Bxh7'], ['Rh1', 'Bg6'], ['g4', 'a6\n'], ['gxh5', 'Bxh5'], ['Be2', 'Kd7'], ['Na4', 'Bb4'], ['Nc3', 'Qa5'], ['Bd3', 'Ne7'], ['Rc1', 'Bg6'], ['a3', 'Bxc3\n'], ['Rxc3', 'Rxh1'], ['Kxh1', 'Rxc3'], ['Bxg6', 'Rxa3']]",0-1
Biel,Biel,1992.??.??,1,"Shirov, Alexei","Miles, Anthony J",,,A40,"[['d4', 'e6'], ['c4', 'Bb4+'], ['Bd2', 'Bxd2+'], ['Qxd2', 'b6'], ['Nc3', 'Bb7'], ['e4', 'Nh6'], ['Bd3', 'O-O'], ['f4', 'Qh4+\n'], ['g3', 'Qh5'], ['Be2', 'Qg6'], ['Nf3', 'f5'], ['e5', 'Nc6'], ['O-O-O', 'a5'], ['h3', 'Qf7'], ['Rhg1', 'a4\n'], ['d5', 'Na5'], ['Nxa4', 'Qe7'], ['d6', 'Qd8'], ['dxc7', 'Qxc7'], ['Qxd7', 'Qxd7'], ['Rxd7', 'Bc6'], ['Nxb6', 'Bxd7\n'], ['Nxd7', 'Rfd8'], ['Nb6', 'Ra7'], ['Rd1', 'Nf7'], ['Nd4', 'Rb8'], ['c5', 'Nd8'], ['b4', 'Nac6'], ['Nxc6', 'Nxc6\n'], ['b5', 'Nd8'], ['Bc4', 'Kf7'], ['Rd7+', 'Rxd7'], ['Nxd7', 'Rc8'], ['b6', 'Nc6'], ['Bb5', 'Nb8'], ['Kb2', 'Ke7\n'], ['Nxb8', 'Rxb8'], ['a4', '']]",1-0
Biel,Biel,1992.??.??,2,"Miles, Anthony J","Karpov, Anatoly",,,C68,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Bxc6', 'dxc6'], ['d4', 'exd4'], ['Qxd4', 'Qxd4'], ['Nxd4', 'Bd7'], ['Be3', 'O-O-O\n'], ['Nd2', 'Ne7'], ['O-O-O', 'f6'], ['f3', 'Ng6'], ['h4', 'h5'], ['Nc4', 'c5'], ['Nf5', 'Be6'], ['Rxd8+', 'Kxd8\n'], ['Nd2', 'b6'], ['b3', 'Kc8'], ['Bf2', 'Nf4'], ['g3', 'g6'], ['Ne7+', 'Bxe7'], ['gxf4', 'f5'], ['Rg1', 'Rg8\n'], ['Nc4', 'Bf6'], ['a4', 'Kb7'], ['Rg2', 'Bxc4'], ['bxc4', 'Rg7'], ['Kb1', 'Bc3'], ['Ka2', 'Re7'], ['Kb3', 'Bh8\n'], ['e5', 'Re6'], ['Rg1', 'Bg7'], ['Rd1', 'Kc8'], ['a5', 'Bh6'], ['Be3', 'Bf8'], ['Ra1', 'Kb7'], ['Rd1', 'Be7\n'], ['Bf2', 'Kc8'], ['Ra1', 'Kb7'], ['Rd1', 'Kc8'], ['Ra1', 'Kb7'], ['Rd1', '']]",1/2-1/2
Biel,Biel,1992.??.??,3,"Lautier, Joel","Miles, Anthony J",,,B00,"[['d4', 'e6'], ['e4', 'b6'], ['Bd3', 'Bb7'], ['Nf3', 'c5'], ['c3', 'Nf6'], ['e5', 'Nd5'], ['dxc5', 'Bxc5'], ['O-O', 'Be7\n'], ['Qe2', 'Nc6'], ['Be4', 'Nc7'], ['Rd1', 'b5'], ['Nbd2', 'a6'], ['Nb3', 'Qc8'], ['Bg5', 'Bxg5'], ['Nxg5', 'h6\n'], ['Qh5', 'Nxe5'], ['Nc5', 'g6'], ['Qe2', 'd5'], ['Bxd5', 'Bxd5'], ['Qxe5', 'O-O'], ['Nge4', 'Ne8'], ['b4', 'Qc6\n'], ['Rd3', 'f6'], ['Qd4', 'Kg7'], ['f4', 'Nc7'], ['a3', 'Rae8'], ['Re1', 'e5'], ['fxe5', 'Rxe5'], ['Rde3', 'Ne6\n'], ['Nxe6+', 'Rxe6'], ['Nc5', 'Rxe3'], ['Qxe3', 'Rf7'], ['Qd4', 'Kh7'], ['Re2', 'h5'], ['a4', 'g5'], ['a5', 'h4\n'], ['Rd2', 'Qe8'], ['Kf2', 'Bc6'], ['Re2', 'Re7'], ['Qd3+', 'Kh6'], ['Rxe7', '']]",1/2-1/2
Biel,Biel,1992.??.??,4,"Georgiev, Kiril","Miles, Anthony J",,,B00,"[['d4', 'e6'], ['e4', 'b6'], ['Bd3', 'Bb7'], ['Nf3', 'c5'], ['c3', 'Nf6'], ['Qe2', 'Be7'], ['O-O', 'Nc6'], ['a3', 'Na5\n'], ['Nbd2', 'c4'], ['Bc2', 'Qc7'], ['Ne5', 'b5'], ['f4', 'O-O'], ['Ng4', 'Nxg4'], ['Qxg4', 'Nb3'], ['Rb1', 'Nxd2\n'], ['Bxd2', 'Bxe4'], ['Bxe4', 'f5'], ['Qf3', 'fxe4'], ['Qxe4', 'Rae8'], ['Rbe1', 'a6'], ['g3', 'Bf6'], ['Kg2', 'Re7\n'], ['f5', 'Rfe8'], ['Bf4', 'Qb6'], ['g4', 'h6'], ['Bg3', 'Kh8'], ['h4', 'exf5'], ['Qxf5', 'Qb7+'], ['Qf3', 'Re2+\n'], ['Rxe2', 'Rxe2+'], ['Rf2', 'Qxf3+'], ['Kxf3', 'Re1'], ['g5', 'Be7'], ['gxh6', 'gxh6'], ['Rg2', 'Rf1+\n'], ['Ke4', 'Kh7'], ['Be5', 'Bf8'], ['h5', 'Rh1'], ['Bh2', 'Re1+'], ['Kd5', 'Rh1'], ['a4', 'bxa4'], ['Kxc4', 'a3\n'], ['bxa3', 'Bxa3'], ['Be5', 'Bf8'], ['Ra2', 'Rxh5'], ['Rxa6', 'Rf5'], ['Kd5', 'h5'], ['Ke4', 'Rf1'], ['c4', 'Bg7\n'], ['Ra7', 'Rf7'], ['Bd6', 'Bf8'], ['Bb8', 'h4'], ['c5', 'Kg6'], ['Ra1', 'Kh5'], ['Rg1', 'h3'], ['Bf4', 'Be7\n'], ['Be5', 'Bf8'], ['Rg8', 'Rf1'], ['Rh8+', 'Bh6'], ['Bg7', 'Rf6'], ['Bxh6', 'Rxh6'], ['Rxh6+', 'Kxh6'], ['Kf3', '']]",1/2-1/2
Biel,Biel,1992.??.??,5,"Miles, Anthony J","Kortschnoj, Viktor",,,E11,"[['d4', 'Nf6'], ['Nf3', 'e6'], ['c4', 'Bb4+'], ['Bd2', 'c5'], ['a3', 'Bxd2+'], ['Qxd2', 'cxd4'], ['Nxd4', 'O-O'], ['Nc3', 'd5\n'], ['e3', 'e5'], ['Nf3', 'e4'], ['Nd4', 'dxc4'], ['Bxc4', 'Qc7'], ['Be2', 'Qe5'], ['Ndb5', 'Nc6'], ['Qd6', 'Rd8\n'], ['Qxe5', 'Nxe5'], ['h3', 'Be6'], ['Nc7', 'Rac8'], ['Nxe6', 'fxe6'], ['Rd1', 'Nd3+'], ['Bxd3', 'exd3\n'], ['f3', 'Nd5'], ['Kd2', 'Rc6'], ['Rc1', 'Rb6'], ['b4', 'Ne7'], ['Ne4', 'a5'], ['Rb1', 'axb4'], ['axb4', 'Nf5\n'], ['b5', 'Nh4'], ['Rb4', 'e5'], ['Nc3', 'Rg6'], ['Rg4', 'Rxg4'], ['hxg4', 'g5'], ['Ne4', 'h6'], ['Rg1', 'b6\n'], ['Nc3', 'Kf7'], ['e4', 'Rd4'], ['Nd5', 'Kg7'], ['Nxb6', 'Rb4'], ['Kxd3', 'Rxb5'], ['Nc4', 'Kg6'], ['Ke2', 'Rc5\n'], ['Ne3', 'Kh7'], ['g3', 'Ng6'], ['Ra1', 'Rc7'], ['Nf5', 'Ne7'], ['Ra5', 'Ng6'], ['Kd3', 'Rd7+'], ['Kc4', 'Rc7+\n'], ['Kd5', 'Rb7'], ['Ke6', 'Rb6+'], ['Nd6', 'Kg7'], ['Ra7+', 'Kg8'], ['Kd5', 'Rb3'], ['Nf5', 'Kh8'], ['Ke6', 'Rb6+\n'], ['Kf7', 'Kh7'], ['Rd7', 'Ra6'], ['Nd6', '']]",1-0
Biel,Biel,1992.??.??,6,"Hansen, Curt","Miles, Anthony J",,,A40,"[['d4', 'e6'], ['c4', 'Bb4+'], ['Bd2', 'Bxd2+'], ['Qxd2', 'b6'], ['Nc3', 'Bb7'], ['Nf3', 'Nh6'], ['d5', 'O-O'], ['g3', 'Na6\n'], ['Bg2', 'Nf5'], ['O-O', 'Nd6'], ['Qd4', 'Qf6'], ['Qxf6', 'gxf6'], ['Nd2', 'f5'], ['Rac1', 'c6'], ['dxc6', 'Bxc6\n'], ['Rfd1', 'Rfd8'], ['b3', 'Kf8'], ['Nf3', 'Ke7'], ['Nd4', 'Bxg2'], ['Kxg2', 'Nc5'], ['b4', 'Na6'], ['c5', 'Ne8\n'], ['c6', 'd5'], ['c7', 'Rdc8'], ['Nc6+', 'Kf6'], ['Nb5', 'Nexc7'], ['Ncxa7', 'Rd8'], ['a3', 'Nxb5'], ['Nxb5', 'Rac8\n'], ['e3', 'Nb8'], ['Na7', 'Rxc1'], ['Rxc1', 'd4'], ['exd4', 'Rxd4'], ['Rc8', 'Nd7'], ['Rd8', 'Rd6'], ['Nc8', 'Rd5\n'], ['a4', 'Ke5'], ['Ne7', 'Rd6'], ['f4+', 'Kf6'], ['Nc8', 'Rc6'], ['b5', 'Rc7'], ['Kf2', 'Rb7'], ['Ke3', 'Nc5\n'], ['Rd6', 'Nxa4'], ['Kd4', 'h5'], ['h4', 'Kg7'], ['Kc4', 'Rb8'], ['Rc6', 'Nb2+'], ['Kc3', 'Nd1+'], ['Kb4', 'Ne3\n'], ['Nxb6', 'Nf1'], ['Kc5', 'Nxg3'], ['Rc8', 'Rb7'], ['Kc6', 'Ra7'], ['Ra8', 'Re7'], ['Nc8', 'Re8'], ['b6', 'e5\n'], ['b7', '']]",1-0
Biel,Biel,1992.??.??,7,"Miles, Anthony J","Beliavsky, Alexander G",,,B14,"[['c4', 'c6'], ['e4', 'd5'], ['cxd5', 'cxd5'], ['exd5', 'Nf6'], ['Bb5+', 'Nbd7'], ['Nc3', 'g6'], ['d4', 'Bg7'], ['d6', 'exd6\n'], ['Qe2+', 'Qe7'], ['Bf4', 'Qxe2+'], ['Bxe2', 'Ke7'], ['Bf3', 'Nb6'], ['b3', 'Rb8'], ['Nb5', 'Ne8'], ['Ne2', 'a6\n'], ['Nbc3', 'Nc7'], ['O-O-O', 'h5'], ['Rhe1', 'Bg4'], ['Be4', 'Rhc8'], ['Kb1', 'Ne8'], ['h3', 'Bd7'], ['Rd3', 'Kf8\n'], ['Re3', 'Kg8'], ['Bf3', 'Bf8'], ['g4', 'hxg4'], ['hxg4', 'Nf6'], ['g5', 'Ng4'], ['Bxg4', 'Bxg4'], ['Ng3', 'Rxc3\n'], ['Rxc3', 'Nd5'], ['Rc2', 'Nxf4'], ['Re4', 'Bd1'], ['Rxf4', 'Bxc2+'], ['Kxc2', 'd5'], ['Nf1', 'Be7'], ['Rg4', 'Kf8\n'], ['Ne3', 'Rd8'], ['Kd3', 'Ba3'], ['Rg1', 'Ke7'], ['Re1', 'Kf8'], ['Ng4', 'Bd6'], ['Ne5', 'Kg7'], ['Re3', 'Re8\n'], ['Ng4', 'Rh8'], ['Rf3', 'Rh4'], ['Ne5', 'Bxe5'], ['dxe5', 'Re4'], ['Re3', 'Rf4'], ['e6', 'Kf8'], ['Re5', 'Rxf2\n'], ['Rxd5', 'Rxa2'], ['Rd7', 'fxe6'], ['Rxb7', 'Ra5'], ['Ra7', 'Rxg5'], ['Rxa6', 'Kf7'], ['b4', 'Rg1'], ['b5', 'g5\n'], ['b6', 'Rb1'], ['Kc4', 'g4'], ['Kc5', 'g3'], ['Ra2', 'Kf6'], ['Kc6', 'Kf5'], ['b7', 'e5'], ['Ra1', 'Rb2'], ['Ra2', 'Rb4\n'], ['Ra4', 'Rb1'], ['Ra1', 'Rb3'], ['Ra3', 'Rxb7']]",1/2-1/2
Biel,Biel,1992.??.??,8,"Miles, Anthony J","Shirov, Alexei",,,E97,"[['c4', 'Nf6'], ['Nf3', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['d4', 'O-O'], ['Be2', 'e5'], ['O-O', 'Nc6'], ['d5', 'Ne7\n'], ['b4', 'Nh5'], ['g3', 'f5'], ['Ng5', 'Nf6'], ['f3', 'c6'], ['Be3', 'f4'], ['Bf2', 'Ne8'], ['Qb3', 'h6'], ['Ne6', 'Bxe6\n'], ['dxe6', 'fxg3'], ['hxg3', 'Nc7'], ['Rad1', 'Kh7'], ['c5', 'd5'], ['exd5', 'cxd5'], ['Nxd5', 'Nexd5\n'], ['Bc4', 'Nxe6'], ['Bxd5', 'Nd4'], ['Bxd4', 'exd4'], ['Kg2', 'Qc7'], ['Be4', 'a5'], ['Qc2', 'axb4'], ['Bxg6+', 'Kh8\n'], ['Rh1', 'Qc6'], ['Be4', 'Qe6'], ['Rd2', 'Ra3'], ['Rh5', 'd3'], ['Qd1', 'Rxa2'], ['Bxd3', 'Rd8'], ['Bc2', 'Rxd2+\n'], ['Qxd2', 'Bf8'], ['Qd3', 'Qe7'], ['Rf5', 'Bg7'], ['Rf4', 'Bc3'], ['Re4', 'Be5'], ['Kh3', 'Qe6+'], ['g4', 'Kg7\n'], ['Rxb4', '']]",1-0
Biel,Biel,1992.??.??,9,"Karpov, Anatoly","Miles, Anthony J",,,A40,"[['d4', 'e6'], ['c4', 'Bb4+'], ['Bd2', 'Bxd2+'], ['Qxd2', 'b6'], ['Nc3', 'Bb7'], ['e4', 'Nh6'], ['f4', 'f5'], ['e5', 'Nf7\n'], ['O-O-O', 'g5'], ['Nf3', 'Rg8'], ['Be2', 'Na6'], ['h3', 'gxf4'], ['Qxf4', 'Qe7'], ['g4', 'fxg4'], ['hxg4', 'Ng5\n'], ['d5', 'Nxf3'], ['Bxf3', 'O-O-O'], ['Rh6', 'Rg7'], ['Rf6', 'exd5'], ['cxd5', 'Re8'], ['g5', 'Kb8'], ['Bh5', 'Reg8\n'], ['Bf7', 'Rc8'], ['e6', 'dxe6'], ['dxe6', 'Nb4'], ['a3', 'Nc6'], ['b4', 'Qf8'], ['Nd5', 'Qd6'], ['e7', 'Rxf7\n'], ['Rxf7', 'Qe6'], ['Rf8', 'Ne5'], ['Rxc8+', 'Bxc8'], ['Qf6', 'Qh3'], ['Qxe5', 'Qxa3+'], ['Kd2', '']]",1-0
Biel,Biel,1992.??.??,10,"Miles, Anthony J","Lautier, Joel",,,D34,"[['Nf3', 'c5'], ['c4', 'Nf6'], ['Nc3', 'e6'], ['g3', 'd5'], ['cxd5', 'exd5'], ['d4', 'Nc6'], ['Bg2', 'Be7'], ['O-O', 'O-O\n'], ['dxc5', 'Bxc5'], ['Bg5', 'd4'], ['Bxf6', 'Qxf6'], ['Nd5', 'Qd8'], ['Nd2', 'Re8'], ['Rc1', 'Bf8'], ['Nf4', 'Bg4\n'], ['Bf3', 'Bxf3'], ['Nxf3', 'Bd6'], ['Nd3', 'Qd7'], ['a3', 'Re4'], ['Re1', 'Rae8'], ['Rc2', 'h5'], ['b4', 'h4\n'], ['b5', 'Nd8'], ['a4', 'hxg3'], ['hxg3', 'Ne6'], ['Kg2', 'Nc7'], ['Rh1', 'Nd5'], ['Rh3', 'f6'], ['Qh1', 'Kf7\n'], ['Rh8', 'Qg4'], ['Rxe8', 'Rxe8'], ['Rc4', 'Rxe2'], ['Rxd4', 'Qf5'], ['Kf1', 'Re7'], ['Nh4', 'Ne3+'], ['Kg1', 'Qe6\n'], ['Qf3', 'Nc2'], ['Qh5+', 'Kg8'], ['Rg4', 'Ne1'], ['Ng6', 'Re8'], ['Qh8+', 'Kf7'], ['Nge5+', 'Ke7'], ['Qxg7+', 'Kd8\n'], ['Nf7+', 'Kc8'], ['Re4', 'Nf3+'], ['Kg2', 'Ne5'], ['Ndxe5', 'Bxe5'], ['Qg6', 'Kc7'], ['Nxe5', 'Qd5'], ['Qh7+', 'Kc8\n'], ['Kh2', 'fxe5'], ['Qf5+', 'Kb8'], ['Rh4', 'Qc5'], ['Rh5', 'Kc7'], ['Rh7+', 'Re7'], ['Rh6', 'Re8'], ['Qf7+', 'Re7\n'], ['Qf8', 'e4'], ['a5', 'e3'], ['b6+', 'axb6'], ['axb6+', 'Kd7'], ['Qf3', 'exf2'], ['Qxb7+', 'Ke8'], ['Qa8+', 'Kd7\n'], ['Qa4+', 'Kc8'], ['Rc6+', 'Kb8'], ['Rxc5', 'f1=Q'], ['Qf4+', '']]",1-0
Biel,Biel,1992.??.??,11,"Miles, Anthony J","Georgiev, Kiril",,,D61,"[['d4', 'Nf6'], ['Nf3', 'd5'], ['c4', 'e6'], ['Nc3', 'Be7'], ['Qc2', 'O-O'], ['Bg5', 'Nbd7'], ['e3', 'c5'], ['Rd1', 'cxd4\n'], ['Nxd4', 'h6'], ['cxd5', 'hxg5'], ['dxe6', 'Ne5'], ['f4', 'gxf4'], ['exf4', 'Neg4'], ['exf7+', '']]",1/2-1/2
Biel,Biel,1992.??.??,12,"Kortschnoj, Viktor","Miles, Anthony J",,,B03,"[['e4', 'Nf6'], ['e5', 'Nd5'], ['c4', 'Nb6'], ['d4', 'd6'], ['exd6', 'exd6'], ['Nc3', 'Be7'], ['Qf3', 'Nc6'], ['Be3', 'O-O\n'], ['O-O-O', 'f5'], ['g3', 'f4'], ['gxf4', 'Bf5'], ['c5', 'Nd7'], ['Bh3', 'Kh8'], ['d5', 'Ncb8'], ['cxd6', 'cxd6\n'], ['Bxf5', 'Rxf5'], ['Nge2', 'Rf7'], ['Rhg1', 'Na6'], ['Qh5', 'Qe8'], ['Nd4', 'Rc8'], ['Kb1', 'Nac5'], ['Ne6', 'Nf6\n'], ['Qh3', 'Nfe4'], ['Bd4', 'Bf6'], ['Nxe4', 'Nxe4'], ['Qe3', 'Bxd4'], ['Qxd4', 'Nf6'], ['Nxg7', 'Qe4+\n'], ['Qxe4', 'Nxe4'], ['Ne6', 'Rf5'], ['f3', 'Nf2'], ['Rd2', 'Nh3'], ['Rg4', 'h5'], ['Rh4', 'Ng1'], ['Ng5', 'Re8\n'], ['Rxh5+', 'Kg8'], ['Rg2', 'Re1+'], ['Kc2', 'Re2+'], ['Rxe2', 'Nxe2'], ['Ne4', 'Rxf4'], ['Kd2', 'Nd4\n'], ['Ke3', 'Rf5'], ['Kxd4', '']]",1-0
Biel,Biel,1992.??.??,13,"Miles, Anthony J","Hansen, Curt",,,D10,"[['d4', 'd5'], ['c4', 'c6'], ['Bf4', 'Nf6'], ['e3', 'Bf5'], ['Nc3', 'e6'], ['Qb3', 'Qc8'], ['cxd5', 'Nxd5'], ['Bg3', 'Be7\n'], ['Nf3', 'O-O'], ['Be2', 'Nd7'], ['O-O', 'N7f6'], ['Nd2', 'Rd8'], ['Rac1', 'h6'], ['Na4', 'Bb4'], ['Rfd1', 'Bxd2\n'], ['Rxd2', 'Ne4'], ['Rdd1', 'Nxg3'], ['hxg3', 'Qc7'], ['Nc5', 'Nb6'], ['Bf3', 'Bg6'], ['a4', 'Rab8'], ['a5', 'Nd7\n'], ['a6', 'Nxc5'], ['Rxc5', 'Qb6'], ['Qa3', 'Qxa6'], ['Qxa6', 'bxa6'], ['Rd2', 'Rb6'], ['Rxc6', 'Rdb8'], ['g4', 'Kf8\n'], ['g3', 'Ke8'], ['Rc7', 'Rxb2'], ['Rxb2', 'Rxb2'], ['d5', 'e5'], ['d6', 'Rb6'], ['Bc6+', 'Kd8'], ['f4', 'f6\n'], ['f5', 'Bf7'], ['Rd7+', 'Kc8'], ['Rc7+', 'Kd8'], ['Kh2', 'Bb3'], ['Rd7+', 'Kc8'], ['Rc7+', 'Kd8'], ['Rd7+', 'Kc8\n'], ['Rc7+', '']]",1/2-1/2
Biel,Biel,1992.??.??,14,"Beliavsky, Alexander G","Miles, Anthony J",,,E94,"[['d4', 'Nf6'], ['Nf3', 'g6'], ['c4', 'Bg7'], ['Nc3', 'O-O'], ['e4', 'd6'], ['Be2', 'e5'], ['O-O', 'exd4'], ['Nxd4', 'Re8\n'], ['f3', 'Nh5'], ['Be3', 'f5'], ['Qd2', 'f4'], ['Bf2', 'Be5'], ['Rfd1', 'Qf6'], ['Ndb5', 'Na6'], ['Rac1', 'Be6\n'], ['Na4', 'Rad8'], ['Nxa7', 'Nc5'], ['Nc3', 'c6'], ['b4', 'Ng3'], ['Bd4', 'Nxe2+'], ['Nxe2', 'Nd7'], ['Bf2', 'Ra8\n'], ['a4', 'g5'], ['Nd4', 'g4'], ['Nxe6', 'Qxe6'], ['fxg4', 'Qxg4'], ['Qd3', 'Kh8'], ['Qf3', 'Qg6'], ['a5', 'Rg8\n'], ['b5', 'c5'], ['b6', 'Rg7'], ['Kf1', 'Nf6'], ['Re1', 'Ng4'], ['Bg1', 'Bd4'], ['a6', 'Ne5'], ['Qh3', 'f3'], ['g3', 'f2\n'], ['Bxf2', 'Rf8'], ['Rc2', 'Ng4'], ['Ree2', 'Rgf7'], ['axb7', 'Nxf2'], ['Qc8', 'Nd3+'], ['Rf2', 'Nxf2']]",0-1
EU-chT (Men),Debrecen,1992.??.??,1,"Miles, Anthony J","Izeta Txabarri, Felix",,,A35,"[['Nf3', 'Nf6'], ['c4', 'c5'], ['Nc3', 'Nc6'], ['g3', 'd5'], ['d4', 'cxd4'], ['Nxd4', 'dxc4'], ['Nxc6', 'Qxd1+'], ['Nxd1', 'bxc6\n'], ['Bg2', 'Bd7'], ['Ne3', 'c3'], ['bxc3', 'e6'], ['Nc4', 'Nd5'], ['Bd2', 'Be7'], ['Ne5', 'Bf6'], ['Nxd7', 'Kxd7\n'], ['O-O-O', 'Kc7'], ['Kc2', 'Nb6'], ['Bf4+', 'e5'], ['Be3', 'Be7'], ['Bh3', 'Rhd8'], ['Kb3', 'Rab8'], ['Rxd8', 'Rxd8\n'], ['Bc1', 'Rd5'], ['c4', 'Rd8'], ['Bb2', 'f6'], ['Bc3', 'Bc5'], ['e3', 'g6'], ['Rb1', 'Rb8'], ['Ba5', 'Kd6\n'], ['Kc2', 'f5'], ['Bc3', 'Ke6'], ['g4', 'Rd8'], ['Ba5', 'Kf6'], ['Bb4', 'Bxb4'], ['Rxb4', 'c5'], ['Rb5', 'Rc8\n'], ['Kc3', 'Rc7'], ['Ra5', 'fxg4'], ['Bxg4', 'e4'], ['a4', 'h5'], ['Bd1', 'Nd7'], ['Ra6+', 'Kf5'], ['Bc2', 'Ne5\n'], ['Rd6', 'Rd7'], ['Rd5', 'Rxd5'], ['cxd5', 'g5'], ['h3', 'g4'], ['hxg4+', 'Nxg4'], ['Kc4', 'h4'], ['d6', 'h3\n'], ['d7', 'Ne5+'], ['Kd5', 'Nxd7'], ['Bxe4+', 'Kg4'], ['Bh1', 'Nb6+'], ['Kxc5', 'Nxa4+'], ['Kd4', 'Nb6\n'], ['e4', 'Kf4'], ['e5', 'Nc8'], ['e6', 'Ne7'], ['Kd3', 'Nf5'], ['Kc4', 'Ke5'], ['Bd5', 'Kd6'], ['Bf3', 'Kxe6\n'], ['Bg4', 'h2'], ['Bf3', 'Ke5'], ['Bg2', 'Nh6'], ['Kb5', 'Ng4'], ['Ka6', 'Nxf2'], ['Kxa7', 'Kf4'], ['Kb6', 'Kg3\n'], ['Bb7', 'Nd3'], ['Kb5', 'Kf2']]",0-1
EU-chT (Men),Debrecen,1992.??.??,3,"Miles, Anthony J","Dizdar, Goran",,,E09,"[['c4', 'e6'], ['g3', 'd5'], ['Nf3', 'Nf6'], ['Bg2', 'Be7'], ['O-O', 'O-O'], ['d4', 'c6'], ['Qc2', 'b6'], ['b3', 'Nbd7\n'], ['Rd1', 'Ba6'], ['Nbd2', 'c5'], ['Bb2', 'Rc8'], ['a4', 'Qc7'], ['cxd5', 'exd5'], ['Nh4', 'Rfe8'], ['e3', 'cxd4\n'], ['Qxc7', 'Rxc7'], ['Bxd4', 'Bb4'], ['Bf1', 'Bxf1'], ['Nxf1', 'Rc2'], ['Rac1', 'Rec8'], ['Rxc2', 'Rxc2\n'], ['f3', 'Bc5'], ['Nf5', 'g6'], ['Bxc5', 'Nxc5'], ['Nd4', 'Rb2'], ['Nd2', 'Ne8'], ['Kf1', 'Nc7'], ['Ke2', 'N7e6\n'], ['Rb1', 'Nxd4+'], ['exd4', 'Rxb1'], ['Nxb1', 'Nxb3'], ['Ke3', 'Na5'], ['Nc3', 'Nc4+'], ['Kf4', 'f6'], ['Nxd5', 'Kf7\n'], ['h4', 'Ke6'], ['Nc3', 'a6'], ['g4', 'h6'], ['d5+', 'Ke7'], ['Ke4', 'Kd6'], ['h5', 'gxh5'], ['gxh5', 'Ke7\n'], ['Na2', 'Nb2'], ['Kf5', 'Kf7'], ['Nc3', 'Nc4'], ['Kf4', 'Ke7'], ['Ne2', 'Nd6'], ['Nd4', 'Kd7'], ['Nc2', 'Ke8\n'], ['Nd4', 'Kd7'], ['Ke3', 'Nc4+'], ['Ke4', 'Nd6+'], ['Kd3', 'Kc7'], ['Kc3', 'Kd7'], ['Kb4', 'Kc7'], ['Ne6+', 'Kd7\n'], ['Nd4', 'Kc7'], ['Kb3', 'Kd7'], ['Kc3', 'Kc7'], ['Kd3', 'Kd7']]",1/2-1/2
