Sopron,Sopron,1934.??.??,?,"Szabo, Laszlo","Gereben, Erno",,,A95,"[['Nf3', 'e6'], ['c4', 'f5'], ['g3', 'Nf6'], ['Bg2', 'Be7'], ['O-O', 'O-O'], ['d4', 'd5'], ['Nc3', 'c6'], ['b3', 'Ne4'], ['Nxe4', 'fxe4\n'], ['Ne5', 'Nd7'], ['Nxd7', 'Bxd7'], ['f3', 'exf3'], ['Bxf3', 'Bf6'], ['Bb2', 'Be8'], ['e4', 'Bg6'], ['Re1', 'dxc4\n'], ['e5', 'Bg5'], ['bxc4', 'Qa5'], ['Be4', 'Bxe4'], ['Rxe4', 'Rf5'], ['Bc1', 'Bxc1'], ['Qxc1', 'Raf8'], ['Rf4', 'Qd8\n'], ['Qe3', 'Rxf4'], ['gxf4', 'Qh4'], ['Rf1', 'Qg4+'], ['Qg3', 'Qe2'], ['d5', 'Qxc4'], ['d6', 'Qd4+'], ['Kg2', 'Qd5+\n'], ['Kg1', 'Qxa2'], ['Rd1', 'Qe2'], ['Rd3', 'Rxf4'], ['Qxf4', 'Qxd3'], ['Qg5', 'Qd1+'], ['Kf2', 'Qd4+']]",1/2-1/2
Solingen,Solingen,1974.??.??,7,"Szabo, Laszlo","Eising, Johannes",,,B81,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'd6'], ['g4', 'h6'], ['Bg2', 'Nc6'], ['h3', 'Bd7\n'], ['Nde2', 'Be7'], ['Ng3', 'Qb8'], ['h4', 'd5'], ['exd5', 'Nxd5'], ['Nxd5', 'exd5'], ['O-O', 'Qc8'], ['Qxd5', 'Bxg4\n'], ['Bd2', 'O-O'], ['Bc3', 'Bb4'], ['Bxb4', 'Nxb4'], ['Qe4', 'Nc6'], ['Rfe1', 'Re8'], ['Qf4', 'Rxe1+'], ['Rxe1', 'Qd7\n'], ['c3', 'Rd8'], ['b4', 'Be6'], ['Ne4', 'b6'], ['Bf3', 'Ne7'], ['h5', 'Kf8'], ['a3', 'Nd5'], ['Qe5', 'Qc7'], ['Qxc7', '']]",1/2-1/2
Solingen,Solingen,1974.??.??,8,"Lehmann, Heinz Dr","Szabo, Laszlo",,,B54,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'e6'], ['c4', 'Nf6'], ['Nc3', 'Be7'], ['Be2', 'Nc6'], ['Be3', 'O-O\n'], ['O-O', 'Bd7'], ['Qd2', 'a6'], ['f3', 'Rb8'], ['Rfd1', 'Qc7'], ['Rac1', 'Ne5'], ['Bf1', 'Rfc8'], ['b3', 'b6\n'], ['Qf2', 'Qb7'], ['a4', 'Ng6'], ['g3', 'd5'], ['exd5', 'exd5'], ['Nxd5', 'Nxd5'], ['cxd5', 'Ne5'], ['Bg2', 'Rxc1\n'], ['Bxc1', 'Bc5'], ['Be3', 'Re8'], ['h3', 'Bxa4'], ['bxa4', 'Nc4'], ['Bc1', 'Qxd5'], ['f4', 'Qd6'], ['Kh1', 'Rd8\n'], ['Qa2', 'b5'], ['axb5', 'axb5'], ['Bb2', 'Nxb2'], ['Qxb2', 'b4'], ['Qb3', 'Bxd4'], ['Qc4', 'g6'], ['Be4', 'Kg7\n'], ['Kg2', 'Qb6'], ['Bc2', 'Qb7+'], ['Kh2', 'Qf3'], ['Qf1', 'Qc3'], ['Qe2', 'Re8'], ['Qd2', 'Qxd2+'], ['Rxd2', 'Bc3\n'], ['Rg2', 'Re3'], ['g4', 'Rf3'], ['Re2', 'Rxf4'], ['Kg2', 'Bf6'], ['Rf2', 'Rxf2+'], ['Kxf2', 'Kh6'], ['Bb3', 'Bh4+\n'], ['Kf3', 'f6'], ['Kf4', 'Bg5+'], ['Kf3', 'Bd2'], ['Bg8', 'f5'], ['Ke2', 'Bc3'], ['Kf3', 'Kg7'], ['Bb3', 'Ba1\n'], ['gxf5', 'gxf5'], ['Ke2', 'Bc3'], ['Ke3', 'Kf6'], ['Bc2', 'Ke5'], ['h4', 'Be1'], ['h5', 'h6'], ['Bd1', 'Bh4\n'], ['Ba4', 'Be7'], ['Bb3', 'Bg5+'], ['Kd3', 'Kf4'], ['Be6', 'Be7'], ['Kd4', 'Bd6'], ['Bc4', 'Kg3'], ['Kd5', 'Bf8']]",0-1
Solingen,Solingen,1974.??.??,9,"Szabo, Laszlo","Kurajica, Bojan",,,D58,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'Be7'], ['Nf3', 'Nf6'], ['Bg5', 'O-O'], ['e3', 'h6'], ['Bh4', 'b6'], ['Bd3', 'Bb7\n'], ['O-O', 'Nbd7'], ['Qe2', 'c5'], ['cxd5', 'Nxd5'], ['Bxe7', 'Qxe7'], ['Nxd5', 'Bxd5'], ['Rfd1', 'Rfd8\n'], ['e4', 'Bb7'], ['Rac1', 'Rac8'], ['Ba6', 'Bxa6'], ['Qxa6', 'Rc7'], ['b4', 'Nf6']]",1/2-1/2
Solingen,Solingen,1974.??.??,10,"Westerinen, Heikki MJ","Szabo, Laszlo",,,B40,"[['e4', 'c5'], ['Nf3', 'e6'], ['b3', 'Nf6'], ['e5', 'Nd5'], ['c4', 'Nb4'], ['Bb2', 'Be7'], ['Nc3', 'd6'], ['exd6', 'Qxd6\n'], ['Nb5', 'Qc6'], ['Be2', 'Nd7'], ['O-O', 'O-O'], ['a3', 'Na6'], ['d4', 'Nc7'], ['dxc5', 'Nxb5'], ['cxb5', 'Qxc5\n'], ['Rc1', 'Qd5'], ['Qxd5', 'exd5'], ['Rfd1', 'Bf6'], ['Bxf6', 'Nxf6'], ['Rc7', 'Rb8'], ['Nd4', 'Bd7'], ['a4', 'Rfc8\n'], ['Rdc1', 'Ne8'], ['R7c5', 'Nf6'], ['b4', 'Kf8'], ['Bd3', 'g6'], ['f3', 'Ke7'], ['Kf2', 'Kd6'], ['Ke3', 'Re8+\n'], ['Kd2', 'Ke5'], ['Nb3', 'Kd6'], ['Bb1', 'Rec8'], ['Nd4', 'b6'], ['Rxc8', 'Rxc8'], ['Rxc8', 'Bxc8'], ['Nc6', 'a6\n'], ['Na7', 'Bb7'], ['bxa6', 'Bxa6'], ['Bd3', 'Bb7'], ['Kc3', 'Ne8'], ['Kd4', 'Ng7'], ['Nb5+', 'Ke7'], ['a5', 'Ne6+\n'], ['Kc3', 'bxa5'], ['bxa5', 'Nc5'], ['Bf1', 'g5'], ['Kb4', 'Ne6'], ['Nc3', 'Kd6'], ['Na4', 'Nc7'], ['Bb5', 'Nxb5\n'], ['Kxb5', 'Bc6+'], ['Kb4', 'd4'], ['Nc5', 'g4'], ['fxg4', 'Bxg2'], ['Kb5', 'Kd5'], ['a6', 'Bf1+'], ['Kb4', 'Bxa6\n'], ['Nxa6', 'Ke4']]",1/2-1/2
Solingen,Solingen,1974.??.??,11,"Szabo, Laszlo","Clemens, Christian",,,B14,"[['e4', 'g6'], ['d4', 'c6'], ['c4', 'd5'], ['exd5', 'cxd5'], ['Nc3', 'Nf6'], ['cxd5', 'Bg7'], ['Bc4', 'O-O'], ['Nge2', 'Na6\n'], ['O-O', 'Nc7'], ['Nf4', 'a6'], ['a4', 'b6'], ['Qb3', 'Rb8'], ['Be2', 'b5'], ['axb5', 'axb5'], ['Nd3', 'Nfxd5\n'], ['Nxd5', 'Nxd5'], ['Bf3', 'Be6'], ['Nc5', 'Nc7'], ['Nxe6', '']]",1/2-1/2
Solingen,Solingen,1974.??.??,12,"Capelan, Guenter","Szabo, Laszlo",,,C84,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['d4', 'exd4'], ['O-O', 'Be7'], ['Re1', 'O-O'], ['e5', 'Ne8\n'], ['Bf4', 'f6'], ['Bxc6', 'dxc6'], ['Qxd4', 'Bg4'], ['Nbd2', 'Qxd4'], ['Nxd4', 'Rd8'], ['N4b3', 'b6'], ['Ne4', 'Kf7\n'], ['exf6', 'gxf6'], ['f3', 'Bc8'], ['Rad1', 'Nd6'], ['Rd2', 'Nxe4'], ['Rxe4', 'Rxd2'], ['Nxd2', 'Rd8'], ['Re2', 'Bd6\n'], ['Bxd6', 'cxd6'], ['Nc4', 'b5'], ['Na5', 'c5'], ['b4', 'Be6'], ['a3', 'cxb4'], ['axb4', 'Rc8'], ['Nb7', 'Ke7\n'], ['f4', 'Kd7'], ['Rd2', 'Rc6'], ['h3', 'h5'], ['Nc5+', 'Ke7'], ['Ne4', 'Bf5'], ['Ng3', 'Bxc2'], ['Nxh5', 'a5\n'], ['bxa5', 'b4'], ['Rd4', 'b3'], ['Rb4', 'Ra6'], ['Rb5', 'Kd7'], ['Nxf6+', 'Kc6'], ['Rb8', 'Rxa5'], ['Ne4', 'Ra1+\n'], ['Kf2', 'Bxe4'], ['Rxb3', 'Ra2+'], ['Ke3', 'Bxg2'], ['h4', 'Bd5'], ['Rb8', 'Kc5'], ['Rc8+', 'Bc6'], ['f5', 'd5\n'], ['Rd8', 'Ra8'], ['Rxa8', 'Bxa8'], ['h5', 'd4+'], ['Kf4', 'd3'], ['h6', 'd2'], ['h7', 'd1=Q'], ['h8=Q', 'Qf3+\n'], ['Kg5', 'Qg3+'], ['Kh6', 'Qh4+'], ['Kg7', 'Qg5+'], ['Kf7', 'Bd5+'], ['Ke8', '']]",1/2-1/2
Solingen,Solingen,1974.??.??,13,"Szabo, Laszlo","Honfi, Karoly",,,A16,"[['c4', 'Nf6'], ['Nc3', 'd5'], ['cxd5', 'Nxd5'], ['e3', 'g6'], ['Qa4+', 'c6'], ['Qd4', 'f6'], ['Nf3', 'Bg7'], ['Bc4', 'e5\n'], ['Qh4', 'Be6'], ['O-O', 'g5'], ['Qh5+', 'Bf7'], ['Qg4', 'Qd7'], ['Qxd7+', 'Nxd7'], ['Ne4', 'Bf8'], ['d4', 'g4\n'], ['Nh4', 'O-O-O'], ['Bd2', 'Be6'], ['Rac1', 'Kb8'], ['Rfd1', 'Be7'], ['Ng3', 'exd4'], ['exd4', 'N7b6\n'], ['Bb3', 'Rhe8'], ['Ngf5', 'Bf8'], ['Re1', 'Nc7'], ['Bxe6', 'Rxe6'], ['Rxe6', 'Nxe6'], ['Re1', 'Nxd4\n'], ['Nxd4', 'Rxd4'], ['Bc3', 'Rd5'], ['h3', 'g3'], ['fxg3', 'Bd6'], ['Bxf6', 'Bxg3'], ['Rf1', 'Nd7'], ['Nf5', 'Be5\n'], ['Bxe5+', 'Nxe5'], ['Ne3', 'Rd3'], ['Re1', 'Kc7'], ['Re2', 'a5'], ['Kf2', 'a4'], ['g4', 'b5'], ['Kg3', 'a3\n'], ['b3', 'c5'], ['Kf4', 'Nc6'], ['Nc2', 'b4'], ['h4', 'Nd4'], ['Nxd4', 'Rxd4+'], ['Kg5', 'Rd1'], ['h5', 'Rb1\n'], ['Re7+', 'Kb6'], ['Re6+', 'Kb5'], ['Kh6', 'Rb2'], ['g5', 'Rxa2'], ['Kxh7', 'Rh2'], ['h6', 'a2'], ['Re1', 'c4\n'], ['bxc4+', 'Ka4'], ['g6', 'b3'], ['Ra1', 'Ka3'], ['g7', 'b2'], ['g8=Q', 'bxa1=Q'], ['Qf8+', 'Kb3'], ['Qb8+', '']]",1/2-1/2
Solingen,Solingen,1974.??.??,14,"Hecht, Hans Joachim","Szabo, Laszlo",,,C42,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['Nxe5', 'd6'], ['Nf3', 'Nxe4'], ['d4', 'Be7'], ['Bd3', 'Nf6'], ['O-O', 'O-O'], ['Re1', 'Re8\n'], ['c4', 'c6'], ['Nc3', 'Bg4'], ['h3', 'Bh5'], ['Ne4', 'Nxe4'], ['Bxe4', 'Bg6'], ['Bxg6', 'hxg6']]",1/2-1/2
Solingen,Solingen,1974.??.??,15,"Szabo, Laszlo","Gerusel, Mathias",,,A13,"[['Nf3', 'Nf6'], ['c4', 'e6'], ['g3', 'd5'], ['Bg2', 'dxc4'], ['Qa4+', 'Nbd7'], ['Qxc4', 'c5'], ['Qc2', 'b6'], ['Nc3', 'Bb7\n'], ['O-O', 'Be7'], ['d4', 'cxd4'], ['Nxd4', 'Bxg2'], ['Kxg2', 'Qc8'], ['e4', 'Qb7'], ['f3', 'O-O'], ['Be3', 'Rac8\n'], ['Qe2', 'Bb4'], ['Ncb5', 'a6'], ['a3', 'Be7'], ['Nc3', 'b5'], ['Rfc1', '']]",1/2-1/2
IBM,Amsterdam,1975.??.??,1,"Jansa, Vlastimil","Szabo, Laszlo",,,B36,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nc6'], ['c4', 'Nf6'], ['Nc3', 'g6'], ['Be2', 'Nxd4'], ['Qxd4', 'Bg7\n'], ['Bg5', 'O-O'], ['Qd2', 'Be6'], ['Rc1', 'Qa5'], ['f3', 'Rfc8'], ['b3', 'Bd7'], ['O-O', 'a6'], ['f4', 'Bc6\n'], ['Qe3', 'b5'], ['e5', 'b4'], ['exf6', 'exf6'], ['Nd5', 'Bxd5'], ['Bh4', 'Re8'], ['Qd2', 'Be4'], ['f5', 'Qc5+\n'], ['Kh1', 'Bxf5'], ['Bf2', 'Qc6'], ['Bf3', 'Be4'], ['Bxe4', 'Rxe4'], ['Qxb4', 'f5'], ['Qb6', 'Rc8'], ['Qxc6', 'Rxc6\n'], ['Rfe1', 'Be5'], ['Rcd1', 'Kg7'], ['Bg3', 'Bxg3'], ['hxg3', 'Kf6'], ['Kg1', 'Ke6'], ['Kf2', 'Rc5'], ['Re2', 'Rxe2+\n'], ['Kxe2', 'Re5+'], ['Kf3', 'h5'], ['Kf2', 'Kd7'], ['Kf3', 'Kc6'], ['Rd2', 'Kc5'], ['Rd1', 'a5'], ['Rd2', 'a4\n'], ['bxa4', 'Re4'], ['Rd5+', 'Kc6'], ['Ra5', 'Rxc4'], ['Ra7', 'f6'], ['Rf7', 'Rxa4'], ['Rxf6', 'Rg4'], ['a4', 'Kd7\n'], ['Rf7+', 'Ke6'], ['Ra7', 'g5'], ['a5', 'Ra4'], ['a6', 'Ra3+'], ['Kf2', 'Ra2+'], ['Kf1', 'g4'], ['Ra8', '']]",1/2-1/2
IBM,Amsterdam,1975.??.??,2,"Szabo, Laszlo","Sosonko, Gennadi",,,E51,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'O-O'], ['Bd3', 'd5'], ['a3', 'dxc4'], ['Bxc4', 'Bd6'], ['Nf3', 'Nc6\n'], ['Nb5', 'e5'], ['dxe5', 'Nxe5'], ['Nxd6', 'Nxf3+'], ['gxf3', 'cxd6'], ['Qd4', 'Bf5'], ['Bd2', 'Qd7'], ['Bc3', 'Bg6\n'], ['Rg1', 'Qf5'], ['Rg3', 'Rfc8'], ['Rd1', 'Rc6'], ['Bd3', 'Qe6'], ['Qh4', 'Rc5'], ['Bxf6', 'Qxf6'], ['Qxf6', 'gxf6\n'], ['Bxg6', 'hxg6'], ['Rxd6', 'Rc2'], ['Rd2', 'Rxd2'], ['Kxd2', 'Rd8+'], ['Ke1', 'f5'], ['Rg1', 'Rd3'], ['Ke2', 'Rb3\n'], ['Rb1', 'f4'], ['Kd2', 'fxe3+'], ['Kc2', 'Rb5'], ['fxe3', 'Rh5']]",1/2-1/2
IBM,Amsterdam,1975.??.??,3,"Kavalek, Lubomir","Szabo, Laszlo",,,B06,"[['e4', 'g6'], ['d4', 'd6'], ['Nc3', 'c6'], ['a4', 'Bg7'], ['Be2', 'Nd7'], ['Nf3', 'Qc7'], ['Be3', 'Ngf6'], ['Nd2', 'O-O\n'], ['O-O', 'a5'], ['f4', 'Nb6'], ['g4', 'Ne8'], ['Qe1', 'f5'], ['gxf5', 'gxf5'], ['e5', 'Nd5'], ['Nxd5', 'cxd5\n'], ['c3', 'Qb6'], ['Rf3', 'Qxb2'], ['Bb5', 'Be6'], ['Rb1', 'Qc2'], ['Rc1', 'Qb2'], ['Rf2', 'Qa3'], ['Nb1', 'Qb3\n'], ['Rcc2', 'Nc7'], ['Rb2', 'Qxb2'], ['Rxb2', 'Nxb5'], ['Rxb5', 'Ra7'], ['Rb6', 'Bd7'], ['Qd1', 'Kh8'], ['Na3', 'Rg8\n'], ['Kf1', 'Bc6'], ['Nb5', 'Raa8'], ['Nc7', 'Rac8'], ['Ne6', 'Bh6'], ['Qh5', 'Rg6'], ['Ng5', 'Bxg5'], ['fxg5', 'f4\n'], ['Bxf4', 'Rf8'], ['Qg4', 'dxe5'], ['dxe5', 'd4'], ['cxd4', 'Bf3'], ['Qxf3', 'Rxb6'], ['Kg2', 'Rb4']]",1-0
IBM,Amsterdam,1975.??.??,4,"Szabo, Laszlo","Raicevic, Vladimir",,,D62,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'Nf6'], ['Bg5', 'Nbd7'], ['cxd5', 'exd5'], ['e3', 'Be7'], ['Qc2', 'O-O'], ['Bd3', 'c5\n'], ['Nf3', 'c4'], ['Be2', 'Nb6'], ['O-O', 'g6'], ['b3', 'Bf5'], ['Qb2', 'Rc8'], ['Rfc1', 'Ne4'], ['Bxe7', 'Qxe7\n'], ['bxc4', 'Nxc3'], ['Rxc3', 'Nxc4'], ['Bxc4', 'Rxc4'], ['Rxc4', 'dxc4'], ['Rc1', 'Rc8'], ['Ne5', 'f6\n'], ['Nxc4', 'Qc7'], ['d5', 'Qc5'], ['e4', 'Bxe4'], ['d6', 'Bf5'], ['Qxb7', 'Qd4'], ['h3', 'Rxc4'], ['Qb3', 'Be6\n'], ['Rxc4', 'Bxc4'], ['Qb8+', 'Kf7'], ['Qc7+', 'Ke6'], ['Qe7+', 'Kf5'], ['d7', 'Qf4'], ['Qc5+', '']]",1-0
IBM,Amsterdam,1975.??.??,5,"Gheorghiu, Florin","Szabo, Laszlo",,,D88,"[['d4', 'g6'], ['c4', 'Nf6'], ['Nc3', 'd5'], ['cxd5', 'Nxd5'], ['e4', 'Nxc3'], ['bxc3', 'Bg7'], ['Bc4', 'O-O'], ['Ne2', 'c5\n'], ['O-O', 'Nc6'], ['Be3', 'cxd4'], ['cxd4', 'Bg4'], ['f3', 'Na5'], ['Rc1', 'Nxc4'], ['Rxc4', 'Bd7'], ['Qb3', 'Qa5\n'], ['Rfc1', 'Rac8'], ['Kf2', 'Rxc4'], ['Rxc4', 'Rc8'], ['Rxc8+', 'Bxc8'], ['d5', 'Qc7'], ['Qa4', 'Bf8'], ['Qxa7', 'Qxh2\n'], ['Bf4', 'Qh4+'], ['Bg3', 'Qf6'], ['Qa5', 'Bd7'], ['Qc7', 'Bb5'], ['Be5', 'Qa6'], ['Qc2', '']]",1/2-1/2
IBM,Amsterdam,1975.??.??,6,"Makarichev, Sergey","Szabo, Laszlo",,,B66,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['Bg5', 'e6'], ['Qd2', 'a6'], ['O-O-O', 'h6\n'], ['Bf4', 'Bd7'], ['Nxc6', 'Bxc6'], ['Qe1', 'Be7'], ['e5', 'Nh5'], ['Be3', 'Qc7'], ['Be2', 'g6'], ['Bxh5', 'gxh5\n'], ['exd6', 'Bxd6'], ['f3', 'O-O-O'], ['Qf2', 'Bf4'], ['g3', '']]",1/2-1/2
IBM,Amsterdam,1975.??.??,7,"Szabo, Laszlo","Timman, Jan H",,,A69,"[['c4', 'g6'], ['Nc3', 'Bg7'], ['d4', 'd6'], ['e4', 'Nf6'], ['f4', 'c5'], ['d5', 'e6'], ['Nf3', 'O-O'], ['Be2', 'exd5'], ['cxd5', 'Re8\n'], ['e5', 'dxe5'], ['fxe5', 'Ng4'], ['Bg5', 'f6'], ['exf6', 'Bxf6'], ['Qd2', 'Bf5'], ['O-O', 'Bxg5'], ['Qxg5', 'Nd7\n'], ['h3', 'Ne3'], ['Qh6', 'Nxf1'], ['Ng5', 'Qe7'], ['d6', 'Qe3+'], ['Kxf1', 'Nf8'], ['Rd1', 'Re5'], ['d7', 'Rd8\n'], ['Bc4+', 'Be6'], ['Nxe6', 'Rf5+'], ['Nf4+', 'Kh8'], ['Nd5', 'Qe4'], ['Be2', 'Ne6'], ['Bf3', 'Qc4+'], ['Kg1', 'Nxf4\n'], ['Ne3', 'Qe6'], ['Nxf5', 'Qxf5'], ['Re1', 'Ne6'], ['Bg4', '']]",1-0
IBM,Amsterdam,1975.??.??,8,"Razuvaev, Yuri S","Szabo, Laszlo",,,B90,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['Be3', 'e5'], ['Nf3', 'Be7'], ['Bc4', 'Be6\n'], ['Bxe6', 'fxe6'], ['Ng5', 'Qd7'], ['Qf3', 'b5'], ['Qh3', 'b4'], ['Ne2', 'h6'], ['O-O', 'Rg8'], ['Nf3', 'Bf8\n'], ['Nd2', 'g5'], ['Nc4', 'Qf7'], ['Rad1', 'g4'], ['Qh4', 'Nxe4'], ['Ng3', 'Nf6'], ['Nxd6+', 'Bxd6'], ['Rxd6', 'Nbd7\n'], ['f3', 'Qe7'], ['Rc6', 'Kd8'], ['Rd1', 'gxf3'], ['gxf3', 'Nd5'], ['Qxh6', 'N7f6'], ['Bb6+', 'Ke8'], ['Rxd5', '']]",1-0
IBM,Amsterdam,1975.??.??,9,"Szabo, Laszlo","Huebner, Robert",,,B08,"[['d4', 'g6'], ['e4', 'Bg7'], ['Nf3', 'd6'], ['Nc3', 'Nf6'], ['Be2', 'O-O'], ['O-O', 'c6'], ['a4', 'a5'], ['Be3', 'Ng4\n'], ['Bg5', 'f6'], ['Bd2', 'Nh6'], ['Qc1', 'Nf7'], ['Be3', 'e6'], ['d5', 'cxd5'], ['exd5', 'e5'], ['Nd2', 'Nd7\n'], ['Nc4', 'b6'], ['Qd2', 'f5'], ['f3', 'Ba6'], ['Na3', 'Bxe2'], ['Qxe2', 'Nc5'], ['Nc4', 'e4'], ['f4', 'Bxc3\n'], ['bxc3', 'Rb8'], ['Rfb1', 'Nxa4'], ['Rxa4', 'b5'], ['Rxa5', 'bxc4'], ['Rba1', 'Qc7'], ['Ra7', 'Rb7'], ['Rxb7', 'Qxb7\n'], ['Qxc4', 'Qb2'], ['Rc1', 'Rb8'], ['h3', 'Qb7'], ['Qd4', 'Qb2'], ['Qf6', 'Rc8'], ['Rf1', 'Kf8'], ['Bd4', 'Qb7\n'], ['Ra1', 'Rc7'], ['Qg7+', 'Ke8'], ['Qg8+', 'Ke7'], ['Ra8', '']]",1-0
IBM,Amsterdam,1975.??.??,10,"Hamann, Svend","Szabo, Laszlo",,,E41,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'O-O'], ['Bd3', 'c5'], ['Nf3', 'Nc6'], ['O-O', 'Bxc3'], ['bxc3', 'd6\n'], ['e4', 'e5'], ['d5', 'Ne7'], ['Nh4', 'h6'], ['f4', 'Ng6'], ['Nxg6', 'fxg6'], ['f5', 'Bd7'], ['g4', 'g5'], ['h4', 'Nh7\n'], ['hxg5', 'Nxg5'], ['Kg2', 'Rb8'], ['a4', 'b6'], ['Rh1', 'Be8'], ['Qe2', 'a6'], ['Bd2', 'Qf6'], ['Rhb1', 'Rf7\n'], ['Be3', 'Rfb7'], ['Qd2', 'Bd7'], ['Rh1', 'Be8'], ['Kg3', 'Bf7'], ['Rh2', 'Be8'], ['Rah1', 'Kf8'], ['Rh5', 'Bxh5\n'], ['Rxh5', 'Nf7'], ['Kg2', 'g5'], ['fxg6', 'Qxg6'], ['Kg3', 'Ke7'], ['Qf2', 'Rg8'], ['Qf5', 'Rbb8'], ['Be2', 'Rbf8\n'], ['Qxg6', 'Rxg6'], ['Rf5', 'Ng5'], ['Bd3', 'Rfg8'], ['Rf1', 'Nh7'], ['Rb1', 'Rxg4+'], ['Kf3', 'Rg2'], ['Bf2', 'Rh2\n'], ['Ke3', 'Nf6']]",0-1
IBM,Amsterdam,1975.??.??,11,"Szabo, Laszlo","Uhlmann, Wolfgang",,,D86,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'd5'], ['cxd5', 'Nxd5'], ['e4', 'Nxc3'], ['bxc3', 'Bg7'], ['Bc4', 'O-O'], ['Ne2', 'Nc6\n'], ['O-O', 'b6'], ['Be3', 'Bb7'], ['Qd2', 'Na5'], ['Bd3', 'c5'], ['Bh6', 'cxd4'], ['Bxg7', 'Kxg7'], ['cxd4', 'Rc8\n'], ['Rac1', 'Qd7'], ['d5', 'e6'], ['Nf4', 'exd5'], ['Nh5+', 'gxh5'], ['Qg5+', 'Kh8'], ['Qf6+', 'Kg8']]",1/2-1/2
IBM,Amsterdam,1975.??.??,12,"Ljubojevic, Ljubomir","Szabo, Laszlo",,,B40,"[['e4', 'e6'], ['d3', 'd5'], ['Nd2', 'Nf6'], ['Ngf3', 'c5'], ['c3', 'Nc6'], ['a3', 'Be7'], ['Be2', 'O-O'], ['O-O', 'Qc7\n'], ['Qc2', 'b6'], ['b4', 'Bb7'], ['bxc5', 'bxc5'], ['Re1', 'Bd6'], ['exd5', 'exd5'], ['Nf1', 'Ne5'], ['Rb1', 'Rfe8']]",1/2-1/2
IBM,Amsterdam,1975.??.??,13,"Szabo, Laszlo","Smejkal, Jan",,,D79,"[['d4', 'Nf6'], ['Nf3', 'g6'], ['g3', 'Bg7'], ['Bg2', 'O-O'], ['O-O', 'd5'], ['c4', 'c6'], ['cxd5', 'cxd5'], ['Nc3', 'Ne4\n'], ['Nxe4', 'dxe4'], ['Ng5', 'Qxd4']]",1/2-1/2
IBM,Amsterdam,1975.??.??,14,"Bohm, Hans","Szabo, Laszlo",,,E31,"[['d4', 'e6'], ['c4', 'Nf6'], ['Nc3', 'Bb4'], ['Bg5', 'h6'], ['Bh4', 'c5'], ['d5', 'd6'], ['e3', 'Bxc3+'], ['bxc3', 'e5\n'], ['f3', 'Bf5'], ['Bd3', 'Bxd3'], ['Qxd3', 'Nbd7'], ['e4', 'Nf8'], ['Rb1', 'b6'], ['Qc2', 'Ng6'], ['Bxf6', 'Qxf6\n'], ['Qa4+', 'Ke7'], ['Ne2', 'Nf4'], ['Nxf4', 'Qxf4'], ['O-O', '']]",1/2-1/2
IBM,Amsterdam,1975.??.??,15,"Szabo, Laszlo","Ree, Hans",,,E76,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['f4', 'O-O'], ['Nf3', 'c5'], ['d5', 'b5'], ['e5', 'Nfd7'], ['Nxb5', 'dxe5\n'], ['Be2', 'e4'], ['Ng5', 'Nf6'], ['Nc3', 'h6'], ['Ngxe4', 'Nxe4'], ['Nxe4', 'Bd4'], ['Nf2', 'Nd7'], ['O-O', 'Nf6\n'], ['Kh1', 'e6'], ['Ng4', 'exd5'], ['f5', 'Ne4'], ['Bd3', 'h5'], ['cxd5', 'Ng3+'], ['hxg3', 'hxg4'], ['Bh6', 'Qxd5\n'], ['Qxg4', 'Re8'], ['Qh4', 'Bb7'], ['Rf3', 'Re5'], ['Raf1', 'Rae8'], ['fxg6', 'f6'], ['Bc4', 'Qxc4'], ['Bg7', '']]",1-0
