URS-chT,Riga,1975.??.??,?,"Velibekov, A.","Lputian, Smbat G",,,C06,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'Nf6'], ['e5', 'Nfd7'], ['Bd3', 'c5'], ['c3', 'Nc6'], ['Ne2', 'cxd4'], ['cxd4', 'f6\n'], ['exf6', 'Qxf6'], ['Nf3', 'Bd6'], ['O-O', 'O-O'], ['Bg5', 'Qf7'], ['Bh4', 'h6'], ['Bg3', 'Bxg3'], ['hxg3', 'e5\n'], ['dxe5', 'Ndxe5'], ['Nxe5', 'Nxe5'], ['Bc2', 'b6'], ['Nf4', 'Bb7'], ['Re1', 'Rae8'], ['f3', 'g5'], ['Rxe5', 'Rxe5\n'], ['Ng6', 'Rfe8'], ['Nxe5', 'Rxe5'], ['Qd3', 'Bc8'], ['g4', 'Bb7'], ['a4', 'Qe7'], ['Qg6+', 'Qg7'], ['Qd6', 'Qe7\n'], ['Qg6+', 'Qg7'], ['Qd3', 'Qc7'], ['Kf2', 'Ba6'], ['Qxa6', 'Qc5+'], ['Kg3', 'Qxc2'], ['Qxa7', 'Re2'], ['Qb8+', 'Kg7\n'], ['Kh3', 'Qxb2'], ['Qc7+', 'Kg6'], ['Rc1', 'Qf6'], ['Qc8', 'Kh7'], ['Rc6', 'Qf7'], ['Qd8', 'Re8'], ['Qd6', 'Kh8\n'], ['Rxb6', 'h5'], ['Qh6+', 'Qh7'], ['gxh5', 'Qxh6'], ['Rxh6+', 'Kg7'], ['Rd6', 'Ra8'], ['Rxd5', 'Kh6'], ['a5', 'Rf8\n'], ['Rd6+', '']]",1-0
URS-ch otbor56,Blagoveshchensk,1988.??.??,?,"Lputian, Smbat G","Anastasian, Ashot",,,E12,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'b6'], ['Nc3', 'Bb7'], ['a3', 'd5'], ['cxd5', 'Nxd5'], ['Qc2', 'Be7'], ['Bd2', 'O-O\n'], ['e4', 'Nxc3'], ['Bxc3', 'Nd7'], ['O-O-O', 'c5'], ['Bb5', 'a6'], ['Bxd7', 'Qxd7'], ['dxc5', 'Qc7'], ['Ne5', 'Bxc5\n'], ['Rd7', 'Qc8'], ['Qd3', 'Bc6'], ['Nxc6', 'Qxc6'], ['Qg3', 'e5'], ['Qxe5', 'Qh6+'], ['Kb1', 'Qg6'], ['f3', 'Qxg2\n'], ['Rhd1', 'a5'], ['h4', 'Rae8'], ['Qf4', 'f6'], ['Qf5', 'Qe2'], ['h5', 'Qe3'], ['Qg4', 'Qh6'], ['Bd2', 'g5\n'], ['Bc3', 'Rf7'], ['Rxf7', 'Kxf7'], ['Qf5', 'Be7'], ['Rd7', 'Kf8'], ['e5', 'Rd8'], ['Rxd8+', 'Bxd8'], ['Qc8', 'Ke8\n'], ['Qe6+', 'Kf8'], ['Qc8', 'Ke8'], ['Qc6+', 'Kf8'], ['exf6', 'Qxh5'], ['Qd6+', 'Ke8'], ['Qe6+', 'Kf8'], ['Qd6+', 'Ke8\n'], ['Qe6+', 'Kf8'], ['Be5', 'Qg6+'], ['Ka1', 'Qf7'], ['Qd6+', 'Ke8'], ['Qc6+', 'Kf8'], ['Bd6+', 'Kg8'], ['Qa8', '']]",1-0
URS-ch otbor56,Blagoveshchensk,1988.??.??,?,"Lputian, Smbat G","Dokhoian, Yury",,,D36,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'Be7'], ['Nf3', 'Nf6'], ['cxd5', 'exd5'], ['Bg5', 'c6'], ['Qc2', 'g6'], ['e4', 'dxe4\n'], ['Bxf6', 'Bxf6'], ['Qxe4+', 'Be6'], ['Bc4', 'Qe7'], ['Bxe6', 'Qxe6'], ['Qxe6+', 'fxe6'], ['Ne4', 'Ke7\n'], ['O-O-O', 'Na6'], ['h4', 'Bg7'], ['h5', 'gxh5'], ['Rxh5', 'Rad8'], ['Ne5', 'Nb4'], ['a3', 'Nd5'], ['Rdh1', 'Nf4\n'], ['Rxh7', 'Rxh7'], ['Rxh7', 'Kf8'], ['Ng5', 'Rxd4'], ['Ng6+', 'Nxg6'], ['Nxe6+', 'Kf7'], ['Nxd4', 'Kg8\n'], ['Rxg7+', 'Kxg7'], ['g3', 'Kf6'], ['f4', 'c5'], ['Nb5', 'a6'], ['Nd6', 'b6'], ['Kd2', 'Ne7'], ['Kd3', 'Ke6\n'], ['Ne4', 'Kf5'], ['a4', 'Nc6'], ['Nd6+', 'Ke6'], ['Ne8', 'Kd7'], ['Nf6+', 'Ke6'], ['Ne8', 'Kd7'], ['Nf6+', 'Ke6\n'], ['Ne4', 'Kf5'], ['Nc3', 'Nd4'], ['Kc4', 'Kg4'], ['Ne4', 'Nc2'], ['Kd5', 'Nb4+'], ['Ke6', 'Nc2'], ['Nd6', 'Nd4+\n'], ['Kd5', 'Kh5'], ['Nc4', 'b5'], ['axb5', 'axb5'], ['Ne5', 'Nb3'], ['g4+', 'Kh6'], ['g5+', 'Kh5'], ['Ke6', 'Nd2\n'], ['g6', 'Kh6'], ['Kf7', 'Ne4'], ['g7', '']]",1-0
URS-ch otbor56,Blagoveshchensk,1988.??.??,?,"Lputian, Smbat G","Lukin, Andrei M",,,A21,"[['d4', 'd6'], ['c4', 'e5'], ['Nf3', 'e4'], ['Nfd2', 'f5'], ['Nc3', 'Nf6'], ['e3', 'c5'], ['Be2', 'Nc6'], ['d5', 'Ne5'], ['f4', 'exf3\n'], ['Nxf3', 'Nfg4'], ['O-O', 'Be7'], ['Nxe5', 'Nxe5'], ['e4', 'O-O'], ['Bf4', 'Ng6'], ['exf5', 'Nxf4'], ['Rxf4', 'Bxf5\n'], ['Bg4', 'Bg6'], ['Rxf8+', 'Qxf8'], ['Qe2', 'Bf6'], ['Nb5', 'Be5'], ['Rf1', '']]",1/2-1/2
URS-ch otbor56,Blagoveshchensk,1988.??.??,?,"Kaidanov, Grigory S","Lputian, Smbat G",,,D32,"[['c4', 'e6'], ['Nf3', 'd5'], ['d4', 'c5'], ['cxd5', 'exd5'], ['Nc3', 'Nc6'], ['e3', 'Nf6'], ['Be2', 'cxd4'], ['Nxd4', 'Bd6\n'], ['O-O', 'O-O'], ['b3', 'Be5'], ['Nxc6', 'bxc6'], ['Bb2', 'c5'], ['Rc1', 'Be6'], ['Qd2', 'd4'], ['Na4', 'Qd6\n'], ['Nxc5', 'Bxh2+'], ['Kh1', 'dxe3'], ['Qxd6', 'Bxd6'], ['Nxe6', 'fxe6'], ['Bf3', 'exf2'], ['Rxf2', 'Rac8\n'], ['Rcf1', 'e5'], ['Be2', 'h6'], ['Bc4+', 'Kh7'], ['Rd2', 'Bc7'], ['Re2', 'Ng4'], ['Rc1', 'Nf2+'], ['Rxf2', 'Rxf2\n'], ['Bxe5', 'Bxe5'], ['Bd3+', 'g6'], ['Rxc8', 'Rxa2'], ['g4', 'Rh2+'], ['Kg1', 'Rh3'], ['Bc4', 'Rg3+'], ['Kf1', 'Rxg4\n'], ['Re8', 'Rf4+'], ['Ke2', 'Bd4'], ['Re7+', 'Kh8'], ['Bd3', 'Rf2+'], ['Ke1', 'Rf6'], ['Rd7', 'Bc5'], ['Rd8+', 'Kg7\n'], ['Rd7+', 'Rf7'], ['Rd5', 'Bb4+'], ['Ke2', 'h5'], ['Rb5', 'a5'], ['Be4', 'Rf6'], ['Bf3', 'Kh6'], ['Kf2', 'g5\n'], ['Kg2', 'g4'], ['Be2', 'Be1'], ['Re5', 'Bc3'], ['Rd5', 'Re6'], ['Bd3', 'Re5'], ['Rd6+', 'Kg5'], ['Rg6+', 'Kh4\n'], ['Rh6', 'Rd5']]",0-1
URS-ch otbor56,Blagoveshchensk,1988.??.??,?,"Lputian, Smbat G","Kovalev, Andrei",,,E94,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Be2', 'O-O'], ['Nf3', 'e5'], ['O-O', 'Nbd7'], ['Qc2', 'c6\n'], ['Rd1', 'Qe7'], ['d5', 'a5'], ['a3', 'Nc5'], ['Be3', 'Na6'], ['Na4', 'Ng4'], ['Bg5', 'f6'], ['Bd2', 'f5'], ['dxc6', 'bxc6\n'], ['Nb6', 'Qa7'], ['Bxa5', 'Rb8'], ['Rxd6', 'Rxb6'], ['c5', 'Rb8'], ['b4', 'fxe4'], ['Ng5', 'Kh8'], ['Nxe4', 'Nf6\n'], ['Nxf6', 'Rxf6'], ['Bb6', 'Qb7'], ['Rd8+', 'Rf8'], ['Rxf8+', 'Bxf8'], ['Bxa6', 'Qxa6'], ['Bc7', 'Rb7\n'], ['Bxe5+', 'Bg7'], ['Qc3', 'h6'], ['h3', 'Kh7'], ['a4', 'Be6'], ['Bxg7', 'Rxg7'], ['Qe5', 'Qc4'], ['Rd1', 'Bd5\n'], ['Qd4', 'Qe2'], ['b5', 'Bb3'], ['Rb1', 'Qc2'], ['Ra1', 'Rf7'], ['b6', 'Bc4'], ['a5', 'Ba6'], ['Re1', 'Be2\n'], ['f3', 'Bc4'], ['Re8', 'Rg7'], ['Ra8', 'Qa2'], ['Ra7', 'Rf7'], ['b7', 'Qb1+'], ['Kh2', 'Rxb7'], ['Rxb7+', 'Qxb7\n'], ['Qxc4', 'Qc7+'], ['f4', 'Qxa5'], ['Qf7+', 'Kh8'], ['Qf6+', 'Kh7'], ['Qxc6', 'h5'], ['Qd7+', 'Kh6'], ['Qe8', 'Qa1\n'], ['c6', 'h4'], ['c7', 'Qf6'], ['Qe5', 'Qf8'], ['Kh1', 'Kh7'], ['Qg5', '']]",1-0
URS-ch otbor56,Blagoveshchensk,1988.??.??,?,"Novikov, Igor A","Lputian, Smbat G",,,D82,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'd5'], ['Bf4', 'Bg7'], ['e3', 'c5'], ['dxc5', 'Qa5'], ['Qa4+', 'Qxa4'], ['Nxa4', 'O-O\n'], ['Nf3', 'Ne4'], ['cxd5', 'Bd7'], ['Bd3', 'Bxa4'], ['Bxe4', 'Nd7'], ['O-O', 'Nxc5'], ['Nd2', 'Bb5'], ['Rfe1', 'Bd3\n'], ['Bxd3', 'Nxd3'], ['Re2', 'Rfd8'], ['Nf3', 'Rxd5'], ['Bg5', 'e6'], ['Rd1', 'h6'], ['e4', 'Nxb2'], ['Rxd5', 'exd5\n'], ['Bf4', 'Nd3'], ['Bd6', 'Rc8'], ['h3', 'Nc1'], ['Re1', 'dxe4'], ['Rxe4', 'Nxa2'], ['Ra4', 'Nc3']]",0-1
URS-ch otbor56,Blagoveshchensk,1988.??.??,?,"Yermolinsky, Alex","Lputian, Smbat G",,,D85,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'd5'], ['cxd5', 'Nxd5'], ['e4', 'Nxc3'], ['bxc3', 'Bg7'], ['Nf3', 'c5'], ['Rb1', 'O-O\n'], ['Be2', 'cxd4'], ['cxd4', 'Qa5+'], ['Bd2', 'Qxa2'], ['O-O', 'b6'], ['Qc1', 'Bb7'], ['Bc4', 'Qa4'], ['Bb5', 'Qa2\n'], ['Bc4', 'Qa4'], ['Bb5', 'Qa2'], ['Bc4', '']]",1/2-1/2
Dortmund-A,Dortmund,1988.??.??,?,"Wilder, Michael","Lputian, Smbat G",,,C00,"[['e4', 'e6'], ['d3', 'd5'], ['Nd2', 'Nf6'], ['Ngf3', 'Nc6'], ['c3', 'a5'], ['Qc2', 'e5'], ['Be2', 'Be7'], ['h3', 'O-O\n'], ['g4', 'a4'], ['Nf1', 'd4'], ['Ng3', 'a3'], ['Kf1', 'Be6'], ['Kg2', 'Nd7'], ['cxd4', 'exd4'], ['bxa3', 'Nb6\n'], ['Nh5', 'Bxa3'], ['Nf4', 'Nb4'], ['Qd2', 'c5'], ['Bxa3', 'Rxa3'], ['Rhc1', 'Qd6'], ['e5', 'Qe7'], ['Nh5', 'N6d5\n'], ['Rxc5', 'Qxc5'], ['Qg5', 'g6'], ['Qh6', 'gxh5'], ['Ng5', 'Re8'], ['Nxh7', 'Nxd3'], ['Bxd3', 'Rxd3'], ['Kh2', 'Qc3\n'], ['Rc1', 'Rxh3+']]",0-1
Dortmund-A,Dortmund,1988.??.??,?,"Pinter, Jozsef","Lputian, Smbat G",,,D34,"[['d4', 'e6'], ['c4', 'd5'], ['Nc3', 'c5'], ['cxd5', 'exd5'], ['Nf3', 'Nc6'], ['g3', 'Nf6'], ['Bg2', 'Be7'], ['O-O', 'O-O\n'], ['Bg5', 'c4'], ['Ne5', 'Be6'], ['f4', 'Ng4'], ['Bxe7', 'Nxe7'], ['Qd2', 'f6'], ['Nxg4', 'Bxg4'], ['Rfe1', 'Qd7\n'], ['e4', 'dxe4'], ['Nxe4', 'Rac8'], ['Nf2', 'Bh5'], ['d5', 'Rcd8'], ['Ne4', 'Nxd5'], ['Nc5', 'Qd6'], ['Ne6', 'Qb6+\n'], ['Qf2', 'Qxf2+'], ['Kxf2', 'Nb4'], ['Nxd8', 'Rxd8'], ['Re7', 'b5'], ['g4', 'Bxg4'], ['a4', 'Nc2'], ['Rc1', 'Rd2+\n'], ['Kg3', 'Kf8'], ['Rxa7', 'Ne3'], ['Be4', 'Bd1'], ['Ra8+', 'Kf7'], ['Rxd1', 'Nxd1'], ['axb5', 'Rxb2'], ['Bd5+', 'Kg6\n'], ['Bxc4', 'Nc3'], ['Bd3+', 'f5'], ['Ra6+', 'Kh5'], ['Rc6', 'Nxb5'], ['Bxf5', '']]",1/2-1/2
Dortmund-A,Dortmund,1988.??.??,?,"Mainka, Romuald","Lputian, Smbat G",,,B32,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'e5'], ['Nb5', 'd6'], ['c4', 'Be6'], ['N1c3', 'a6'], ['Na3', 'Rc8\n'], ['Be2', 'Nd4'], ['Be3', 'Nxe2'], ['Qxe2', 'Be7'], ['O-O', 'Nf6'], ['f3', 'O-O'], ['Nd5', 'h6'], ['Rfd1', 'Nxd5\n'], ['cxd5', 'Bd7'], ['Nc4', 'Bb5'], ['Rdc1', 'Bg5'], ['b3', 'Bxc4'], ['bxc4', 'Bxe3+'], ['Qxe3', 'Rc5'], ['a4', 'Qc7\n'], ['a5', 'f5'], ['Qb3', 'fxe4'], ['fxe4', 'Rxa5'], ['Rxa5', 'Qxa5'], ['Rb1', 'Qd2'], ['h3', 'Qd4+'], ['Kh1', 'Qxe4\n'], ['Qxb7', 'Qxc4']]",0-1
Dortmund-A,Dortmund,1988.??.??,?,"Lputian, Smbat G","Popovic, Petar",,,E18,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'b6'], ['g3', 'Bb7'], ['Bg2', 'Be7'], ['O-O', 'O-O'], ['Nc3', 'Ne4'], ['Nxe4', 'Bxe4\n'], ['Ne1', 'Bxg2']]",1/2-1/2
Dortmund-A,Dortmund,1988.??.??,?,"Lputian, Smbat G","Olafsson, Helgi",,,A21,"[['d4', 'd6'], ['c4', 'e5'], ['Nf3', 'e4'], ['Ng1', 'f5'], ['Nc3', 'Nf6'], ['Bg5', 'Be7'], ['e3', 'O-O'], ['Nge2', 'c6\n'], ['Nf4', 'Ng4'], ['Bxe7', 'Qxe7'], ['h4', 'Nd7'], ['Qd2', 'a6'], ['a4', 'b6'], ['Be2', 'Ndf6'], ['a5', 'b5\n'], ['cxb5', 'cxb5'], ['Ncd5', 'Nxd5'], ['Nxd5', 'Qd8'], ['g3', 'Ra7'], ['Rc1', 'Raf7'], ['Bd1', 'Kh8'], ['Nf4', 'Bd7\n'], ['Qb4', 'Rf6'], ['Rc3', 'Rh6'], ['Rf1', 'Nh2'], ['Rg1', 'Qb8'], ['Kd2', 'Rhf6'], ['Rh1', 'Ng4'], ['Bxg4', 'fxg4\n'], ['Rhc1', 'R8f7'], ['Rc7', 'h6'], ['h5', 'Kh7'], ['Ke1', 'Bf5'], ['R7c6', 'Ra7'], ['Nd5', 'Re6'], ['Nc7', 'Rf6\n'], ['Nd5', 'Re6'], ['Rc8', 'Qb7'], ['R1c7', 'Qxd5'], ['Rxa7', 'Qa2'], ['Rc1', 'Rf6'], ['Qa3', 'Qd5'], ['Rcc7', 'Be6\n'], ['Rxg7+', 'Kh8'], ['Rh7+', 'Kg8'], ['Rhb7', 'Bf7'], ['Qc3', 'Qxh5'], ['Qc8+', 'Kg7'], ['Rxf7+', 'Rxf7\n'], ['Rxf7+', 'Kxf7'], ['Qd7+', 'Kg8'], ['Qe6+', 'Kg7'], ['Qxe4', 'd5'], ['Qe7+', 'Kg8'], ['Qe6+', 'Kg7\n'], ['Kd2', 'Qh1'], ['Qxg4+', 'Kh7'], ['Qd7+', 'Kg8'], ['Qe6+', 'Kg7'], ['Qxa6', 'Qf3'], ['Qb7+', 'Kg6'], ['Qc6+', 'Kg5\n'], ['Kc3', 'Qxf2'], ['Qxd5+', 'Kg4'], ['Qd7+', 'Kxg3'], ['Qg7+', 'Kh2'], ['Qxh6+', 'Kg1'], ['Qg5+', 'Kh1\n'], ['Qh5+', 'Kg2'], ['Qg4+', 'Kh1'], ['Qd1+', 'Kg2'], ['Qd2', 'b4+'], ['Kd3', '']]",1-0
Dortmund-A,Dortmund,1988.??.??,?,"Lputian, Smbat G","Lau, Ralf",,,D88,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'd5'], ['cxd5', 'Nxd5'], ['e4', 'Nxc3'], ['bxc3', 'Bg7'], ['Bc4', 'c5'], ['Ne2', 'Nc6\n'], ['Be3', 'O-O'], ['O-O', 'cxd4'], ['cxd4', 'b6'], ['Rc1', 'Bb7'], ['h4', 'Na5'], ['Bd3', 'Qd7'], ['h5', 'Rfc8\n'], ['h6', 'Rxc1'], ['Qxc1', 'Rc8'], ['Qb1', 'Bf8'], ['d5', 'Nc4'], ['Bxc4', 'Rxc4'], ['Nd4', 'Bxh6'], ['Qd3', 'Qa4\n'], ['Bxh6', 'Rxd4'], ['Qg3', '']]",1-0
Dortmund-A,Dortmund,1988.??.??,?,"Lputian, Smbat G","Kindermann, Stefan",,,E16,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'Bb4+'], ['Nbd2', 'O-O'], ['a3', 'Be7'], ['g3', 'b6'], ['Bg2', 'Bb7'], ['O-O', 'c5\n'], ['b3', 'cxd4'], ['Bb2', 'd6'], ['Bxd4', 'a6'], ['b4', 'Nbd7'], ['Qb1', 'Qc7'], ['Qb2', 'Rac8'], ['Rac1', 'Rfd8\n'], ['Rfe1', 'Qb8'], ['Qb1', 'Ba8'], ['Bf1', 'Ng4'], ['h3', 'Nge5'], ['Bg2', 'Bf6'], ['Red1', 'Nxf3+'], ['Nxf3', 'Bxd4\n'], ['Rxd4', 'Nf6']]",1/2-1/2
Dortmund-A,Dortmund,1988.??.??,?,"Lputian, Smbat G","Hansen, Curt",,,D87,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'd5'], ['cxd5', 'Nxd5'], ['e4', 'Nxc3'], ['bxc3', 'Bg7'], ['Bc4', 'c5'], ['Ne2', 'O-O\n'], ['O-O', 'Nc6'], ['Be3', 'Bg4'], ['f3', 'Na5'], ['Bxf7+', 'Rxf7'], ['fxg4', 'Rxf1+'], ['Kxf1', 'Qd6'], ['Kg1', 'Qe6\n'], ['Qd3', 'Qc4'], ['Qxc4+', 'Nxc4'], ['Bg5', 'e5'], ['d5', 'b5'], ['Rb1', 'Rb8'], ['Kf2', 'a5'], ['Nc1', 'h6\n'], ['Be3', 'Nxe3'], ['Kxe3', 'c4'], ['Ne2', 'Bf8'], ['Ng1', 'Bc5+'], ['Ke2', 'Bxg1'], ['Rxg1', 'Kf7'], ['a3', 'Ke7\n'], ['Rb1', 'Rb6'], ['Kd2', 'Kd6'], ['Rf1', 'Kc5'], ['Rf8', 'b4'], ['axb4+', 'axb4'], ['Rc8+', 'Kb5'], ['cxb4', 'Kxb4\n'], ['Rc6', 'Rb7'], ['Rxg6', 'Kc5'], ['Rc6+', 'Kd4'], ['d6', 'Rf7'], ['Ke2', 'c3'], ['Rc7', 'Rf6'], ['d7', 'Rd6\n'], ['g3', '']]",1-0
Dortmund-A,Dortmund,1988.??.??,?,"Hort, Vlastimil","Lputian, Smbat G",,,C17,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Bb4'], ['e5', 'c5'], ['a3', 'Ba5'], ['Bd2', 'cxd4'], ['Nb5', 'Bc7'], ['f4', 'Nh6\n'], ['Bd3', 'a6'], ['Nxd4', 'Nc6'], ['c3', 'Nxd4'], ['cxd4', 'Bd7'], ['Nf3', 'Bb5'], ['Bxb5+', 'axb5'], ['Qb3', 'Qd7\n'], ['Bb4', 'Bb6'], ['Rc1', 'Nf5'], ['Qd3', 'h5'], ['O-O', 'f6'], ['Bc5', 'Ba5'], ['g3', 'Kf7'], ['Kh1', 'Rac8\n'], ['Nh4', 'Nxh4']]",1/2-1/2
Dortmund-A,Dortmund,1988.??.??,?,"Eingorn, Vereslav S","Lputian, Smbat G",,,D58,"[['d4', 'e6'], ['c4', 'd5'], ['Nf3', 'Nf6'], ['Nc3', 'Be7'], ['Bg5', 'h6'], ['Bh4', 'O-O'], ['e3', 'b6'], ['Be2', 'Bb7\n'], ['Bxf6', 'Bxf6'], ['cxd5', 'exd5'], ['b4', 'c5'], ['bxc5', 'bxc5'], ['Rb1', 'Bc6'], ['O-O', 'Nd7'], ['Bb5', 'Qc7\n'], ['Qa4', 'Nb6'], ['Qa5', 'cxd4'], ['exd4', 'Rfc8'], ['Ba6', 'Nc4']]",1/2-1/2
Dortmund-A,Dortmund,1988.??.??,?,"King, Daniel J","Lputian, Smbat G",,,C17,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Bb4'], ['e5', 'c5'], ['a3', 'Ba5'], ['dxc5', 'Bxc3+'], ['bxc3', 'Ne7'], ['Qg4', 'O-O\n'], ['Bd3', 'Nd7'], ['Nf3', 'f5'], ['exf6', 'Nxf6'], ['Qh4', 'Qc7'], ['Bf4', 'Qxc5'], ['Be5', 'Nf5'], ['Qh3', 'h6\n'], ['g4', 'Nd7'], ['O-O', 'Nh4'], ['Qxh4', 'Rxf3'], ['Bd4', 'Qd6'], ['Be2', 'Rf8'], ['f4', 'Rxf4'], ['Rxf4', 'Qxf4\n'], ['Rf1', 'Qg5'], ['Qxg5', 'hxg5'], ['Be3', 'Ne5'], ['Bxg5', 'Bd7'], ['Bf4', 'Nf7'], ['Be3', 'Rc8'], ['c4', 'b6\n'], ['cxd5', 'exd5'], ['Bd1', 'Rc4'], ['Rf4', 'Rc3'], ['Bc1', 'Nd6'], ['Rd4', 'Be6'], ['Rd3', 'Rc4'], ['h3', 'Bf7\n'], ['Bb2', 'Rc8'], ['Kf2', 'Ne4+'], ['Kg2', 'g5'], ['Rd4', 'Kf8'], ['Rd3', 'Ke7'], ['Bd4', 'Bg6'], ['Re3', 'Kd6\n'], ['c3', 'Nd2'], ['Be2', 'Rg8'], ['h4', 'gxh4']]",1/2-1/2
EUCup f,Rotterdam,1988.??.??,?,"Lputian, Smbat G","Van der Wiel, John TH",,,D13,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'Nf6'], ['Nc3', 'e6'], ['cxd5', 'cxd5'], ['Bg5', 'Nc6'], ['e3', 'h6'], ['Bh4', 'Be7\n'], ['Bd3', 'O-O'], ['Rc1', 'Ne8'], ['Bg3', 'f5'], ['Bb5', 'Bd7'], ['Bxc6', 'Bxc6'], ['Ne5', 'Qb6'], ['Ng6', 'Rf7\n'], ['Nxe7+', 'Rxe7'], ['Qb3', 'Qxb3'], ['axb3', 'Rd8'], ['f3', 'Nd6'], ['Kf2', 'Nf7'], ['h4', 'Ree8'], ['h5', 'Rc8\n'], ['Rc2', 'Bd7'], ['Ra1', 'a6'], ['Rac1', 'Rc6'], ['Na4', 'Rec8'], ['Rc5', 'Rxc5'], ['Rxc5', 'Rxc5'], ['Nxc5', 'Bc8\n'], ['Bc7', 'Ng5'], ['Kg3', 'Nh7'], ['Kf4', 'Kf7'], ['Bd8', 'Ke8'], ['Ba5', 'Ke7'], ['Bb4', 'Kf6'], ['Be1', 'Nf8\n'], ['Bh4+', 'g5+'], ['hxg6', 'Kg7'], ['Bd8', 'Nxg6+'], ['Kg3', 'Kf7'], ['Bc7', 'Nf8'], ['Kh4', 'Kg6'], ['Bd6', 'Nh7\n'], ['Be7', 'Ng5'], ['Kg3', 'Nf7'], ['Kf2', 'Nh8'], ['Bf8', 'h5'], ['Be7', 'Kf7'], ['Bg5', 'Ng6'], ['Ke2', 'Nf8\n'], ['Kd2', 'e5'], ['Nd3', 'e4'], ['Ne5+', 'Kg7'], ['Kc3', 'Ng6'], ['f4', 'Nxe5'], ['dxe5', 'Kf7'], ['Kd4', 'Ke6\n'], ['Kc5', 'Bd7'], ['Bh4', 'Bb5'], ['Be1', 'Bf1'], ['g3', 'Be2'], ['Kb6', 'Bd1'], ['Kxb7', 'Be2'], ['Bc3', 'Bd3\n'], ['Bd4', 'Be2']]",1/2-1/2
EUCup f,Rotterdam,1988.??.??,?,"Lputian, Smbat G","Huebner, Robert",,,D27,"[['d4', 'd5'], ['c4', 'dxc4'], ['Nf3', 'Nf6'], ['e3', 'e6'], ['Bxc4', 'c5'], ['O-O', 'a6'], ['a4', 'Nc6'], ['Qe2', 'Qc7\n'], ['Nc3', 'Bd6'], ['Rd1', 'O-O'], ['h3', 'Re8'], ['dxc5', 'Bxc5'], ['e4', 'Nd7'], ['Ba2', 'b6'], ['e5', 'Ndxe5\n'], ['Bf4', 'f6'], ['Rac1', 'Bb7'], ['Nxe5', 'fxe5'], ['Bg3', 'Rad8'], ['Ne4', 'Rxd1+'], ['Rxd1', 'Nd4'], ['Qh5', 'Qf7\n'], ['Qxf7+', 'Kxf7'], ['Re1', 'Bxe4'], ['Rxe4', 'Nc6'], ['Bxe5', '']]",1/2-1/2
EUCup f,Rotterdam,1988.??.??,?,"Horvath, Jozsef","Lputian, Smbat G",,,D94,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'd5'], ['Nf3', 'Bg7'], ['e3', 'O-O'], ['Bd2', 'e6'], ['Bd3', 'c5'], ['cxd5', 'Nxd5\n'], ['Nxd5', 'Qxd5'], ['Qb3', 'Qxb3'], ['axb3', 'cxd4'], ['Nxd4', 'Bxd4'], ['exd4', 'Nc6'], ['Bc3', 'Rd8\n'], ['O-O-O', 'Ne7'], ['h4', 'Bd7'], ['h5', 'g5'], ['h6', 'Nd5'], ['Rde1', 'Rac8'], ['Kd2', 'Re8'], ['g3', 'Bc6\n'], ['Rh5', 'f6'], ['f4', 'b5'], ['Ba5', 'gxf4'], ['gxf4', 'Nxf4'], ['Rc5', 'Nxd3']]",1/2-1/2
