Tashkent,Tashkent,1985.??.??,?,"Serper, Grigory","Egin, Vladimir",,,C62,"[['e4', 'e5'], ['Nf3', 'd6'], ['Nc3', 'Nc6'], ['d4', 'exd4'], ['Nxd4', 'g6'], ['Bb5', 'Bd7'], ['O-O', 'Bg7'], ['Bxc6', 'bxc6\n'], ['f4', 'c5'], ['Nde2', 'f5'], ['exf5', 'gxf5'], ['Ng3', 'Ne7'], ['Re1', 'O-O'], ['Nh5', 'Bh8'], ['Be3', 'Bc6\n'], ['Bf2', 'Qe8'], ['Bh4', 'Qg6'], ['Ng3', 'Bd4+'], ['Kh1', 'Nc8'], ['Qd3', 'Qg4'], ['Bg5', 'h6'], ['Re6', 'hxg5\n'], ['Rg6+', 'Kh7'], ['Rxg5', 'Qxf4'], ['Nxf5', 'Bxg2+'], ['Rxg2', 'Qxf5'], ['Ne4', 'Ne7'], ['c3', 'Ng6\n'], ['Ng5+', 'Kh6']]",0-1
New York CITS,New York,1996.??.??,4,"Benjamin, Joel","Serper, Grigory",,,B22,"[['e4', 'c5'], ['c3', 'd5'], ['exd5', 'Qxd5'], ['d4', 'Nf6'], ['Nf3', 'e6'], ['Be2', 'Nc6'], ['O-O', 'Be7'], ['c4', 'Qd8\n'], ['dxc5', 'Qxd1'], ['Rxd1', 'Bxc5'], ['Nc3', 'O-O'], ['a3', 'b6'], ['b4', 'Be7'], ['Bf4', 'Bb7'], ['Nb5', 'Rad8\n'], ['Bc7', 'Rxd1+'], ['Rxd1', 'Rc8'], ['Bf4', 'Ba8'], ['Ne5', 'Nxe5'], ['Nxa7', 'Rc7'], ['Nb5', 'Rxc4'], ['Bxe5', 'Rc2\n'], ['Bd3', 'Rc8'], ['Na7', 'Rf8'], ['Rc1', 'Nd5'], ['Rc8', 'Bb7'], ['Rxf8+', 'Kxf8'], ['Be4', 'f6'], ['Bb2', 'h6\n'], ['Bf3', 'e5'], ['Nb5', 'Ba6'], ['Na7', 'Bb7'], ['Nb5', 'Ba6'], ['Na7', 'Bb7'], ['Nb5', 'Ba6'], ['Na7', 'Bb7\n'], ['Nb5', 'Ba6'], ['Na7', '']]",1/2-1/2
New York CITS,New York,1996.??.??,5,"Serper, Grigory","Kortschnoj, Viktor",,,A29,"[['c4', 'Nf6'], ['Nc3', 'e5'], ['Nf3', 'Nc6'], ['g3', 'Bb4'], ['Bg2', 'O-O'], ['O-O', 'Re8'], ['Nd5', 'Bc5'], ['d3', 'Nxd5\n'], ['cxd5', 'Nd4'], ['Nd2', 'd6'], ['e3', 'Nf5'], ['Nc4', 'a5'], ['Bd2', 'a4'], ['b4', 'Bb6'], ['Na5', 'Qd7'], ['Qc2', 'h5\n'], ['Rac1', 'h4'], ['Qc4', 'Qe7'], ['Qc2', 'hxg3'], ['hxg3', 'g6'], ['Qxa4', 'Kg7'], ['Qc2', 'Rh8'], ['Nc4', 'Qg5\n'], ['Nxb6', 'Qh5'], ['Rfe1', 'Qh2+'], ['Kf1', 'Nxg3+'], ['fxg3', 'Bh3'], ['Bxh3', 'Qxh3+'], ['Kf2', 'Qf5+']]",0-1
New York CITS,New York,1996.??.??,6,"Adams, Michael","Serper, Grigory",,,B66,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['Bg5', 'e6'], ['Qd2', 'a6'], ['O-O-O', 'h6\n'], ['Be3', 'Be7'], ['f4', 'Nxd4'], ['Bxd4', 'b5'], ['Qe3', 'Bb7'], ['Bxf6', 'gxf6'], ['Bd3', 'Qa5'], ['Kb1', 'b4\n'], ['Ne2', 'Qc5'], ['Nd4', 'h5'], ['Qe2', 'a5'], ['Bb5+', 'Kf8'], ['Bc4', 'Qb6'], ['g4', 'hxg4'], ['Qxg4', 'f5\n'], ['Nxe6+', 'fxe6'], ['Qg6', 'Qc7'], ['Qxe6', 'Ke8'], ['Rhg1', 'Bxe4'], ['Rg7', 'Kd8'], ['Rxe7', 'Qxe7\n'], ['Rxd6+', 'Qxd6'], ['Qxd6+', 'Ke8'], ['Qe5+', '']]",1-0
New York op,New York,1996.??.??,6,"Serper, Grigory","Fishbein, Alexander",,,E70,"[['c4', 'Nf6'], ['Nc3', 'g6'], ['e4', 'd6'], ['d4', 'Bg7'], ['Nge2', 'O-O'], ['Ng3', 'c5'], ['d5', 'e6'], ['Be2', 'exd5\n'], ['exd5', 'Re8'], ['O-O', 'Nbd7'], ['Bf4', 'Ne5'], ['Qd2', 'a6'], ['a4', 'Qa5'], ['Rfe1', 'Bg4'], ['Bf1', 'Nh5\n'], ['Nxh5', 'Bxh5'], ['Ne4', 'Qd8'], ['h3', 'f6'], ['Bxe5', 'Rxe5'], ['f4', 'Re8'], ['Nf2', 'g5'], ['f5', 'Bf7\n'], ['Bd3', 'Rxe1+'], ['Rxe1', 'Qd7'], ['a5', 'Qc7'], ['Bc2', 'Re8'], ['Re6', 'Bxe6'], ['dxe6', 'Bf8'], ['Ne4', 'Be7\n'], ['h4', 'gxh4'], ['Qh6', 'Qxa5'], ['Qxh4', 'Qa1+'], ['Kh2', 'Qxb2'], ['Qh5', 'Rf8'], ['Bd3', 'Qd4'], ['Qf3', 'b5\n'], ['cxb5', 'c4'], ['Bf1', 'd5']]",0-1
New York CITS,New York,1996.??.??,7,"Serper, Grigory","Sokolov, Ivan",,,A24,"[['c4', 'e5'], ['g3', 'Nf6'], ['Bg2', 'd6'], ['Nc3', 'g6'], ['e4', 'c6'], ['Nge2', 'Bg7'], ['d3', 'a6'], ['O-O', 'b5'], ['cxb5', 'axb5\n'], ['b4', 'O-O'], ['a4', 'Be6'], ['Bd2', 'd5'], ['exd5', 'Nxd5'], ['Ne4', 'Bg4'], ['Re1', 'Nb6'], ['a5', 'Nd5\n'], ['Rc1', 'f5'], ['Qb3', 'Kh8'], ['Nc5', 'f4'], ['Nc3', 'f3'], ['Bf1', 'Nc7'], ['N3e4', 'Nba6'], ['Nxa6', 'Rxa6\n'], ['Bc3', 'Qc8'], ['Nc5', 'Bh3'], ['Rxe5', 'Bxf1'], ['Re7', 'Bf6'], ['Nd7', 'Nd5'], ['Qxd5', 'Bxc3'], ['Qe4', 'Bg7\n'], ['Nxf8', 'Bxd3'], ['Re8', 'Bxe4'], ['Nxg6+', '']]",1-0
New York CITS,New York,1996.??.??,8,"Waitzkin, Joshua","Serper, Grigory",,,B17,"[['e4', 'c6'], ['d4', 'd5'], ['Nc3', 'dxe4'], ['Nxe4', 'Nd7'], ['Nf3', 'Ngf6'], ['Ng3', 'e6'], ['Be2', 'c5'], ['O-O', 'cxd4\n'], ['Nxd4', 'Bc5'], ['b3', 'O-O'], ['Bb2', 'a6'], ['c4', 'Qc7'], ['a3', 'b6'], ['b4', 'Be7'], ['Re1', 'Bb7'], ['Bd3', 'Rfe8\n'], ['Qe2', 'Nf8'], ['Rac1', 'Ng6'], ['Qc2', 'Nf4'], ['Bf1', 'Rad8'], ['c5', 'bxc5'], ['bxc5', 'Bd5'], ['Nde2', 'Rc8\n'], ['Nxf4', 'Qxf4'], ['Bxa6', 'Rxc5'], ['Qe2', 'Ra8'], ['Bb5', 'Ng4'], ['a4', 'Rac8'], ['Qf1', 'h5'], ['f3', 'Nxh2\n'], ['Ne2', 'Qd2'], ['Kxh2', 'Qxb2'], ['Rxc5', 'Rxc5'], ['Kh1', 'Bd6'], ['Ng1', 'Qd4'], ['Nh3', 'Rc2'], ['Rd1', 'Qe5\n'], ['f4', 'Qe3'], ['Rxd5', 'exd5'], ['a5', 'Rc1']]",0-1
New York CITS,New York,1996.??.??,9,"Serper, Grigory","Wolff, Patrick G",,,A31,"[['c4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['g3', 'Qa5+'], ['Nc3', 'Ne4'], ['Nxc6', 'dxc6'], ['Qa4', 'Qxa4\n'], ['Nxa4', 'e5'], ['a3', 'Be6'], ['e3', 'Ng5'], ['Be2', 'Bh3'], ['Rg1', 'h5'], ['f4', 'Ne4'], ['Nc3', 'Nxc3\n'], ['bxc3', 'O-O-O'], ['Ra2', 'Bc5'], ['Rd2', 'Rde8'], ['Rd1', 'g6'], ['Kf2', 'Re7'], ['Rge1', 'Rhe8'], ['Bf3', 'Be6\n'], ['Kg2', 'Bf5'], ['fxe5', 'Rxe5'], ['Rd4', 'R5e7'], ['Rf4', 'Bxe3'], ['Bxe3', 'Rxe3'], ['Rxe3', 'Rxe3\n'], ['Bxh5', 'Rxc3'], ['a4', 'Rc2+'], ['Kg1', 'Be6'], ['Bf3', 'Rxc4'], ['Rxc4', 'Bxc4'], ['h4', 'f5'], ['Kf2', 'Kd7\n'], ['Ke3', 'Ke6'], ['Kd4', 'Bd5'], ['Bd1', 'b6'], ['g4', 'c5+'], ['Ke3', 'Ke5'], ['g5', 'Bf7'], ['Be2', 'c4\n'], ['Bf3', 'Bd5'], ['h5', 'f4+'], ['Kf2', 'gxh5']]",0-1
New York CITS,New York,1996.??.??,10,"Salov, Valery","Serper, Grigory",,,B70,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'g6'], ['g3', 'Nc6'], ['Nde2', 'Bg7'], ['Bg2', 'O-O\n'], ['O-O', 'Rb8'], ['h3', 'b5'], ['Nd5', 'Nd7'], ['c3', 'e6'], ['Nb4', 'Nxb4'], ['cxb4', 'Nb6'], ['Nc3', 'd5\n'], ['exd5', 'Nxd5'], ['Qb3', 'Nxc3'], ['bxc3', 'Bb7'], ['Be3', 'Bxg2'], ['Kxg2', 'Qc7'], ['Rac1', 'Rfc8\n'], ['Bc5', 'Bf8'], ['Bxf8', 'Kxf8'], ['Rfd1', 'Qb7+'], ['Kg1', 'Rc4'], ['Rd3', 'Rbc8'], ['Re1', 'Re4'], ['Qd1', 'Kg7\n'], ['Qd2', 'Qc6'], ['Rxe4', 'Qxe4'], ['Rd7', 'Rc4'], ['Rd8', 'Qe5'], ['Rd3', 'Re4'], ['Rf3', 'Qc7'], ['Kh2', 'Rc4\n'], ['Qg5', 'f5'], ['Qd2', 'Qe7'], ['Rd3', 'Rc7'], ['Rd6', 'Kf7'], ['h4', 'Kg7'], ['Qd4+', 'Qf6'], ['Rd7+', 'Rxd7\n'], ['Qxd7+', 'Kh6'], ['Qxb5', 'Qxc3'], ['Qc5', 'Qa3'], ['Qf8+', 'Kh5'], ['Qe7', 'Kg4'], ['Qxe6', 'Kf3'], ['Qe1', 'Qd3\n'], ['b5', 'h6'], ['a4', 'g5'], ['hxg5', 'hxg5'], ['Kg1', 'f4'], ['Qf1', 'Qd4'], ['a5', 'fxg3'], ['Qg2+', 'Ke2\n'], ['Qxg3', 'Qa1+'], ['Kg2', 'Qxa5'], ['Qxg5', 'Qb6'], ['Qe5+', 'Kd3'], ['f4', 'a6'], ['Qd5+', 'Ke3'], ['Qf3+', 'Kd2\n'], ['Qd5+', 'Ke1'], ['Qe5+', 'Kd2'], ['bxa6', 'Qc6+'], ['Kg3', 'Qg6+'], ['Kf3', 'Qxa6'], ['f5', 'Qf1+'], ['Kg4', 'Qg2+\n'], ['Kh5', 'Qf3+'], ['Kg5', 'Qg2+'], ['Kf6', 'Qc6+'], ['Kf7', 'Qb7+'], ['Qe7', 'Qd5+'], ['Qe6', 'Qb7+'], ['Ke8', 'Kc2\n'], ['Qc4+', 'Kb1'], ['f6', 'Qb8+'], ['Kd7', 'Qb7+'], ['Ke6', 'Qb6+'], ['Ke5', 'Qb2+'], ['Kf5', 'Qf2+'], ['Qf4', 'Qc5+\n'], ['Kg6', 'Qc6'], ['Qf5+', 'Ka1'], ['Kg7', 'Qc3'], ['Kh7', 'Qc2'], ['Qg6', 'Qh2+'], ['Kg7', 'Qb2'], ['Qg4', 'Qe5\n'], ['Kg6', '']]",1-0
New York CITS,New York,1996.??.??,11,"Serper, Grigory","Dzindzichashvili, Roman",,,E70,"[['c4', 'g6'], ['d4', 'Bg7'], ['e4', 'd6'], ['Nc3', 'Nf6'], ['Nge2', 'c5'], ['dxc5', 'dxc5'], ['Qxd8+', 'Kxd8'], ['e5', 'Nfd7\n'], ['f4', 'f6'], ['exf6', 'Nxf6'], ['g3', 'Bd7'], ['Be3', 'Bc6'], ['O-O-O+', 'Nbd7'], ['Rg1', 'Ke8'], ['g4', 'Kf7\n'], ['g5', 'Ne8'], ['Bh3', 'Nd6'], ['Bxd7', 'Bxd7'], ['Bxc5', 'Rac8'], ['Bxd6', 'exd6'], ['Ne4', 'Rxc4+\n'], ['N2c3', 'Rc7'], ['Nxd6+', 'Kf8'], ['Rd3', 'h6'], ['Rg2', 'hxg5'], ['fxg5', 'Rh3'], ['Rf2+', 'Kg8'], ['Rxh3', 'Bxh3\n'], ['Ne8', 'Rc5'], ['Nxg7', 'Kxg7'], ['Rf3', 'Be6'], ['h4', 'Bxa2'], ['b4', 'Rc8'], ['Kd2', 'Bc4'], ['Rf4', 'Rd8+\n'], ['Kc2', 'Be6'], ['Nb5', 'a6'], ['Nd4', 'Bf7'], ['Nf3', 'Re8'], ['Kc3', 'b6'], ['Kd4', 'Rd8+'], ['Kc3', 'Rc8+\n'], ['Kd3', '']]",1/2-1/2
Chicago op,Chicago,1997.??.??,1,"Wallach, Kenneth","Serper, Grigory",,,D43,"[['d4', 'Nf6'], ['Nf3', 'd5'], ['c4', 'e6'], ['Nc3', 'c6'], ['Bg5', 'h6'], ['Bh4', 'dxc4'], ['e3', 'b5'], ['a4', 'Bb4'], ['Be2', 'Bb7\n'], ['O-O', 'a6'], ['Ne5', 'Nbd7'], ['f4', 'Be7'], ['Bf3', 'Nd5'], ['Bf2', 'Nxc3'], ['bxc3', 'Qc7'], ['Bg3', 'O-O\n'], ['Qb1', 'Nxe5'], ['fxe5', 'Rab8'], ['Qe4', 'c5'], ['Qg4', 'b4'], ['Bf4', 'Kh7'], ['Bd1', 'b3'], ['e4', 'Bxe4\n'], ['Bxh6', 'Bg6'], ['Bf3', 'gxh6'], ['Be4', 'Bxe4'], ['Qxe4+', 'Kh8'], ['h4', 'f5'], ['exf6', 'Rxf6'], ['Rxf6', 'Bxf6\n'], ['Qxe6', 'Qe7'], ['Qxc4', 'Qe3+'], ['Kh2', 'Qf4+'], ['g3', 'Qf2+'], ['Kh3', 'b2'], ['Rf1', 'b1=Q'], ['Rxf2', 'Qh1+\n'], ['Rh2', 'Qf3'], ['Qxc5', 'Rg8'], ['Rg2', 'Bxh4'], ['Qd6', 'Qh5'], ['Qe5+', 'Qxe5'], ['dxe5', 'Be7'], ['Rb2', 'Rg6\n'], ['Rb8+', 'Kg7'], ['Rb7', 'Kf7'], ['a5', 'Rc6'], ['Kg4', 'Ke6'], ['Kf4', 'Rc4+']]",0-1
Chicago op,Chicago,1997.??.??,2,"Serper, Grigory","Chow, Albert",,,A30,"[['c4', 'c5'], ['Nf3', 'Nf6'], ['Nc3', 'e6'], ['g3', 'b6'], ['Bg2', 'Bb7'], ['O-O', 'Be7'], ['d4', 'cxd4'], ['Qxd4', 'd6\n'], ['Bg5', 'a6'], ['Bxf6', 'Bxf6'], ['Qd3', 'O-O'], ['Rad1', 'Be7'], ['Ng5', 'Bxg5'], ['Bxb7', 'Ra7'], ['Be4', 'f5\n'], ['Bg2', 'Rd7'], ['f4', 'Bf6'], ['e4', 'g6'], ['exf5', 'gxf5'], ['Rfe1', 'Re8'], ['Rxe6', 'Rxe6'], ['Bd5', 'Re7\n'], ['Qxf5', 'Bxc3'], ['Bxe6+', 'Kh8'], ['bxc3', 'Re8'], ['Rxd6', '']]",1-0
Chicago op,Chicago,1997.??.??,3,"Reprintsev, Alexander","Serper, Grigory",,,B20,"[['e4', 'c5'], ['b3', 'Nc6'], ['Bb2', 'e5'], ['f4', 'exf4'], ['Qf3', 'Nf6'], ['Qxf4', 'Be7'], ['e5', 'Nd5'], ['Qe4', 'Nc7\n'], ['Na3', 'O-O'], ['Bd3', 'g6'], ['Ne2', 'd5'], ['exd6', 'Qxd6'], ['O-O', 'f5'], ['Qe3', 'Bf6'], ['Bxf6', 'Rxf6\n'], ['Nc4', 'Qe7'], ['Qg3', 'Nd5'], ['Rae1', 'Be6'], ['Ne5', 'Nxe5'], ['Qxe5', 'Qc7'], ['Nf4', 'Qxe5'], ['Rxe5', 'Nxf4\n'], ['Rxf4', 'b6'], ['g4', 'Bf7'], ['gxf5', 'Re8'], ['Rxe8+', 'Bxe8'], ['Re4', 'Kf8'], ['Re5', 'g5'], ['Kg2', 'Bd7\n'], ['Kg3', 'Rd6'], ['Kg4', 'h6'], ['h4', 'Rd4+'], ['Re4', 'Rd5'], ['Re2', 'Rd4+'], ['Be4', 'gxh4'], ['c3', 'Rd6\n'], ['Kxh4', 'Kf7'], ['Rg2', 'Rf6'], ['Rf2', 'Rd6'], ['Kg4', 'Kf6'], ['Kf4', 'Be8'], ['d3', 'Bf7'], ['b4', 'Rd8\n'], ['bxc5', 'bxc5'], ['Rb2', 'Rg8'], ['Rb7', 'Rg1'], ['Rxa7', 'Rf1+'], ['Ke3', 'Re1+'], ['Kd2', 'Ra1'], ['a4', 'h5\n'], ['Ke3', 'Re1+'], ['Kf2', 'Ra1'], ['a5', 'h4'], ['Kg2', 'c4'], ['d4', 'Bh5'], ['a6', 'Kg5'], ['Rg7+', 'Kf4\n'], ['Bb7', 'Bg4'], ['Rxg4+', 'Kxg4'], ['f6', 'Ra2+'], ['Kf1', 'Kg3'], ['Ke1', '']]",1-0
Chicago op,Chicago,1997.??.??,4,"Serper, Grigory","Formanek, Edward W",,,B10,"[['c4', 'c6'], ['e4', 'd5'], ['cxd5', 'cxd5'], ['exd5', 'Nf6'], ['Qa4+', 'Nbd7'], ['Nc3', 'g6'], ['Nf3', 'Bg7'], ['Qb3', 'O-O\n'], ['Bc4', 'Nb6'], ['d3', 'Ne8'], ['h3', 'Nd6'], ['O-O', 'Bf5'], ['Re1', 'Rc8'], ['Bg5', 'Re8'], ['Nd2', 'Bxc3\n'], ['bxc3', 'Nbxc4'], ['Nxc4', 'Bxd3'], ['Nxd6', 'Qxd6'], ['Qxb7', 'Rc7'], ['Qb4', 'Qxd5'], ['Bxe7', 'Rc6\n'], ['Bf6', 'Be4'], ['Rad1', 'Qc5'], ['Qxe4', '']]",1-0
Chicago op,Chicago,1997.??.??,6,"Serper, Grigory","Martinovsky, Eugene",,,B10,"[['c4', 'c6'], ['e4', 'd5'], ['cxd5', 'cxd5'], ['exd5', 'Nf6'], ['Qa4+', 'Nbd7'], ['Nc3', 'g6'], ['Nf3', 'Bg7'], ['Qb3', 'O-O\n'], ['Bc4', 'Nb6'], ['d3', 'Nxc4'], ['dxc4', 'a6'], ['O-O', 'Qc7'], ['Be3', 'Nd7'], ['Rfe1', 'b6'], ['Bd4', 'Bxd4\n'], ['Nxd4', 'Ne5'], ['Na4', 'Nxc4'], ['Nc6', 'b5'], ['Nxe7+', 'Kh8'], ['Qc3+', 'f6'], ['b3', 'bxa4'], ['bxc4', 'Qc5\n'], ['Qe3', 'Qxe3'], ['Rxe3', 'Bd7'], ['c5', 'Bb5'], ['c6', 'Kg7'], ['d6', 'Kf7'], ['c7', 'Bd7'], ['Nd5', 'Be6\n'], ['Nb6', 'Ra7'], ['Rae1', '']]",1-0
Chicago op,Chicago,1997.??.??,7,"Hernandez, Gilberto","Serper, Grigory",,,B70,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['g3', 'g6'], ['Nde2', 'Bg7'], ['Bg2', 'O-O\n'], ['O-O', 'Rb8'], ['a4', 'a6'], ['Nd5', 'b5'], ['axb5', 'axb5'], ['Bg5', 'Nd7'], ['Qc1', 'Re8'], ['h3', 'Bb7\n'], ['Rd1', 'Qc8'], ['Bh6', 'Bh8'], ['Be3', 'Ba8'], ['c3', 'Bg7'], ['Bh6', 'Bh8'], ['Be3', 'Bg7'], ['Bh6', 'Bh8\n'], ['Be3', 'Bg7'], ['Bh6', 'Bh8'], ['Ra3', 'Nb6'], ['Ra2', 'Nxd5'], ['exd5', 'Ne5'], ['b3', 'Nd7'], ['Be3', 'Nf6\n'], ['Qd2', 'Bb7'], ['Qd3', 'Ra8'], ['Rda1', 'Qd7'], ['g4', 'Rxa2'], ['Rxa2', 'Ra8'], ['Rxa8+', 'Bxa8'], ['g5', 'Ne8\n'], ['Nd4', 'Nc7'], ['Nc6', 'e6'], ['c4', 'bxc4'], ['bxc4', 'exd5'], ['cxd5', 'Bb7'], ['Qb3', 'Ne8'], ['Bf4', 'Bg7\n'], ['Qb6', 'Bf8'], ['Na5', 'Bc8'], ['Qc6', 'Qd8'], ['Nc4', '']]",1/2-1/2
US-op,Las Vegas,1997.??.??,1,"Serper, Grigory","Andrews, Todd D",,,A53,"[['c4', 'Nf6'], ['Nc3', 'd6'], ['d4', 'c5'], ['dxc5', 'dxc5'], ['Qxd8+', 'Kxd8'], ['Nf3', 'Nc6'], ['Ng5', 'Rg8'], ['Bf4', 'Be6\n'], ['O-O-O+', 'Kc8'], ['g3', 'Nd4'], ['e3', 'Nf5'], ['Bh3', 'g6'], ['Nxe6', 'fxe6'], ['e4', 'Nd4'], ['Nb5', '']]",1-0
US-op,Las Vegas,1997.??.??,2,"London, A.","Serper, Grigory",,,E41,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'c5'], ['Bd3', 'Nc6'], ['Ne2', 'cxd4'], ['exd4', 'd5'], ['Bg5', 'Be7\n'], ['O-O', 'O-O'], ['Qd2', 'dxc4'], ['Bxc4', 'b6'], ['Rad1', 'Bb7'], ['a3', 'Nd5'], ['Be3', 'Nxe3'], ['Qxe3', 'Bd6\n'], ['Ne4', 'Ne7'], ['Nxd6', 'Qxd6'], ['Nc3', 'Qc6'], ['Qf3', 'Qxf3'], ['gxf3', 'Bxf3'], ['Rd3', 'Bb7'], ['Rfd1', 'Ng6\n'], ['d5', 'Ne5']]",0-1
US-op,Las Vegas,1997.??.??,3,"Serper, Grigory","Donaldson, John W",,,B36,"[['c4', 'c5'], ['Nf3', 'g6'], ['d4', 'cxd4'], ['Nxd4', 'Nc6'], ['e4', 'Nf6'], ['Nc3', 'd6'], ['Be2', 'Nxd4'], ['Qxd4', 'Bg7\n'], ['Bg5', 'O-O'], ['Qd2', 'Be6'], ['Rc1', 'a6'], ['b3', 'b5'], ['cxb5', 'axb5'], ['Bxb5', 'Qa5'], ['Bc6', 'Ra6\n'], ['Na4', 'Rc8'], ['Qxa5', 'Rxa5'], ['Bd2', 'Ra6'], ['Bb5', 'Rxc1+'], ['Bxc1', 'Ra5'], ['Bd3', 'Nd7'], ['Bd2', 'Ra8\n'], ['Bb1', 'Nc5'], ['Nb6', 'Ra7'], ['Ke2', 'f5'], ['exf5', 'Bxf5'], ['b4', 'Bxb1'], ['Rxb1', 'Ne4'], ['a4', 'Bd4\n'], ['a5', 'Nxd2'], ['Kxd2', 'Bxf2'], ['Nc4', 'd5'], ['Ne5', 'Ra6'], ['Rc1', 'Re6'], ['Rc8+', 'Kg7'], ['Nc6', 'Re4\n'], ['b5', '']]",1-0
US-op,Las Vegas,1997.??.??,4,"Morovic Fernandez, Ivan","Serper, Grigory",,,B88,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['Bc4', 'e6'], ['Bb3', 'a6'], ['f4', 'Be7\n'], ['Be3', 'Qc7'], ['O-O', 'b5'], ['f5', 'Nxd4'], ['Bxd4', 'e5'], ['Bf2', 'Bb7'], ['Nd5', 'Nxd5'], ['Bxd5', 'O-O\n'], ['c3', 'Rab8'], ['Rc1', 'Rfc8'], ['b3', 'Qa5'], ['Bxb7', 'Rxb7'], ['Be1', 'Qb6+']]",1/2-1/2
US-op,Las Vegas,1997.??.??,6,"Serper, Grigory","Stefansson, Hannes",,,A29,"[['c4', 'e5'], ['g3', 'Nf6'], ['Bg2', 'd5'], ['cxd5', 'Nxd5'], ['Nc3', 'Nb6'], ['Nf3', 'Nc6'], ['O-O', 'Be7'], ['d3', 'O-O\n'], ['Be3', 'f5'], ['b4', 'Bf6'], ['Rc1', 'Kh8'], ['Bc5', 'Re8'], ['b5', 'Nd4'], ['a4', 'Ne6'], ['Bb4', 'c6'], ['bxc6', 'bxc6\n'], ['Ba3', 'Ba6'], ['Nd2', 'Rc8'], ['Nb3', 'Bg5'], ['Rc2', 'c5'], ['Nb5', 'c4'], ['Nd6', 'Qd7'], ['dxc4', 'Qxa4\n'], ['Nc5', 'Nxc5'], ['Bxc5', 'Rxc5'], ['Nf7+', 'Kg8'], ['Nxg5', 'h6'], ['Nf3', 'Rxc4'], ['Rxc4', 'Qxd1\n'], ['Rxd1', 'Bxc4'], ['Ra1', 'a6'], ['e4', 'f4'], ['Bf1', 'Re6'], ['Bh3', 'Re7'], ['Bf1', '']]",1/2-1/2
North Bay op,North Bay,1997.??.??,3,"Charbonneau, Pascal","Serper, Grigory",,,B52,"[['e4', 'c5'], ['Nf3', 'd6'], ['Bb5+', 'Bd7'], ['Bxd7+', 'Nxd7'], ['O-O', 'Ngf6'], ['Re1', 'e6'], ['c3', 'Be7'], ['d4', 'O-O\n'], ['e5', 'Nd5'], ['c4', 'N5b6'], ['dxc5', 'Nxc5'], ['exd6', 'Qxd6'], ['Qxd6', 'Bxd6'], ['b3', 'Be7'], ['Be3', 'Rfd8\n'], ['Nbd2', 'Nbd7'], ['Red1', 'f6'], ['Nd4', 'Kf7'], ['b4', 'Nd3'], ['a3', 'N7e5'], ['h3', 'a5'], ['f4', 'Nxf4\n'], ['Nb5', 'Nfd3'], ['Bb6', 'Rd7'], ['Bxa5', 'Nb2']]",0-1
North Bay op,North Bay,1997.??.??,5,"Serper, Grigory","Murrey, Jacob",,,E70,"[['c4', 'g6'], ['d4', 'Bg7'], ['e4', 'd6'], ['Nc3', 'Nf6'], ['Nge2', 'O-O'], ['Ng3', 'a6'], ['Be2', 'c6'], ['O-O', 'e5\n'], ['d5', 'cxd5'], ['cxd5', 'b5'], ['b4', 'Nbd7'], ['a4', 'bxa4'], ['Qxa4', 'Bb7'], ['Be3', 'h5'], ['Bg5', 'Kh7\n'], ['Qa5', 'Bh6'], ['Bxh6', 'Kxh6'], ['Qxd8', 'Rfxd8'], ['Bd3', 'Nb6'], ['Na4', 'Nxa4'], ['Rxa4', 'Rab8\n'], ['f3', 'Bxd5'], ['exd5', 'Nxd5'], ['Bxa6', 'Nxb4'], ['Bc4', '']]",1-0
North Bay op,North Bay,1997.??.??,5,"Kudrin, Sergey","Serper, Grigory",,,B66,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['Bg5', 'e6'], ['Qd2', 'a6'], ['O-O-O', 'h6\n'], ['Be3', 'Be7'], ['f4', 'Bd7'], ['Kb1', 'b5'], ['Bd3', 'Qc7'], ['Qe1', 'Rc8'], ['Qg3', 'O-O'], ['e5', 'dxe5\n'], ['Nxc6', 'Bxc6'], ['fxe5', 'Nh5'], ['Qg4', 'Qxe5'], ['Bxh6', 'Rfd8'], ['Ne2', 'Bf6'], ['Bc1', 'g6'], ['Rhe1', '']]",1/2-1/2
